time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests
2022-08-27,territory,yk,2.0,0,0,2.0,0,,,0,,0,,0,,0,0,0
2022-04-09,nation,ca,12637.0,313,1,11013.0,446,3648.0,3688.0,64,3732.0,54,3351.0,310,2735.0,116,43,315
2022-04-09,province,qc,1644.0,114,0,1105.0,2,332.0,372.0,18,372.0,7,,0,318.0,13,10,114
2022-01-08,province,bc,11791.0,6,1,11428.0,674,558.0,558.0,19,558.0,6,544.0,83,544.0,41,33,7
2021-10-30,province,bc,2920.0,0,2,2920.0,127,608.0,608.0,2,608.0,0,539.0,140,593.0,1,126,2
2022-04-09,province,on,1874.0,22,0,1873.0,12,1286.0,1286.0,16,1285.0,16,1286.0,97,468.0,18,4,22
2022-04-09,province,bc,3620.0,33,0,3416.0,65,544.0,544.0,12,544.0,2,530.0,56,530.0,35,5,33
2021-10-30,province,on,2143.0,0,0,2105.0,208,1541.0,1541.0,24,1510.0,2,1540.0,380,1042.0,14,174,0
2021-09-11,nation,ca,7939.0,1,0,7236.0,478,2882.0,2880.0,33,2933.0,7,2743.0,510,2260.0,14,142,1
2021-11-06,province,bc,4625.0,14,13,4612.0,266,708.0,708.0,10,708.0,10,689.0,168,689.0,3,121,27
2022-04-02,province,qc,1484.0,51,0,1012.0,1,251.0,291.0,26,291.0,5,,0,328.0,7,9,51
2021-10-30,province,qc,2119.0,1,0,2121.0,658,414.0,417.0,13,313.0,11,,0,313.0,2,4,1
2022-04-02,province,on,1894.0,21,0,1894.0,12,1363.0,1363.0,15,1363.0,13,1363.0,100,450.0,26,5,21
2021-11-06,nation,ca,15353.0,15,15,14502.0,1134,3941.0,3941.0,56,3902.0,30,3623.0,777,3028.0,67,405,31
2022-07-23,province,qc,3038.0,10,4,2220.0,25,424.0,619.0,21,619.0,18,,0,528.0,6,20,14
2022-04-02,province,bc,3668.0,23,0,3448.0,68,577.0,577.0,18,577.0,6,562.0,60,562.0,48,18,23
2021-10-30,nation,ca,13261.0,4,3,12735.0,1033,4170.0,4187.0,48,4115.0,15,3711.0,729,3332.0,35,391,7
2022-07-23,province,on,1230.0,2,0,1230.0,17,624.0,624.0,10,624.0,23,624.0,72,552.0,5,15,2
2022-04-16,nation,ca,13239.0,508,3,12005.0,415,3855.0,3918.0,67,3949.0,60,3447.0,315,3076.0,153,52,511
2022-04-16,province,bc,4116.0,45,0,3960.0,48,694.0,694.0,16,694.0,7,682.0,99,682.0,62,4,45
2021-10-23,province,qc,2050.0,0,0,1845.0,625,454.0,455.0,54,276.0,1,,0,453.0,1,2,0
2022-04-16,province,on,1905.0,40,1,1908.0,23,1229.0,1229.0,16,1225.0,21,1229.0,78,484.0,31,6,41
2022-04-16,province,qc,1896.0,217,1,1430.0,3,419.0,483.0,12,483.0,9,,0,465.0,16,13,218
2022-07-23,province,bc,2557.0,18,1,2440.0,23,530.0,530.0,20,530.0,37,520.0,91,520.0,1,21,19
2021-10-23,province,on,2269.0,1,0,2199.0,210,1631.0,1631.0,38,1611.0,2,1631.0,413,1200.0,16,192,1
2022-04-23,nation,ca,15435.0,1077,2,13952.0,414,3829.0,3918.0,72,3938.0,86,3573.0,293,3156.0,155,84,1079
2021-10-23,province,bc,2440.0,2,1,2440.0,72,531.0,531.0,3,531.0,3,515.0,129,515.0,3,111,3
2022-04-23,province,bc,4348.0,81,1,4098.0,61,660.0,660.0,17,660.0,13,645.0,80,645.0,51,17,82
2022-07-23,nation,ca,10682.0,67,5,9379.0,139,2918.0,3113.0,77,3123.0,114,2514.0,351,2951.0,19,131,73
2022-04-23,province,on,1859.0,34,0,1864.0,8,1244.0,1244.0,15,1237.0,21,1244.0,77,586.0,35,13,34
2021-10-23,nation,ca,12383.0,4,2,11503.0,941,4016.0,4017.0,102,3876.0,6,3552.0,787,3350.0,36,402,6
2022-04-23,province,qc,3060.0,600,1,2447.0,3,273.0,364.0,18,363.0,8,,0,327.0,22,18,601
2022-04-30,nation,ca,17960.0,1737,2,16143.0,458,5180.0,5402.0,74,5459.0,131,4611.0,357,3789.0,186,92,1739
2022-04-02,nation,ca,11757.0,179,0,10506.0,420,3445.0,3485.0,80,3503.0,45,3228.0,274,2470.0,110,48,179
2022-03-26,province,qc,1186.0,11,0,828.0,3,258.0,290.0,10,367.0,4,,0,363.0,7,3,11
2022-02-26,province,qc,875.0,3,1,581.0,2,175.0,205.0,17,205.0,7,,0,194.0,4,2,4
2022-03-05,province,qc,911.0,0,0,734.0,7,190.0,215.0,16,235.0,5,,0,208.0,1,2,0
2021-11-20,nation,ca,16221.0,16,10,14979.0,1075,4413.0,4421.0,111,4435.0,44,4067.0,869,3478.0,104,366,26
2022-03-12,province,bc,3713.0,4,0,3609.0,70,531.0,531.0,14,531.0,1,523.0,70,523.0,35,9,4
2021-09-04,province,qc,848.0,1,0,693.0,263,138.0,137.0,6,138.0,3,,0,138.0,0,7,1
2022-03-12,nation,ca,10704.0,17,0,9854.0,305,3105.0,3139.0,62,3152.0,16,2912.0,240,2149.0,83,21,17
2021-11-20,province,bc,4339.0,9,8,4312.0,355,756.0,756.0,23,756.0,4,743.0,165,743.0,14,131,17
2022-07-30,province,qc,2721.0,9,1,2063.0,30,378.0,576.0,18,572.0,20,,0,469.0,4,32,10
2021-11-20,province,on,2619.0,5,0,2556.0,342,1735.0,1735.0,39,1704.0,6,1735.0,405,1047.0,29,118,5
2022-03-26,province,on,1766.0,5,0,1765.0,17,1288.0,1288.0,18,1287.0,3,1288.0,87,431.0,24,10,5
2022-03-05,province,on,1843.0,2,0,1843.0,19,1349.0,1349.0,17,1348.0,1,1349.0,83,387.0,26,2,2
2021-11-20,province,qc,2261.0,0,1,2064.0,263,349.0,356.0,26,349.0,28,,0,349.0,3,2,1
2022-03-05,province,bc,4242.0,2,0,4115.0,79,523.0,523.0,14,523.0,1,514.0,64,514.0,22,8,2
2022-08-06,nation,ca,10093.0,26,4,8993.0,106,2723.0,2989.0,74,2912.0,89,2324.0,268,2773.0,17,128,30
2022-03-05,nation,ca,11235.0,13,0,10559.0,264,3181.0,3207.0,61,3234.0,13,2989.0,233,2137.0,71,19,13
2021-11-27,nation,ca,16701.0,22,12,15251.0,1235,4786.0,4692.0,91,4738.0,48,4287.0,795,3897.0,152,337,33
2022-03-12,province,on,1763.0,1,0,1763.0,19,1266.0,1266.0,14,1266.0,3,1266.0,77,365.0,18,2,1
2021-11-13,province,qc,2441.0,1,0,2239.0,414,317.0,317.0,21,325.0,16,,0,317.0,1,3,1
2022-03-12,province,qc,1040.0,3,0,720.0,3,195.0,229.0,18,230.0,4,,0,274.0,3,4,3
2022-03-19,nation,ca,10168.0,26,1,9332.0,346,3039.0,3039.0,57,3046.0,18,2808.0,252,2064.0,67,20,27
2021-11-13,province,on,2835.0,1,0,2767.0,276,1772.0,1772.0,26,1742.0,3,1766.0,480,1142.0,25,150,1
2022-03-19,province,bc,3617.0,4,1,3479.0,72,460.0,460.0,10,460.0,5,452.0,55,452.0,19,5,5
2022-07-30,province,on,1229.0,3,0,1229.0,11,608.0,608.0,14,608.0,39,608.0,63,540.0,5,15,3
2021-11-13,province,bc,5054.0,7,9,5024.0,376,819.0,819.0,10,819.0,7,812.0,175,812.0,1,162,16
2022-03-19,province,on,1652.0,4,0,1652.0,21,1187.0,1187.0,10,1186.0,0,1187.0,91,321.0,17,3,4
2021-11-13,nation,ca,17330.0,12,10,16275.0,1144,4484.0,4481.0,73,4538.0,29,4162.0,932,3465.0,89,447,23
2022-03-19,province,qc,902.0,4,0,708.0,6,245.0,245.0,12,245.0,4,,0,275.0,2,1,4
2022-03-26,nation,ca,10754.0,92,0,9678.0,367,3251.0,3283.0,56,3367.0,26,3035.0,289,2376.0,104,34,92
2022-07-30,province,bc,2537.0,11,1,2408.0,16,527.0,527.0,16,527.0,25,519.0,66,519.0,17,21,12
2021-11-06,province,qc,2323.0,0,0,2048.0,542,293.0,293.0,3,210.0,13,,0,210.0,5,1,0
2022-03-26,province,bc,3491.0,23,0,3343.0,59,580.0,580.0,9,580.0,6,572.0,83,571.0,42,13,23
2021-11-06,province,on,2473.0,1,0,2421.0,253,1690.0,1690.0,27,1663.0,4,1675.0,390,1069.0,20,169,1
2022-07-30,nation,ca,10166.0,37,2,9146.0,99,2790.0,2988.0,81,2999.0,121,2420.0,279,2820.0,39,136,39
2021-10-16,province,qc,1704.0,0,3,1676.0,717,335.0,335.0,17,229.0,2,,0,335.0,3,3,3
2022-07-16,province,qc,3853.0,22,2,2787.0,28,341.0,567.0,10,566.0,10,,0,458.0,7,29,24
2022-04-30,province,bc,4427.0,114,0,4223.0,62,769.0,769.0,14,769.0,20,757.0,65,757.0,63,18,114
2021-09-25,province,bc,1192.0,0,0,1192.0,12,506.0,506.0,11,506.0,2,497.0,139,497.0,0,27,0
2022-06-18,nation,ca,12567.0,622,8,11042.0,215,3023.0,3259.0,77,3259.0,205,2639.0,379,2942.0,91,142,630
2022-06-11,province,qc,4924.0,362,18,3360.0,9,406.0,632.0,32,633.0,12,,0,503.0,16,21,380
2021-09-25,nation,ca,9725.0,0,0,9062.0,649,3783.0,3780.0,31,3810.0,14,3555.0,1180,2552.0,17,179,0
2022-07-09,province,on,1343.0,8,0,1343.0,17,689.0,689.0,18,689.0,70,689.0,111,632.0,27,38,8
2022-06-11,province,on,1183.0,42,1,1183.0,19,595.0,597.0,14,594.0,51,595.0,76,525.0,28,30,43
2022-06-11,province,bc,2979.0,114,0,2896.0,48,651.0,651.0,10,651.0,43,640.0,105,640.0,18,21,114
2022-06-11,nation,ca,14192.0,976,18,12076.0,254,3489.0,3716.0,84,3721.0,199,3114.0,413,2970.0,87,160,995
2021-09-11,province,bc,930.0,0,0,930.0,5,317.0,317.0,3,317.0,0,311.0,56,307.0,1,9,0
2022-07-09,province,qc,4609.0,32,5,3073.0,21,421.0,649.0,24,646.0,18,,0,563.0,9,35,37
2022-06-04,province,qc,4607.0,547,9,3026.0,6,204.0,446.0,11,445.0,14,,0,324.0,17,6,556
2021-09-25,province,on,1647.0,0,0,1612.0,64,1113.0,1113.0,6,1086.0,8,1113.0,352,788.0,9,91,0
2022-06-04,province,on,1876.0,84,0,1876.0,33,1230.0,1230.0,23,1230.0,99,1230.0,92,581.0,36,32,84
2022-06-04,province,bc,3274.0,127,0,3177.0,47,724.0,724.0,12,724.0,54,705.0,88,675.0,19,20,127
2021-09-25,province,qc,1502.0,0,0,1356.0,565,222.0,219.0,5,219.0,4,,0,221.0,0,1,0
2022-06-18,province,bc,2805.0,68,1,2725.0,39,690.0,690.0,20,690.0,62,680.0,113,680.0,20,20,69
2021-09-18,province,qc,1718.0,0,0,1310.0,534,139.0,138.0,0,138.0,2,,0,131.0,0,1,0
2022-06-18,province,on,1162.0,23,0,1163.0,19,589.0,589.0,12,589.0,58,589.0,85,531.0,26,38,23
2022-07-09,province,bc,2948.0,44,0,2830.0,27,571.0,571.0,17,571.0,68,565.0,97,565.0,6,22,44
2022-06-18,province,qc,4333.0,211,7,3298.0,8,406.0,641.0,24,639.0,12,,0,526.0,20,27,218
2021-09-18,province,on,1543.0,1,0,1499.0,76,1100.0,1101.0,16,1073.0,2,1104.0,306,809.0,4,118,1
2022-06-25,nation,ca,12656.0,373,10,10447.0,190,2991.0,3238.0,62,3234.0,225,2618.0,435,3055.0,110,167,383
2022-06-25,province,bc,2773.0,61,0,2696.0,36,653.0,653.0,10,653.0,75,643.0,127,643.0,13,19,61
2022-06-25,province,on,1261.0,16,0,1260.0,19,622.0,622.0,11,621.0,67,622.0,97,566.0,54,32,16
2022-07-09,nation,ca,12622.0,150,5,10608.0,156,2875.0,3102.0,83,3104.0,224,2481.0,407,2961.0,56,163,155
2021-09-11,province,qc,1369.0,0,0,1069.0,426,149.0,147.0,7,149.0,1,,0,149.0,0,6,0
2021-09-18,province,bc,985.0,0,0,985.0,7,386.0,386.0,4,386.0,1,378.0,87,378.0,1,24,0
2022-06-25,province,qc,4679.0,130,10,2981.0,23,396.0,643.0,22,641.0,10,,0,532.0,18,34,140
2022-07-02,nation,ca,13128.0,288,8,10779.0,156,2856.0,3063.0,88,3068.0,193,2488.0,422,2968.0,60,146,295
2022-07-02,province,bc,3018.0,57,0,2895.0,21,660.0,660.0,19,660.0,72,653.0,117,653.0,12,31,57
2021-09-18,nation,ca,9256.0,3,0,8272.0,628,3467.0,3469.0,28,3488.0,6,3336.0,916,2477.0,11,207,3
2022-07-02,province,on,1195.0,11,1,1195.0,20,561.0,561.0,18,561.0,58,561.0,80,523.0,18,28,12
2022-06-04,nation,ca,15683.0,1314,9,13431.0,322,4432.0,4680.0,73,4676.0,244,4332.0,396,2859.0,108,147,1324
2022-05-28,province,qc,4551.0,699,5,3205.0,5,191.0,440.0,23,441.0,15,,0,304.0,22,13,704
2021-10-02,nation,ca,9608.0,1,0,9089.0,771,4051.0,4052.0,46,4058.0,7,3822.0,1147,2722.0,17,329,1
2021-10-09,province,bc,1823.0,0,0,1823.0,29,524.0,524.0,1,524.0,0,515.0,112,515.0,1,32,0
2021-10-16,province,on,1950.0,1,0,1867.0,156,1461.0,1461.0,23,1436.0,1,1461.0,398,1032.0,16,201,1
2022-04-30,province,on,2162.0,89,0,2162.0,31,1499.0,1499.0,12,1496.0,28,1499.0,112,720.0,42,15,89
2022-04-30,province,qc,4691.0,961,1,3738.0,10,630.0,852.0,24,857.0,15,,0,723.0,38,8,962
2021-10-16,province,bc,1904.0,1,0,1904.0,38,510.0,510.0,1,510.0,3,502.0,145,502.0,4,82,1
2022-05-07,nation,ca,18525.0,2090,2,16651.0,390,5951.0,6211.0,82,6241.0,159,5341.0,396,3837.0,184,123,2091
2021-10-16,nation,ca,10290.0,3,3,9769.0,932,3574.0,3574.0,49,3495.0,7,3243.0,743,2844.0,48,374,6
2022-05-07,province,bc,4182.0,91,0,4039.0,55,788.0,788.0,15,788.0,25,780.0,79,780.0,58,12,91
2022-05-07,province,on,2183.0,74,0,2183.0,17,1401.0,1401.0,19,1401.0,48,1401.0,96,664.0,54,10,74
2021-10-09,province,qc,1641.0,0,2,1583.0,623,314.0,314.0,6,238.0,3,,0,238.0,0,4,2
2022-05-07,province,qc,4751.0,1262,2,3807.0,5,708.0,967.0,27,967.0,10,,0,801.0,31,15,1264
