time_value,geo_type,geo_value,rsv_pct_positive,flu_pct_positive
2022-08-27,territory,yk,0.0,0.0
2022-04-09,nation,ca,4.05,2.49
2022-04-09,province,qc,0.18,6.93
2022-01-08,province,bc,5.9,0.06
2021-10-30,province,bc,4.35,0.07
2022-04-09,province,on,0.64,1.17
2022-04-09,province,bc,1.9,0.91
2021-10-30,province,on,9.88,0.0
2021-09-11,nation,ca,6.61,0.01
2021-11-06,province,bc,5.77,0.58
2022-04-02,province,qc,0.1,3.44
2021-10-30,province,qc,31.02,0.05
2022-04-02,province,on,0.63,1.11
2021-11-06,nation,ca,7.82,0.2
2022-07-23,province,qc,1.13,0.46
2022-04-02,province,bc,1.97,0.63
2021-10-30,nation,ca,8.11,0.05
2022-07-23,province,on,1.38,0.16
2022-04-16,nation,ca,3.46,3.86
2022-04-16,province,bc,1.21,1.09
2021-10-23,province,qc,33.88,0.0
2022-04-16,province,on,1.21,2.15
2022-04-16,province,qc,0.21,11.5
2022-07-23,province,bc,0.94,0.74
2021-10-23,province,on,9.55,0.04
2022-04-23,nation,ca,2.97,6.99
2021-10-23,province,bc,2.95,0.12
2022-04-23,province,bc,1.49,1.88
2022-07-23,nation,ca,1.48,0.68
2022-04-23,province,on,0.43,1.83
2021-10-23,nation,ca,8.18,0.05
2022-04-23,province,qc,0.12,19.64
2022-04-30,nation,ca,2.84,9.68
2022-04-02,nation,ca,4.0,1.52
2022-03-26,province,qc,0.36,0.93
2022-02-26,province,qc,0.34,0.45
2022-03-05,province,qc,0.95,0.0
2021-11-20,nation,ca,7.18,0.16
2022-03-12,province,bc,1.94,0.11
2021-09-04,province,qc,37.95,0.12
2022-03-12,nation,ca,3.1,0.16
2021-11-20,province,bc,8.23,0.39
2022-07-30,province,qc,1.45,0.37
2021-11-20,province,on,13.38,0.19
2022-03-26,province,on,0.96,0.28
2022-03-05,province,on,1.03,0.11
2021-11-20,province,qc,12.74,0.04
2022-03-05,province,bc,1.92,0.05
2022-08-06,nation,ca,1.18,0.3
2022-03-05,nation,ca,2.5,0.12
2021-11-27,nation,ca,8.1,0.2
2022-03-12,province,on,1.08,0.06
2021-11-13,province,qc,18.49,0.04
2022-03-12,province,qc,0.42,0.29
2022-03-19,nation,ca,3.71,0.27
2021-11-13,province,on,9.97,0.04
2022-03-19,province,bc,2.07,0.14
2022-07-30,province,on,0.9,0.24
2021-11-13,province,bc,7.48,0.32
2022-03-19,province,on,1.27,0.24
2021-11-13,nation,ca,7.03,0.13
2022-03-19,province,qc,0.85,0.44
2022-03-26,nation,ca,3.79,0.86
2022-07-30,province,bc,0.66,0.47
2021-11-06,province,qc,26.46,0.0
2022-03-26,province,bc,1.76,0.66
2021-11-06,province,on,10.45,0.04
2022-07-30,nation,ca,1.08,0.38
2021-10-16,province,qc,42.78,0.18
2022-07-16,province,qc,1.0,0.62
2022-04-30,province,bc,1.47,2.58
2021-09-25,province,bc,1.01,0.0
2022-06-18,nation,ca,1.95,5.01
2022-06-11,province,qc,0.27,7.72
2021-09-25,nation,ca,7.16,0.0
2022-07-09,province,on,1.27,0.6
2022-06-11,province,on,1.61,3.63
2022-06-11,province,bc,1.66,3.83
2022-06-11,nation,ca,2.1,7.01
2021-09-11,province,bc,0.54,0.0
2022-07-09,province,qc,0.68,0.8
2022-06-04,province,qc,0.2,12.07
2021-09-25,province,on,3.97,0.0
2022-06-04,province,on,1.76,4.48
2022-06-04,province,bc,1.48,3.88
2021-09-25,province,qc,41.67,0.0
2022-06-18,province,bc,1.43,2.46
2021-09-18,province,qc,40.76,0.0
2022-06-18,province,on,1.63,1.98
