time_value,geo_type,geo_value,rsv_pct_positive,flu_pct_positive
2019-08-24,territory,yk,0.0,66.667
2019-02-02,province,qc,13.5,21.2
2019-03-23,nation,ca,7.9,21.79
2018-09-15,nation,ca,0.7,0.4
2019-04-20,province,on,1.81,12.95
2018-10-27,province,bc,0.5,4.68
2019-02-23,nation,ca,11.7,17.45
2018-12-29,nation,ca,9.0,28.9
2019-07-27,province,qc,0.82,0.65
2019-07-06,province,bc,0.0,9.72
2019-04-20,province,bc,6.48,17.11
2018-10-27,province,on,1.0,1.26
2019-06-08,province,qc,1.43,3.63
2019-07-27,province,on,0.18,0.72
2018-09-22,province,on,1.1,0.56
2018-09-29,province,qc,0.8,0.0
2018-11-24,province,bc,1.3,9.82
2019-05-25,province,on,2.4,4.8
2019-03-23,province,bc,7.7,46.78
2019-07-27,province,bc,0.45,4.52
2019-07-06,province,on,0.39,0.98
2019-04-20,nation,ca,4.59,16.23
2018-10-27,province,qc,2.6,1.83
2018-09-08,nation,ca,0.4,0.8
2019-02-16,province,qc,14.2,18.84
2018-12-29,province,bc,6.9,50.66
2019-05-25,province,qc,2.2,7.6
2018-11-24,nation,ca,2.9,15.37
2019-07-06,province,qc,1.33,1.19
2019-04-13,province,qc,4.89,15.42
2018-11-03,nation,ca,1.4,8.55
2019-05-25,province,bc,1.0,3.4
2019-08-03,nation,ca,0.74,1.54
2018-11-24,province,on,3.3,2.32
2019-08-03,province,bc,0.43,7.79
2019-05-18,province,qc,1.8,8.8
2019-06-29,province,qc,0.5,2.1
2019-08-03,province,qc,1.01,0.64
2018-09-22,province,bc,0.4,2.29
2018-09-01,nation,ca,0.5,0.68
2019-04-27,province,on,2.2,10.99
2019-08-03,province,on,0.95,0.38
2018-10-20,province,on,0.7,1.72
2018-12-01,nation,ca,4.2,18.2
2019-03-16,province,on,4.9,15.65
2019-04-27,province,bc,3.14,13.86
2018-10-20,province,qc,2.0,0.93
2019-02-23,province,bc,12.5,28.85
2019-07-06,nation,ca,0.65,2.45
2019-01-19,nation,ca,10.1,20.33
2018-12-22,province,on,10.0,13.1
2018-10-06,nation,ca,0.7,1.63
2019-06-15,province,bc,0.0,4.01
2018-11-24,province,qc,5.5,6.76
2019-05-25,nation,ca,2.2,7.5
2019-03-16,province,qc,9.5,15.09
2018-12-22,province,qc,11.6,26.88
2019-01-19,province,bc,6.1,25.16
2019-02-02,province,on,11.4,19.94
2019-04-27,nation,ca,3.52,14.25
2019-06-15,nation,ca,1.21,4.36
2019-04-20,province,qc,4.71,15.09
2018-10-27,nation,ca,1.1,5.32
2019-01-12,province,qc,10.4,21.84
2019-03-23,province,on,4.9,15.34
2018-10-20,province,bc,0.3,4.62
2019-06-08,province,on,0.46,2.55
2019-02-09,province,bc,11.0,17.88
2019-07-13,province,bc,1.77,7.52
2019-03-02,province,qc,13.3,18.13
2018-09-29,province,bc,0.4,3.12
2019-04-06,province,on,3.33,16.35
2018-11-10,nation,ca,2.1,10.09
2019-06-08,nation,ca,1.14,4.39
2019-07-20,province,bc,1.3,4.87
2019-02-16,nation,ca,12.6,16.28
2019-01-05,nation,ca,9.4,23.48
2019-01-05,province,qc,11.7,26.03
2019-04-06,province,bc,5.58,27.18
2018-11-17,nation,ca,2.1,14.12
2019-07-20,nation,ca,0.4,1.55
2019-02-09,province,on,11.9,17.4
2019-03-30,province,on,4.08,12.87
2019-06-01,province,on,0.7,2.6
2019-01-05,province,bc,5.9,19.76
2018-11-10,province,bc,0.8,2.42
2019-06-01,province,qc,0.9,4.8
2018-09-29,nation,ca,0.4,0.67
2019-07-13,province,qc,0.95,1.19
2019-04-06,nation,ca,5.32,19.95
2018-11-10,province,on,1.9,2.48
2019-02-09,province,qc,14.5,21.02
2019-01-05,province,on,12.6,17.61
2018-11-10,province,qc,4.5,3.07
2019-03-30,province,qc,8.09,16.45
2019-07-13,province,on,0.32,0.32
2019-01-12,nation,ca,9.0,23.67
2019-03-30,province,bc,7.02,28.08
2019-06-08,province,bc,0.44,5.75
2019-06-01,nation,ca,1.2,5.0
2019-04-13,province,on,2.97,15.45
2018-11-17,province,qc,5.0,4.96
2019-02-16,province,on,11.3,17.59
2019-07-27,nation,ca,0.36,1.28
2018-09-29,province,on,0.4,0.0
2018-11-03,province,bc,1.2,5.57
2018-12-29,province,on,12.4,16.58
2019-01-12,province,on,11.4,16.78
2019-02-09,nation,ca,12.2,17.89
2019-03-23,province,qc,9.5,14.57
2018-09-22,province,qc,0.6,0.15
2019-07-20,province,qc,0.0,0.57
2019-04-13,province,bc,4.49,45.64
2018-09-08,province,qc,0.8,0.0
2018-11-17,province,bc,0.8,4.58
2018-11-17,province,on,1.3,2.08
2019-07-20,province,on,0.92,0.92
2019-04-13,nation,ca,4.64,19.75
2018-11-03,province,on,1.9,1.51
2019-02-16,province,bc,11.9,13.03
2018-12-29,province,qc,11.3,29.99
2019-06-01,province,bc,1.2,4.5
2019-03-30,nation,ca,7.13,19.24
2018-09-08,province,bc,0.0,0.6
2019-07-13,nation,ca,0.64,1.84
2019-01-12,province,bc,5.3,58.28
2019-04-06,province,qc,5.66,16.07
2018-11-03,province,qc,2.2,2.55
2019-03-16,province,bc,9.3,34.81
2018-09-01,province,qc,1.2,0.42
2019-04-27,province,qc,3.37,13.0
2019-08-24,nation,ca,1.054,1.526
2018-12-15,province,bc,4.4,39.25
2018-12-08,province,on,4.2,6.24
2019-08-17,province,qc,0.21,0.84
2019-03-09,nation,ca,9.9,19.96
2019-08-17,province,on,0.77,0.77
2018-12-08,province,bc,2.9,25.64
2019-03-09,province,bc,10.7,36.74
2018-09-01,province,bc,0.7,1.29
2018-09-15,province,on,1.8,0.36
2019-03-02,province,bc,10.5,36.32
2018-12-15,province,on,6.0,8.41
2019-05-11,province,bc,4.44,12.27
2018-10-13,province,bc,0.9,1.43
2019-06-29,nation,ca,0.51,3.08
2019-01-26,nation,ca,11.2,19.48
2019-02-02,nation,ca,11.7,19.6
2019-05-11,nation,ca,2.3,11.03
2019-06-22,nation,ca,0.65,3.95
2018-10-06,province,on,0.6,0.11
2018-12-08,nation,ca,5.1,19.71
2019-03-09,province,on,5.0,15.87
2019-06-29,province,bc,1.39,8.02
2019-08-17,province,bc,0.4,2.79
2018-09-22,nation,ca,0.6,0.55
2019-08-17,nation,ca,0.29,0.86
2019-03-02,nation,ca,10.9,18.77
2019-05-04,province,qc,3.15,10.09
2019-03-02,province,on,7.9,16.01
2018-12-15,province,qc,10.3,17.68
2019-08-24,province,ab,0.0,1.157
2019-06-22,province,qc,0.75,3.16
2018-10-06,province,qc,1.4,0.36
2019-06-22,province,on,0.8,3.05
2019-05-11,province,qc,2.53,11.57
2018-12-08,province,qc,9.9,12.57
2019-01-26,province,on,12.0,16.74
2019-05-11,province,on,1.49,6.84
2018-10-13,nation,ca,0.7,1.63
2018-12-15,nation,ca,5.8,23.72
2019-01-26,province,bc,8.3,30.15
2019-01-26,province,qc,13.4,21.13
2018-09-15,province,qc,0.8,0.0
2019-05-18,nation,ca,1.6,9.1
2019-08-24,territory,nu,0.0,0.0
2019-08-24,territory,nt,0.0,0.0
2019-08-24,province,sk,10.274,1.37
2019-08-24,province,qc,0.19,0.78
2019-08-24,province,pe,0.0,0.0
2019-08-24,province,on,0.95,2.46
2019-08-24,province,ns,0.0,0.0
2019-08-24,province,nl,0.0,0.0
2019-08-24,province,nb,0.0,1.19
2019-08-24,province,mb,0.0,0.0
2019-08-24,province,bc,0.46,2.75
2018-10-13,province,on,1.1,0.66
2019-06-22,province,bc,0.35,6.03
2018-09-08,province,on,0.6,1.91
2019-02-02,province,bc,9.4,23.63
2018-12-22,nation,ca,7.8,26.19
2019-01-19,province,qc,12.3,21.84
2019-05-04,province,on,1.18,7.32
2018-12-01,province,bc,2.6,10.85
2019-06-15,province,on,1.25,1.87
2018-10-13,province,qc,0.8,1.04
