time_value,geo_type,geo_value,rsv_pct_positive,flu_pct_positive
2019-08-24,territory,yk,0.0,66.67
2018-11-03,region,territories,0.0,0.0
2019-01-05,province,on,12.6,17.61
2019-03-09,province,on,5.0,15.87
2018-11-03,province,on,1.9,1.51
2019-05-04,province,on,1.18,7.32
2019-07-13,region,prairies,0.0,1.62
2019-01-05,province,qc,11.7,26.03
2019-07-13,region,atlantic,2.5,0.83
2018-11-03,province,bc,1.2,5.57
2019-05-04,province,qc,3.15,10.09
2019-07-13,province,qc,0.95,1.19
2018-09-08,region,territories,0.0,0.0
2019-03-30,province,bc,7.02,28.08
2019-01-05,region,atlantic,6.0,23.04
2019-03-09,province,bc,10.7,36.74
2019-01-05,region,prairies,3.6,24.37
2019-05-04,province,bc,4.08,12.76
2019-01-05,province,bc,5.9,19.76
2019-03-30,province,on,4.08,12.87
2019-03-09,province,qc,11.8,17.54
2019-04-27,region,prairies,3.86,16.89
2018-09-08,region,atlantic,0.0,0.0
2019-03-30,province,qc,8.09,16.45
2018-12-29,region,prairies,1.8,26.84
2018-11-03,region,prairies,0.3,22.15
2019-04-27,region,territories,0.0,31.71
2018-12-29,region,territories,5.3,36.84
2018-09-08,region,prairies,0.0,0.68
2018-11-03,region,atlantic,0.6,0.93
2019-05-04,nation,ca,2.78,10.67
2019-07-20,nation,ca,0.4,1.55
2019-01-05,nation,ca,9.4,23.48
2019-07-13,region,territories,0.0,33.33
2018-11-03,province,qc,2.2,2.55
2019-05-04,region,atlantic,6.97,16.07
2019-03-09,nation,ca,9.9,19.96
2018-10-27,region,territories,0.0,0.0
2019-03-02,region,prairies,7.1,9.25
2018-09-15,province,bc,0.0,0.43
2019-05-11,province,bc,4.44,12.27
2019-01-12,region,atlantic,8.4,32.23
2018-10-27,province,bc,0.5,4.68
2019-03-23,region,territories,0.0,15.38
2019-01-12,region,prairies,4.2,14.2
2019-05-11,province,on,1.49,6.84
2019-07-06,region,territories,0.0,16.67
2019-01-12,region,territories,0.0,17.65
2019-07-06,region,prairies,0.15,2.19
2018-10-27,nation,ca,1.1,5.32
2019-07-06,region,atlantic,2.36,0.79
2019-05-11,province,qc,2.53,11.57
2019-01-19,nation,ca,10.1,20.33
2018-10-27,province,on,1.0,1.26
2019-01-12,province,qc,10.4,21.84
2019-01-05,region,territories,0.0,42.31
2019-03-30,nation,ca,7.13,19.24
2019-07-13,province,on,0.32,0.32
2019-05-04,region,prairies,1.54,11.9
2018-10-27,region,prairies,0.2,12.04
2019-07-13,province,bc,1.77,7.52
2018-09-15,nation,ca,0.7,0.4
2019-01-12,nation,ca,9.0,23.67
2019-01-12,province,bc,5.3,58.28
2019-05-11,nation,ca,2.3,11.03
2018-10-27,region,atlantic,1.7,1.26
2019-05-04,region,territories,0.0,25.0
2019-01-12,province,on,11.4,16.78
2019-03-02,region,territories,0.0,24.14
2018-10-27,province,qc,2.6,1.83
2019-07-13,nation,ca,0.64,1.84
2019-07-20,province,bc,1.3,4.87
2018-12-29,region,atlantic,8.3,33.56
2018-10-20,region,territories,0.0,0.0
2019-07-20,province,on,0.92,0.92
2019-07-27,region,atlantic,0.0,0.0
2018-09-08,nation,ca,0.4,0.8
2019-04-20,region,atlantic,10.62,22.98
2018-11-17,province,on,1.3,2.08
2018-12-22,nation,ca,7.8,26.19
2018-09-01,nation,ca,0.5,0.68
2019-04-06,nation,ca,5.32,19.95
2018-12-22,province,bc,5.5,30.4
2019-03-16,nation,ca,8.8,19.13
2018-11-17,province,bc,0.8,4.58
2019-04-20,region,prairies,2.9,17.66
2019-07-27,province,qc,0.82,0.65
2019-07-27,province,on,0.18,0.72
2018-12-22,province,on,10.0,13.1
2018-11-17,nation,ca,2.1,14.12
2018-12-15,region,territories,0.0,41.94
2019-04-06,province,bc,5.58,27.18
2019-07-27,region,prairies,0.18,1.39
2018-12-15,region,atlantic,4.3,17.1
2019-04-20,province,on,1.81,12.95
2019-08-03,province,bc,0.43,7.79
2019-04-06,province,on,3.33,16.35
2018-12-15,province,qc,10.3,17.68
2018-09-01,region,territories,0.0,0.0
2018-11-17,region,prairies,0.3,33.57
2019-03-16,province,on,4.9,15.65
2018-11-17,province,qc,5.0,4.96
2018-11-17,region,atlantic,3.0,1.5
2019-04-20,province,qc,4.71,15.09
2018-12-15,region,prairies,1.1,36.32
2019-03-16,province,bc,9.3,34.81
2019-08-03,nation,ca,0.74,1.54
2019-07-27,region,territories,0.0,0.0
2018-09-08,province,bc,0.0,0.6
2019-04-20,region,territories,0.0,17.86
2018-12-22,province,qc,11.6,26.88
2018-09-08,province,qc,0.8,0.0
2019-07-20,region,prairies,0.0,1.51
2018-11-10,province,on,1.9,2.48
2019-07-20,region,atlantic,0.0,0.71
2018-12-29,province,bc,6.9,50.66
2019-07-20,province,qc,0.0,0.57
2019-03-30,region,atlantic,11.81,30.06
2018-12-29,province,on,12.4,16.58
2019-03-09,region,prairies,6.8,13.56
2018-11-10,province,bc,0.8,2.42
2019-04-27,province,qc,3.37,13.0
2018-12-29,province,qc,11.3,29.99
2019-03-09,region,atlantic,14.3,26.75
2018-11-10,nation,ca,2.1,10.09
2019-04-27,region,atlantic,6.31,18.95
2019-04-27,province,on,2.2,10.99
2018-12-29,nation,ca,9.0,28.9
2018-11-10,region,territories,0.0,10.0
2019-07-27,nation,ca,0.36,1.28
2019-04-27,nation,ca,3.52,14.25
2019-03-30,region,territories,2.08,22.92
2018-12-22,region,atlantic,7.4,28.69
2019-03-09,region,territories,5.1,20.51
2019-07-27,province,bc,0.45,4.52
2018-11-10,region,prairies,0.3,26.06
2018-12-22,region,prairies,1.7,31.64
2019-03-30,region,prairies,4.99,17.26
2019-07-20,region,territories,0.0,0.0
2018-11-10,region,atlantic,2.4,1.19
2019-04-27,province,bc,3.14,13.86
2018-09-08,province,on,0.6,1.91
2018-12-22,region,territories,1.5,33.85
2018-11-10,province,qc,4.5,3.07
2018-09-15,province,on,1.8,0.36
2019-05-11,region,atlantic,3.86,13.09
2018-11-17,region,territories,0.0,25.0
2019-02-23,region,prairies,7.3,7.43
2019-06-22,region,atlantic,0.52,3.67
2019-02-09,province,on,11.9,17.4
2018-09-22,province,on,1.1,0.56
2018-10-06,province,bc,0.8,1.95
2019-06-01,region,prairies,1.1,7.2
2019-06-01,region,territories,0.0,15.4
2019-02-09,province,qc,14.5,21.02
2019-02-23,province,qc,12.6,17.86
2018-10-06,nation,ca,0.7,1.63
2019-06-08,nation,ca,1.14,4.39
