time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests,hcov_pct_positive,hmpv_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
2018-08-25,province,nl,14.0,0,0,14.0,0,14.0,14.0,2,14.0,0,14.0,3,,0,0,0,,0.0,0.0,0.0,0.0,14.286,21.429,0.0,0.0
2017-09-02,nation,ca,1816.0,29,5,1779.0,8,1518.0,1508.0,15,1423.0,29,950.0,222,1177.0,9,48,34,0.76,2.04,0.45,3.16,1.88,0.99,23.37,1.6,0.28
2018-04-21,nation,ca,6175.0,415,322,5620.0,308,2859.0,2770.0,55,2739.0,186,1606.0,247,1936.0,68,102,737,3.51,6.79,5.48,3.57,11.93,1.99,15.38,6.72,5.21
2018-04-21,province,bc,315.0,17,15,133.0,16,145.0,145.0,0,145.0,10,98.0,17,98.0,5,0,32,5.1,6.9,12.03,0.0,10.16,0.0,17.35,5.4,4.76
2018-04-21,province,on,1478.0,118,66,1319.0,31,864.0,774.0,10,759.0,38,193.0,25,159.0,9,30,184,5.66,5.01,2.35,3.47,12.45,1.29,12.95,7.98,4.47
2018-04-21,province,qc,2373.0,129,77,2241.0,134,535.0,536.0,18,509.0,37,,0,479.0,13,16,206,2.71,7.27,5.98,2.99,8.68,3.36,,5.44,3.24
2018-04-28,nation,ca,5345.0,311,238,5041.0,244,2465.0,2455.0,53,2399.0,155,1521.0,263,1733.0,44,109,549,2.54,6.46,4.84,4.42,10.27,2.16,17.29,5.82,4.45
2018-04-28,province,bc,333.0,19,22,333.0,10,155.0,155.0,3,155.0,12,122.0,29,122.0,6,4,41,4.92,7.74,3.0,2.58,12.32,1.94,23.77,5.71,6.61
2018-04-28,province,on,1174.0,61,54,1091.0,32,645.0,630.0,8,623.0,24,191.0,35,152.0,5,28,115,3.29,3.85,2.93,4.34,9.8,1.27,18.32,5.2,4.6
2018-04-28,province,qc,1999.0,83,45,1864.0,82,457.0,462.0,21,438.0,24,,0,392.0,5,17,128,1.28,5.48,4.4,3.72,6.4,4.55,,4.15,2.25
2018-05-05,nation,ca,4787.0,248,129,4558.0,149,2473.0,2459.0,66,2348.0,146,1508.0,302,1779.0,42,123,377,2.36,6.22,3.27,4.97,7.87,2.68,20.03,5.18,2.69
2018-05-05,province,bc,284.0,16,5,284.0,7,181.0,181.0,5,181.0,21,126.0,36,126.0,2,9,21,1.59,11.6,2.46,4.97,7.39,2.76,28.57,5.63,1.76
2018-05-05,province,on,1072.0,41,29,1012.0,19,635.0,616.0,11,563.0,31,214.0,35,173.0,10,23,70,5.78,5.51,1.88,3.62,6.53,1.79,16.36,3.82,2.71
2018-05-05,province,qc,1687.0,61,22,1588.0,57,489.0,494.0,28,469.0,28,,0,432.0,5,20,83,1.16,5.97,3.59,4.09,4.92,5.67,,3.62,1.3
2018-05-12,nation,ca,3874.0,110,82,3921.0,127,2168.0,2154.0,38,2044.0,96,1234.0,243,1458.0,23,108,192,1.58,4.7,3.24,4.98,4.96,1.76,19.69,2.84,2.12
2018-05-12,province,bc,223.0,3,2,223.0,6,145.0,145.0,2,145.0,9,104.0,25,104.0,2,8,5,1.92,6.21,2.69,5.52,2.25,1.38,24.04,1.35,0.9
2018-05-12,province,on,896.0,24,18,860.0,10,567.0,552.0,9,550.0,20,138.0,17,112.0,4,22,42,3.57,3.64,1.16,3.88,4.69,1.63,12.32,2.68,2.01
2018-05-12,province,qc,1396.0,31,12,1530.0,56,464.0,465.0,14,436.0,22,,0,400.0,3,30,43,0.75,5.05,3.66,6.47,3.08,3.01,,2.22,0.86
2018-05-19,nation,ca,3387.0,70,38,3322.0,103,2041.0,2033.0,51,1933.0,82,1206.0,245,1451.0,29,161,108,2.0,4.24,3.1,7.89,3.19,2.51,20.32,2.07,1.12
2018-05-19,province,bc,215.0,1,0,215.0,5,121.0,121.0,3,121.0,13,88.0,24,88.0,3,13,1,3.41,10.74,2.33,10.74,0.47,2.48,27.27,0.47,0.0
2018-05-19,province,on,816.0,14,6,791.0,17,508.0,495.0,9,493.0,11,156.0,37,138.0,3,36,20,2.17,2.23,2.15,7.09,2.46,1.82,23.72,1.72,0.74
2018-05-19,province,qc,1117.0,21,3,1128.0,42,450.0,455.0,19,441.0,25,,0,407.0,8,41,24,1.97,5.67,3.72,9.11,2.15,4.18,,1.88,0.27
2018-05-26,nation,ca,2965.0,61,27,2907.0,54,1840.0,1835.0,53,1747.0,75,1087.0,244,1359.0,15,145,88,1.1,4.29,1.86,7.88,2.97,2.89,22.45,2.06,0.91
2018-05-26,province,bc,171.0,1,0,171.0,3,135.0,135.0,9,135.0,9,107.0,29,107.0,0,9,1,0.0,6.67,1.75,6.67,0.58,6.67,27.1,0.58,0.0
2018-05-26,province,on,675.0,12,5,659.0,9,393.0,385.0,4,372.0,16,136.0,26,98.0,2,30,17,2.04,4.3,1.37,7.63,2.52,1.04,19.12,1.78,0.74
2018-04-14,province,qc,2776.0,176,119,2596.0,190,577.0,580.0,21,559.0,32,,0,507.0,6,14,295,1.18,5.72,7.32,2.43,10.63,3.62,,6.34,4.29
2018-04-14,province,on,1598.0,177,96,1377.0,36,759.0,741.0,7,744.0,38,229.0,34,200.0,8,31,273,4.0,5.11,2.61,4.08,17.09,0.94,14.85,11.08,6.01
2018-04-14,province,bc,456.0,54,38,456.0,29,186.0,186.0,1,186.0,26,144.0,20,144.0,6,2,92,4.17,13.98,6.36,1.08,20.17,0.54,13.89,11.84,8.33
2018-03-24,nation,ca,9028.0,816,966,8176.0,552,3612.0,3597.0,69,3540.0,237,2207.0,226,2404.0,144,72,1782,5.99,6.69,6.75,1.99,19.74,1.92,10.24,9.04,10.7
2018-03-03,province,on,2684.0,398,321,2134.0,102,1163.0,1150.0,6,1140.0,28,250.0,17,207.0,13,15,719,6.28,2.46,4.78,1.29,26.79,0.52,6.8,14.83,11.96
2018-03-03,province,qc,6595.0,1071,1034,5459.0,358,881.0,878.0,14,849.0,50,,0,753.0,25,13,2105,3.32,5.89,6.56,1.48,31.92,1.59,,16.24,15.68
2018-03-10,nation,ca,11535.0,1368,1714,10009.0,682,3957.0,3925.0,63,3887.0,262,2359.0,201,2756.0,196,67,3082,7.11,6.74,6.81,1.69,26.72,1.61,8.52,11.86,14.86
2018-03-10,province,bc,877.0,123,160,878.0,57,349.0,349.0,4,349.0,40,214.0,27,214.0,26,3,283,12.15,11.46,6.49,0.86,32.27,1.15,12.62,14.03,18.24
2018-03-10,province,on,2129.0,267,219,1738.0,89,875.0,846.0,13,859.0,30,224.0,22,206.0,9,8,486,4.37,3.49,5.12,0.91,22.83,1.54,9.82,12.54,10.29
2018-03-10,province,qc,5420.0,729,868,4507.0,309,812.0,809.0,24,795.0,38,,0,703.0,20,15,1597,2.84,4.78,6.86,1.85,29.46,2.97,,13.45,16.01
2018-03-17,nation,ca,10581.0,1126,1387,9304.0,647,3937.0,3915.0,55,3867.0,307,2237.0,185,2584.0,148,53,2513,5.73,7.94,6.95,1.35,23.75,1.4,8.27,10.64,13.11
2018-03-17,province,bc,776.0,73,157,776.0,52,267.0,267.0,2,267.0,34,167.0,22,167.0,21,6,230,12.57,12.73,6.7,2.25,29.64,0.75,13.17,9.41,20.23
2018-03-17,province,on,2307.0,297,199,1899.0,77,1124.0,1099.0,7,1110.0,58,262.0,33,227.0,9,11,496,3.96,5.23,4.05,0.98,21.5,0.64,12.6,12.87,8.63
2018-03-17,province,qc,4530.0,538,567,3841.0,237,736.0,739.0,21,713.0,39,,0,648.0,21,12,1105,3.24,5.47,6.17,1.63,24.4,2.84,,11.88,12.52
2018-03-24,province,bc,732.0,116,122,732.0,41,264.0,264.0,8,264.0,42,191.0,35,191.0,17,5,238,8.9,15.91,5.6,1.89,32.52,3.03,18.32,15.85,16.67
2018-04-14,nation,ca,7259.0,554,500,6736.0,424,3124.0,3109.0,56,3040.0,227,1974.0,288,2260.0,73,106,1054,3.23,7.47,6.29,3.39,14.52,1.8,14.59,7.63,6.89
2018-03-24,province,on,1878.0,193,129,1625.0,61,919.0,905.0,5,902.0,41,221.0,17,192.0,6,14,322,3.13,4.55,3.75,1.52,17.15,0.55,7.69,10.28,6.87
2018-03-24,province,qc,3701.0,331,354,3228.0,233,634.0,633.0,22,620.0,24,,0,537.0,12,12,685,2.23,3.87,7.22,1.89,18.5,3.48,,8.94,9.56
2018-03-31,nation,ca,7787.0,681,767,7089.0,481,3176.0,3165.0,66,3060.0,211,1939.0,244,2245.0,82,69,1448,3.65,6.9,6.79,2.17,18.6,2.09,12.58,8.75,9.85
2018-03-31,province,bc,639.0,67,85,639.0,41,250.0,250.0,3,250.0,31,180.0,29,180.0,8,7,152,4.44,12.4,6.42,2.8,23.79,1.2,16.11,10.49,13.3
2018-03-31,province,on,1701.0,189,132,1438.0,40,794.0,782.0,11,779.0,38,225.0,32,201.0,9,14,321,4.48,4.88,2.78,1.76,18.87,1.41,14.22,11.11,7.76
2018-03-31,province,qc,3069.0,237,269,2749.0,204,598.0,599.0,21,534.0,41,,0,532.0,8,19,506,1.5,7.68,7.42,3.18,16.49,3.51,,7.72,8.77
2018-04-07,nation,ca,7496.0,628,661,6805.0,437,3265.0,3244.0,61,3180.0,245,1973.0,264,2242.0,86,85,1289,3.84,7.7,6.42,2.6,17.2,1.88,13.38,8.38,8.82
2018-04-07,province,bc,502.0,45,79,502.0,20,204.0,204.0,5,204.0,26,146.0,29,146.0,8,10,124,5.48,12.75,3.98,4.9,24.7,2.45,19.86,8.96,15.74
2018-04-07,province,on,1699.0,192,96,1456.0,45,872.0,850.0,8,855.0,44,227.0,37,193.0,7,16,288,3.63,5.15,3.09,1.83,16.95,0.94,16.3,11.3,5.65
2018-04-07,province,qc,2994.0,239,206,2637.0,173,589.0,590.0,17,558.0,33,,0,508.0,12,18,445,2.36,5.91,6.56,3.06,14.86,2.88,,7.98,6.88
2018-05-26,province,qc,1021.0,14,9,1020.0,23,468.0,471.0,21,459.0,19,,0,424.0,3,34,23,0.71,4.14,2.25,7.26,2.25,4.46,,1.37,0.88
2018-06-02,nation,ca,2649.0,44,14,2607.0,45,1735.0,1717.0,55,1621.0,56,982.0,222,1259.0,7,141,58,0.56,3.45,1.73,8.13,2.19,3.2,22.61,1.66,0.53
2018-06-02,province,bc,155.0,3,0,155.0,2,109.0,109.0,1,109.0,7,87.0,26,87.0,0,5,3,0.0,6.42,1.29,4.59,1.94,0.92,29.89,1.94,0.0
2018-08-04,province,qc,418.0,0,0,433.0,4,365.0,365.0,10,356.0,1,,0,320.0,0,24,0,0.0,0.28,0.92,6.58,0.0,2.74,,0.0,0.0
2018-07-21,province,bc,172.0,1,0,172.0,1,91.0,91.0,0,91.0,2,74.0,10,74.0,1,1,1,1.35,2.2,0.58,1.1,0.58,0.0,13.51,0.58,0.0
2018-07-21,province,on,490.0,1,0,487.0,0,356.0,346.0,4,339.0,2,92.0,10,61.0,0,15,1,0.0,0.59,0.0,4.21,0.2,1.16,10.87,0.2,0.0
2018-07-21,province,qc,379.0,0,0,446.0,3,342.0,347.0,14,328.0,1,,0,305.0,2,15,0,0.66,0.3,0.67,4.39,0.0,4.03,,0.0,0.0
2018-07-28,nation,ca,1682.0,9,1,1706.0,8,1333.0,1316.0,26,1259.0,3,739.0,150,976.0,3,75,10,0.31,0.24,0.47,5.63,0.6,1.98,20.3,0.54,0.06
2018-07-28,province,bc,177.0,0,0,177.0,0,106.0,106.0,1,106.0,0,93.0,13,93.0,2,16,0,2.15,0.0,0.0,15.09,0.0,0.94,13.98,0.0,0.0
2018-07-28,province,on,524.0,5,0,524.0,4,362.0,344.0,5,337.0,1,122.0,21,88.0,0,11,5,0.0,0.3,0.76,3.04,0.95,1.45,17.21,0.95,0.0
2018-07-28,province,qc,377.0,3,1,423.0,3,341.0,342.0,9,335.0,0,,0,335.0,1,18,4,0.3,0.0,0.71,5.28,1.07,2.63,,0.8,0.27
2018-08-04,nation,ca,1733.0,7,1,1729.0,10,1410.0,1395.0,28,1347.0,10,830.0,175,1050.0,5,85,8,0.48,0.74,0.58,6.03,0.46,2.01,21.08,0.4,0.06
2018-08-04,province,bc,155.0,3,1,155.0,0,93.0,93.0,0,93.0,2,80.0,23,80.0,2,10,4,2.5,2.15,0.0,10.75,2.59,0.0,28.75,1.94,0.65
2018-08-04,province,on,467.0,0,0,466.0,2,319.0,304.0,1,297.0,4,117.0,21,86.0,2,10,0,2.33,1.35,0.43,3.13,0.0,0.33,17.95,0.0,0.0
2018-08-11,nation,ca,1515.0,7,2,1515.0,9,1202.0,1194.0,32,1153.0,2,695.0,143,891.0,4,43,9,0.45,0.17,0.59,3.58,0.59,2.68,20.58,0.46,0.13
2018-07-14,province,qc,393.0,2,0,412.0,3,355.0,355.0,10,346.0,3,,0,320.0,1,20,2,0.31,0.87,0.73,5.63,0.51,2.82,,0.51,0.0
