time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests
2018-02-24,province,qc,7199.0,1237,1290,5907.0,392,919.0,917.0,18,869.0,29,,0,786.0,21,6,2527
2017-12-09,province,qc,2087.0,153,44,1739.0,180,610.0,620.0,24,585.0,5,,0,558.0,18,22,197
2018-04-28,province,qc,1999.0,83,45,1864.0,82,457.0,462.0,21,438.0,24,,0,392.0,5,17,128
2018-03-03,nation,ca,13316.0,1814,2057,11410.0,746,4333.0,4317.0,47,4235.0,272,2461.0,153,2875.0,203,73,3871
2018-02-24,province,bc,770.0,64,144,770.0,53,216.0,216.0,2,216.0,21,144.0,8,144.0,30,2,208
2017-12-16,province,bc,474.0,6,55,474.0,5,192.0,192.0,1,192.0,6,140.0,36,140.0,8,10,61
2018-02-24,nation,ca,14024.0,1972,2355,11964.0,794,4256.0,4191.0,58,4148.0,238,2405.0,163,2880.0,204,65,4326
2018-03-03,province,bc,865.0,74,192,865.0,56,283.0,283.0,2,283.0,28,205.0,18,205.0,27,5,266
2018-02-17,province,bc,732.0,76,102,732.0,61,278.0,278.0,4,278.0,14,196.0,28,196.0,28,10,178
2017-09-16,nation,ca,2137.0,34,4,2108.0,11,1751.0,1765.0,43,1737.0,28,1116.0,358,1413.0,5,57,38
2018-02-17,nation,ca,14351.0,2222,2443,12641.0,879,4580.0,4564.0,69,4468.0,249,2667.0,160,3114.0,216,65,4664
2018-03-10,province,qc,5420.0,729,868,4507.0,309,812.0,809.0,24,795.0,38,,0,703.0,20,15,1597
2018-05-26,nation,ca,2965.0,61,27,2907.0,54,1840.0,1835.0,53,1747.0,75,1087.0,244,1359.0,15,145,88
2018-03-17,nation,ca,10581.0,1126,1387,9304.0,647,3937.0,3915.0,55,3867.0,307,2237.0,185,2584.0,148,53,2513
2018-07-07,nation,ca,1671.0,5,2,1737.0,16,1361.0,1350.0,33,1295.0,14,775.0,198,997.0,3,100,7
2017-09-09,province,qc,412.0,1,0,442.0,10,339.0,347.0,6,313.0,0,0.0,0,312.0,0,5,1
2018-06-09,province,qc,683.0,3,3,675.0,9,422.0,425.0,13,363.0,10,,0,380.0,2,30,6
2018-07-21,province,bc,172.0,1,0,172.0,1,91.0,91.0,0,91.0,2,74.0,10,74.0,1,1,1
2018-02-10,province,bc,949.0,114,207,949.0,46,284.0,284.0,0,284.0,17,185.0,18,185.0,20,4,321
2017-09-23,nation,ca,2423.0,52,5,2375.0,19,1963.0,1963.0,40,1840.0,15,1228.0,422,1450.0,8,47,57
2017-10-07,province,on,888.0,8,0,867.0,7,609.0,593.0,6,586.0,1,161.0,36,134.0,1,11,8
2018-07-21,province,on,490.0,1,0,487.0,0,356.0,346.0,4,339.0,2,92.0,10,61.0,0,15,1
2018-02-10,nation,ca,14687.0,2373,2384,12815.0,836,4703.0,4688.0,62,4615.0,257,2773.0,189,3266.0,254,74,4757
2017-12-23,nation,ca,9760.0,1715,719,8503.0,554,4838.0,4827.0,82,4637.0,182,3231.0,306,3722.0,179,182,2434
2018-02-03,province,qc,6766.0,1267,1083,5733.0,495,967.0,970.0,20,928.0,20,,0,829.0,54,7,2351
2017-12-02,province,qc,1917.0,80,22,1607.0,125,623.0,639.0,24,601.0,3,,0,548.0,10,23,102
2018-03-17,province,bc,776.0,73,157,776.0,52,267.0,267.0,2,267.0,34,167.0,22,167.0,21,6,230
2017-12-16,province,qc,2738.0,210,124,2301.0,254,753.0,758.0,42,703.0,11,,0,648.0,23,19,334
2017-10-28,province,on,1084.0,9,3,1068.0,5,776.0,760.0,3,752.0,3,199.0,39,161.0,2,21,12
2018-04-28,province,on,1174.0,61,54,1091.0,32,645.0,630.0,8,623.0,24,191.0,35,152.0,5,28,115
2017-11-18,nation,ca,5027.0,313,75,4555.0,110,3022.0,3019.0,73,2860.0,41,1858.0,367,2113.0,19,132,388
2018-07-14,province,qc,393.0,2,0,412.0,3,355.0,355.0,10,346.0,3,,0,320.0,1,20,2
2017-12-16,province,on,1495.0,87,30,1403.0,91,889.0,869.0,19,880.0,15,277.0,39,223.0,11,21,117
2017-10-28,province,qc,864.0,12,1,789.0,24,486.0,494.0,19,468.0,4,,0,390.0,4,15,13
2017-12-09,province,bc,357.0,58,26,357.0,8,196.0,196.0,0,196.0,0,150.0,27,150.0,1,17,84
2018-02-10,province,qc,7190.0,1422,1270,6314.0,475,900.0,903.0,19,879.0,20,,0,788.0,30,8,2692
2017-11-11,province,qc,1309.0,13,5,1078.0,48,528.0,534.0,40,511.0,2,,0,467.0,3,16,18
2018-07-21,nation,ca,1703.0,8,0,1739.0,8,1385.0,1380.0,26,1309.0,9,762.0,155,965.0,5,83,8
2017-12-09,nation,ca,6508.0,930,274,5663.0,276,3630.0,3615.0,77,3536.0,99,2366.0,320,2777.0,83,205,1204
2018-05-05,nation,ca,4787.0,248,129,4558.0,149,2473.0,2459.0,66,2348.0,146,1508.0,302,1779.0,42,123,377
2018-03-10,province,bc,877.0,123,160,878.0,57,349.0,349.0,4,349.0,40,214.0,27,214.0,26,3,283
2018-05-12,province,on,896.0,24,18,860.0,10,567.0,552.0,9,550.0,20,138.0,17,112.0,4,22,42
2018-07-07,province,bc,132.0,0,0,132.0,0,99.0,99.0,2,99.0,2,78.0,25,78.0,0,10,0
2018-02-10,province,on,2919.0,476,417,2209.0,133,1230.0,1212.0,7,1217.0,32,299.0,14,275.0,23,8,893
2018-03-10,province,on,2129.0,267,219,1738.0,89,875.0,846.0,13,859.0,30,224.0,22,206.0,9,8,486
2018-06-16,province,on,493.0,0,0,490.0,5,286.0,271.0,4,271.0,2,107.0,21,86.0,1,12,0
2018-08-04,province,qc,418.0,0,0,433.0,4,365.0,365.0,10,356.0,1,,0,320.0,0,24,0
2018-02-24,province,on,2879.0,444,369,2329.0,121,1118.0,1055.0,11,1103.0,30,259.0,24,225.0,7,12,813
2018-08-25,province,on,441.0,5,0,434.0,5,243.0,227.0,0,226.0,0,92.0,10,74.0,0,10,5
2018-04-07,province,qc,2994.0,239,206,2637.0,173,589.0,590.0,17,558.0,33,,0,508.0,12,18,445
2018-05-12,nation,ca,3874.0,110,82,3921.0,127,2168.0,2154.0,38,2044.0,96,1234.0,243,1458.0,23,108,192
2018-01-13,nation,ca,15717.0,2845,1730,13374.0,883,5224.0,5197.0,45,5013.0,175,2912.0,170,3436.0,265,149,4575
2018-08-25,province,sk,106.0,0,0,106.0,0,106.0,106.0,0,106.0,0,106.0,36,106.0,1,1,0
2017-11-18,province,qc,1459.0,34,9,1214.0,61,519.0,532.0,29,502.0,4,,0,463.0,4,9,43
2018-08-25,territory,nt,3.0,0,0,3.0,0,3.0,3.0,0,3.0,0,3.0,0,3.0,0,0,0
2018-08-25,territory,nu,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0
2018-08-18,province,bc,158.0,1,0,158.0,1,97.0,97.0,0,97.0,0,82.0,15,82.0,0,12,1
2018-04-21,nation,ca,6175.0,415,322,5620.0,308,2859.0,2770.0,55,2739.0,186,1606.0,247,1936.0,68,102,737
2018-06-23,province,on,576.0,0,1,572.0,6,389.0,372.0,3,368.0,5,128.0,29,96.0,2,18,1
2017-12-30,province,on,2002.0,242,173,1725.0,146,997.0,968.0,9,939.0,23,249.0,19,207.0,21,31,415
2018-06-23,province,bc,164.0,1,0,164.0,3,127.0,127.0,2,127.0,3,97.0,27,97.0,2,9,1
2018-04-14,province,qc,2776.0,176,119,2596.0,190,577.0,580.0,21,559.0,32,,0,507.0,6,14,295
2017-12-30,province,qc,4421.0,735,352,3613.0,413,721.0,728.0,21,692.0,7,,0,621.0,34,17,1087
2018-01-06,province,bc,1215.0,214,253,1215.0,50,291.0,291.0,2,291.0,8,169.0,29,169.0,23,12,467
2018-05-26,province,qc,1021.0,14,9,1020.0,23,468.0,471.0,21,459.0,19,,0,424.0,3,34,23
2017-12-30,province,bc,745.0,86,158,745.0,33,219.0,219.0,2,219.0,8,148.0,35,148.0,12,15,244
2018-04-21,province,bc,315.0,17,15,133.0,16,145.0,145.0,0,145.0,10,98.0,17,98.0,5,0,32
2018-04-07,province,on,1699.0,192,96,1456.0,45,872.0,850.0,8,855.0,44,227.0,37,193.0,7,16,288
2017-09-30,nation,ca,2713.0,72,8,2667.0,13,2159.0,2148.0,43,2078.0,15,1244.0,505,1560.0,9,65,80
2018-08-25,province,qc,489.0,1,0,487.0,5,392.0,393.0,11,382.0,1,,0,379.0,1,10,1
2017-11-11,province,bc,505.0,15,5,505.0,7,285.0,285.0,3,285.0,4,241.0,109,241.0,0,27,20
2018-08-11,province,qc,359.0,0,0,368.0,3,301.0,301.0,9,299.0,1,,0,277.0,0,11,0
2018-08-25,nation,ca,1674.0,7,0,1648.0,15,1251.0,1236.0,22,1176.0,1,691.0,132,990.0,5,39,7
2018-08-25,province,ab,285.0,1,0,266.0,0,266.0,266.0,5,266.0,0,266.0,59,266.0,1,10,1
2018-08-25,province,bc,176.0,0,0,176.0,1,104.0,104.0,0,104.0,0,87.0,13,87.0,1,7,0
2017-09-02,province,on,593.0,3,0,563.0,2,427.0,410.0,3,402.0,5,262.0,62,246.0,5,14,3
2018-08-25,province,mb,106.0,0,0,108.0,1,85.0,85.0,0,37.0,0,85.0,8,37.0,0,1,0
2018-08-25,province,nb,37.0,0,0,37.0,3,26.0,26.0,3,26.0,0,26.0,2,26.0,0,0,0
2018-08-25,province,nl,14.0,0,0,14.0,0,14.0,14.0,2,14.0,0,14.0,3,,0,0,0
2017-09-02,province,bc,123.0,12,1,123.0,0,109.0,109.0,1,109.0,3,80.0,19,80.0,1,4,13
2018-08-25,province,ns,12.0,0,0,12.0,0,10.0,10.0,0,10.0,0,10.0,0,10.0,1,0,0
2018-06-23,nation,ca,2206.0,7,7,2180.0,18,1682.0,1671.0,37,1588.0,17,939.0,251,1208.0,11,128,14
2017-10-28,nation,ca,3810.0,154,21,3603.0,40,2586.0,2679.0,50,2561.0,42,1573.0,452,1787.0,11,103,175
2018-08-18,nation,ca,1596.0,5,4,1610.0,11,1277.0,1261.0,30,1207.0,1,721.0,137,993.0,2,38,9
2018-04-14,nation,ca,7259.0,554,500,6736.0,424,3124.0,3109.0,56,3040.0,227,1974.0,288,2260.0,73,106,1054
2018-08-25,province,pe,2.0,0,0,2.0,0,2.0,2.0,1,2.0,0,2.0,1,2.0,0,0,0
2018-08-18,province,on,414.0,0,1,414.0,1,268.0,252.0,2,259.0,0,82.0,8,71.0,0,9,1
2018-01-06,province,qc,6361.0,1190,617,5114.0,548,886.0,894.0,31,844.0,12,,0,779.0,73,14,1807
2018-01-13,province,bc,1438.0,234,312,1438.0,52,363.0,363.0,1,363.0,19,266.0,38,266.0,32,20,546
2018-08-11,province,bc,162.0,2,0,162.0,1,93.0,93.0,1,93.0,0,77.0,12,77.0,0,5,2
2018-01-06,province,on,2738.0,405,256,2190.0,206,1253.0,1236.0,14,1235.0,32,302.0,18,264.0,26,40,661
2018-08-11,province,on,463.0,3,1,461.0,1,314.0,306.0,6,297.0,0,124.0,17,94.0,2,8,4
2017-11-25,nation,ca,5250.0,442,112,4605.0,171,3159.0,3163.0,68,3072.0,62,1962.0,303,2429.0,29,221,554
2018-05-05,province,qc,1687.0,61,22,1588.0,57,489.0,494.0,28,469.0,28,,0,432.0,5,20,83
2018-04-21,province,qc,2373.0,129,77,2241.0,134,535.0,536.0,18,509.0,37,,0,479.0,13,16,206
2018-04-21,province,on,1478.0,118,66,1319.0,31,864.0,774.0,10,759.0,38,193.0,25,159.0,9,30,184
2018-06-09,nation,ca,2522.0,14,8,2475.0,34,1827.0,1815.0,41,1690.0,38,1036.0,245,1279.0,6,178,22
2018-04-14,province,on,1598.0,177,96,1377.0,36,759.0,741.0,7,744.0,38,229.0,34,200.0,8,31,273
2017-09-30,province,on,742.0,15,1,734.0,1,536.0,516.0,5,526.0,2,151.0,57,138.0,2,15,16
2017-10-21,province,qc,847.0,4,3,816.0,10,503.0,514.0,21,494.0,1,,0,463.0,1,13,7
2018-08-11,nation,ca,1515.0,7,2,1515.0,9,1202.0,1194.0,32,1153.0,2,695.0,143,891.0,4,43,9
2018-01-06,nation,ca,14886.0,2821,1539,12447.0,886,5447.0,5438.0,76,5334.0,200,3475.0,203,4066.0,316,181,4360
2018-06-02,province,on,678.0,11,0,663.0,7,438.0,414.0,3,428.0,8,151.0,27,126.0,1,39,11
2018-08-18,province,qc,412.0,2,2,437.0,8,355.0,355.0,11,347.0,0,,0,347.0,1,6,4
2017-10-14,province,qc,761.0,16,4,739.0,11,473.0,489.0,15,460.0,0,,0,424.0,3,16,20
2018-04-28,nation,ca,5345.0,311,238,5041.0,244,2465.0,2455.0,53,2399.0,155,1521.0,263,1733.0,44,109,549
2018-06-23,province,qc,614.0,4,0,621.0,4,452.0,458.0,20,437.0,2,,0,396.0,0,37,4
2017-09-30,province,bc,244.0,29,3,244.0,1,160.0,160.0,4,160.0,1,106.0,25,106.0,3,4,32
2018-05-26,province,on,675.0,12,5,659.0,9,393.0,385.0,4,372.0,16,136.0,26,98.0,2,30,17
2018-04-14,province,bc,456.0,54,38,456.0,29,186.0,186.0,1,186.0,26,144.0,20,144.0,6,2,92
2017-10-14,province,bc,255.0,13,2,255.0,0,182.0,182.0,1,182.0,0,146.0,60,146.0,2,7,15
2018-08-18,territory,nu,1.0,0,0,1.0,0,1.0,1.0,0,1.0,0,1.0,1,1.0,0,0,0
2018-08-18,territory,yk,1.0,0,0,1.0,0,,,0,,0,,0,,0,0,0
2018-08-18,territory,nt,8.0,0,0,8.0,0,8.0,8.0,1,8.0,0,8.0,2,8.0,0,2,0
2018-08-18,province,ab,260.0,1,1,251.0,0,251.0,251.0,8,251.0,1,251.0,44,251.0,0,2,2
2018-08-18,province,pe,2.0,0,0,2.0,0,2.0,2.0,1,2.0,0,2.0,0,2.0,0,1,0
2018-08-18,province,sk,104.0,0,0,104.0,0,104.0,104.0,0,104.0,0,104.0,40,104.0,0,3,0
2018-08-18,province,mb,115.0,0,0,115.0,0,94.0,94.0,0,41.0,0,94.0,12,41.0,0,1,0
2018-08-18,province,nb,48.0,0,0,48.0,0,27.0,27.0,0,27.0,0,27.0,4,27.0,0,1,0
2018-08-18,province,nl,11.0,0,0,11.0,0,11.0,11.0,0,11.0,0,11.0,3,,0,1,0
2018-08-18,province,ns,10.0,0,0,10.0,1,10.0,10.0,0,10.0,0,10.0,0,10.0,1,0,0
2018-08-04,province,nl,37.0,0,0,37.0,1,37.0,37.0,2,37.0,0,37.0,2,,0,4,0
