epiweek,time_value,issue,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests,hcov_pct_positive,hmpv_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
201834,2018-08-25,2018-08-30,lab,nl,14.0,0.0,0.0,14.0,0.0,14.0,14.0,2.0,14.0,0.0,14.0,3.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,14.285714285714285,21.428571428571427,0.0,0.0
201834,2018-08-25,2018-08-30,lab,pe,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0
201834,2018-08-25,2018-08-30,lab,ns,12.0,0.0,0.0,12.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201834,2018-08-25,2018-08-30,lab,nb,37.0,0.0,0.0,37.0,3.0,26.0,26.0,3.0,26.0,0.0,26.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,8.108108108108109,0.0,0.0,11.538461538461538,7.6923076923076925,0.0,0.0
201834,2018-08-25,2018-08-30,region,atlantic,65.0,0.0,0.0,65.0,3.0,52.0,52.0,6.0,52.0,0.0,52.0,6.0,38.0,1.0,0.0,0.0,2.631578947368421,0.0,4.615384615384616,0.0,0.0,11.538461538461538,11.538461538461538,0.0,0.0
201834,2018-08-25,2018-08-30,lab,région nord-est,23.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
201834,2018-08-25,2018-08-30,lab,québec-chaudière-appalaches,44.0,0.0,0.0,51.0,0.0,62.0,63.0,0.0,59.0,0.0,,,56.0,0.0,2.0,0.0,0.0,0.0,0.0,3.225806451612903,0.0,0.0,,0.0,0.0
201834,2018-08-25,2018-08-30,lab,centre-du-québec,15.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,,6.666666666666667,0.0
201834,2018-08-25,2018-08-30,lab,montréal-laval,366.0,0.0,0.0,360.0,2.0,330.0,330.0,11.0,323.0,1.0,,,323.0,1.0,8.0,0.0,0.30959752321981426,0.30959752321981426,0.5555555555555556,2.4242424242424243,0.0,3.3333333333333335,,0.0,0.0
201834,2018-08-25,2018-08-30,lab,ouest du québec,21.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,10.526315789473683,0.0,0.0,0.0,,0.0,0.0
