time_value,geo_type,geo_value,sarscov2_pct_positive,rsv_pct_positive,flu_pct_positive
2022-12-10,province,bc,12.25,8.78,19.09
2022-11-12,region,territories,6.86,1.84,19.63
2023-04-01,province,on,9.94,0.88,1.73
2022-12-10,nation,ca,12.63,7.36,21.01
2023-03-11,province,qc,10.52,2.67,2.53
2023-03-11,nation,ca,11.43,2.82,1.4
2023-04-01,region,territories,6.78,6.72,12.61
2023-04-01,province,bc,15.86,2.85,0.83
2023-04-08,province,on,9.28,0.64,1.89
2023-04-08,region,atlantic,15.35,1.92,0.29
2022-11-05,region,atlantic,17.97,6.64,8.02
2022-12-17,province,bc,10.73,11.48,16.28
2023-03-04,region,atlantic,16.85,4.39,0.38
2023-04-08,province,qc,10.4,1.91,3.88
2022-11-05,region,prairies,15.27,3.24,17.78
2022-12-17,nation,ca,13.1,8.71,17.27
2022-11-05,region,territories,8.74,1.79,33.53
2022-11-12,province,bc,9.76,4.25,16.06
2022-12-10,region,territories,4.46,2.83,42.51
2023-03-04,region,prairies,8.77,4.29,0.94
2023-04-08,province,bc,15.76,1.79,1.13
2022-11-12,nation,ca,12.43,7.54,16.24
2022-12-10,region,prairies,10.88,8.49,18.67
2023-04-08,nation,ca,10.92,1.34,2.23
2023-03-04,region,territories,9.64,6.9,4.31
2022-11-19,nation,ca,11.97,7.51,20.2
2022-12-03,region,territories,7.65,1.58,34.74
2022-11-05,province,qc,11.3,20.15,3.47
2023-03-18,province,qc,10.26,2.21,2.72
2022-11-26,nation,ca,11.76,6.65,24.1
2022-12-03,province,bc,9.78,8.15,24.07
2023-03-18,province,on,11.9,1.29,1.2
2023-03-25,province,bc,14.78,3.53,1.36
2022-11-26,province,bc,10.5,5.73,26.84
2022-12-03,nation,ca,12.12,6.93,23.86
2023-03-25,nation,ca,11.29,1.97,1.89
2022-11-26,province,on,11.77,6.8,16.44
2023-03-18,province,bc,13.01,3.69,1.47
2023-03-18,region,territories,9.35,20.56,5.61
2022-11-26,region,territories,8.68,2.98,19.64
2022-11-26,province,qc,11.43,9.98,22.9
2023-03-18,region,prairies,10.14,1.89,1.63
2022-11-26,region,atlantic,13.65,6.24,24.2
2022-11-26,region,prairies,11.72,5.01,30.33
2023-03-18,region,atlantic,17.37,2.57,0.49
2023-03-25,province,on,10.89,1.13,1.4
2022-11-19,region,territories,7.61,2.86,10.86
2023-03-11,region,atlantic,18.33,3.13,0.34
2022-12-03,region,atlantic,13.22,5.35,27.96
2022-11-19,province,bc,9.79,5.99,23.56
2023-04-01,nation,ca,10.85,1.64,2.38
2022-12-03,region,prairies,11.58,6.61,24.81
2023-03-11,region,prairies,9.69,2.92,1.01
2022-11-19,province,on,12.63,7.41,14.39
2023-03-25,region,territories,7.73,11.57,6.61
2022-11-19,province,qc,11.13,14.11,13.69
2023-03-11,region,territories,10.81,18.81,2.97
2022-12-03,province,on,11.38,6.85,16.07
2023-03-25,region,prairies,10.08,1.46,1.33
2022-11-19,region,atlantic,13.65,6.82,14.54
2022-12-03,province,qc,12.95,7.91,26.97
2023-03-25,region,atlantic,16.21,2.27,0.6
2023-03-18,nation,ca,11.59,2.2,1.68
2022-11-19,region,prairies,12.41,4.67,31.04
2023-03-25,province,qc,10.15,2.36,3.85
2023-03-04,province,qc,10.82,3.1,2.53
2022-12-17,province,on,13.88,8.33,10.58
2022-10-15,province,qc,13.37,11.12,0.49
2023-04-22,region,territories,4.27,7.82,27.93
2022-12-31,province,on,17.14,8.19,4.39
2023-02-25,nation,ca,11.74,4.54,1.07
2022-10-22,province,on,17.29,3.6,3.18
2023-04-29,nation,ca,10.08,1.14,2.31
2022-12-31,province,bc,14.45,15.06,7.27
2022-10-22,province,qc,12.1,13.09,0.89
2023-02-25,province,bc,11.86,6.76,0.9
2022-12-31,nation,ca,15.61,10.69,8.04
2022-10-22,province,bc,11.13,1.72,2.52
2023-04-22,region,prairies,11.21,0.73,1.71
2022-10-22,region,atlantic,20.72,3.38,2.6
2023-04-22,region,atlantic,13.25,2.57,1.19
2022-10-22,region,prairies,16.8,2.15,2.14
2022-12-24,region,territories,9.94,4.86,19.46
2023-02-25,province,on,12.15,2.29,0.56
2023-04-22,province,qc,9.69,1.69,3.79
2023-04-29,province,bc,18.02,1.31,0.82
2023-04-29,province,on,7.85,0.49,1.78
2022-12-24,region,prairies,10.3,13.66,9.68
2022-12-31,region,prairies,11.99,16.74,6.42
2023-05-06,province,bc,15.63,0.65,0.78
2023-05-06,nation,ca,9.85,0.86,2.31
2022-10-15,region,atlantic,27.02,3.45,1.68
2022-12-31,region,territories,6.79,7.04,11.97
2023-02-18,region,atlantic,17.66,6.83,0.1
2023-04-29,region,territories,2.91,6.67,25.83
2022-10-15,region,prairies,17.7,1.34,1.0
2023-02-18,region,prairies,8.32,6.3,1.17
2023-02-18,region,territories,14.49,9.52,0.0
2023-04-29,region,prairies,9.48,0.62,2.54
2022-10-15,region,territories,5.76,1.59,10.32
2022-12-31,region,atlantic,19.43,7.9,9.36
2023-04-29,region,atlantic,13.52,2.05,0.45
2023-04-29,province,qc,9.25,1.91,3.49
2022-10-22,nation,ca,15.39,4.56,2.44
2022-12-31,province,qc,15.29,6.48,12.18
2022-10-22,region,territories,7.24,3.57,18.75
2023-02-25,province,qc,11.2,3.91,2.03
2023-04-08,region,prairies,10.07,0.93,1.69
2022-11-05,nation,ca,13.91,7.63,10.94
2022-10-29,region,prairies,16.34,2.62,6.9
2022-12-17,region,territories,14.08,2.49,27.36
2023-04-15,province,on,9.48,0.94,2.06
2023-03-04,nation,ca,11.19,3.73,1.33
2022-10-29,region,territories,8.11,3.14,20.63
2022-12-17,region,prairies,10.13,13.04,14.42
2023-04-15,province,bc,18.31,1.92,0.76
2022-12-17,region,atlantic,13.87,6.67,23.25
2023-02-25,region,territories,13.53,14.77,10.23
2023-04-15,nation,ca,11.37,1.41,2.53
2023-03-04,province,bc,10.09,6.68,1.3
2022-11-05,province,bc,8.56,3.31,8.13
2023-04-08,region,territories,5.64,12.98,16.79
2022-12-17,province,qc,14.24,5.36,21.72
2023-03-04,province,on,11.39,2.1,0.85
2022-11-05,province,on,16.57,7.09,11.32
2023-04-15,province,qc,10.52,1.77,4.58
2022-12-24,nation,ca,14.15,9.26,12.55
2023-04-22,province,on,9.28,0.57,1.7
2022-10-29,province,on,19.65,6.09,8.15
2022-12-24,region,atlantic,15.87,6.81,16.93
2022-10-29,nation,ca,15.78,6.59,5.57
2023-04-22,province,bc,18.63,1.89,0.94
2022-10-29,province,bc,10.82,3.1,3.41
2022-12-24,province,qc,14.58,5.33,17.36
2023-02-25,region,atlantic,18.63,6.43,0.1
2023-04-22,nation,ca,10.94,1.31,2.36
2022-12-24,province,on,15.78,8.14,6.6
2022-10-29,region,atlantic,21.97,4.2,3.72
2023-04-15,region,territories,2.33,7.69,24.79
2022-09-03,nation,ca,13.4,1.14,0.2
2022-10-29,province,qc,11.75,17.52,1.49
2022-12-24,province,bc,12.56,13.96,12.26
2023-02-25,region,prairies,8.45,5.69,1.11
2023-04-15,region,prairies,10.55,0.84,1.77
2023-04-15,region,atlantic,15.43,2.22,0.41
2023-07-22,region,territories,2.75,0.0,1.14
2023-02-18,province,bc,10.91,7.82,0.82
2023-08-05,province,on,7.65,0.3,0.24
2023-08-05,region,atlantic,8.49,0.71,0.12
2023-08-26,province,on,12.52,0.48,0.69
2023-07-29,region,atlantic,7.82,0.63,0.1
2023-08-26,province,pe,11.207,0.0,0.0
2022-09-03,province,qc,12.26,3.51,0.21
2023-08-05,region,territories,1.41,7.02,1.75
2023-08-19,nation,ca,11.58,0.43,0.64
2023-08-12,province,on,7.74,0.56,0.45
2023-08-19,region,territories,7.5,6.0,0.0
2023-08-26,territory,nu,4.839,2.326,0.0
2022-09-03,province,bc,7.27,0.5,0.2
2023-08-12,nation,ca,9.39,0.55,0.7
2023-08-12,region,atlantic,10.18,0.58,0.0
2023-07-29,province,qc,7.59,1.39,0.19
2023-07-29,nation,ca,7.7,0.48,0.49
2023-08-19,region,prairies,8.01,0.18,0.41
2023-08-26,province,qc,14.953,1.161,0.444
2023-08-05,nation,ca,8.41,0.48,0.46
2023-08-19,region,atlantic,11.77,0.67,1.33
2023-02-04,province,bc,8.93,11.13,0.46
2023-08-26,province,ns,17.279,0.567,0.0
2023-08-05,region,prairies,7.21,0.4,0.39
2023-07-29,province,bc,8.23,0.2,1.79
2023-08-26,province,mb,13.982,0.35,0.117
2023-08-26,province,nb,10.271,0.0,0.0
2023-08-26,province,bc,17.476,0.059,1.348
2023-08-12,province,bc,8.2,0.34,2.27
2023-08-26,province,nl,12.467,0.461,0.0
2023-08-19,province,bc,12.16,0.06,1.41
2023-08-26,province,ab,9.127,0.278,0.264
2023-08-26,nation,ca,13.4,0.51,0.55
2023-08-12,region,prairies,7.9,0.14,0.71
2023-07-29,region,prairies,7.16,0.1,0.42
2023-01-28,region,atlantic,17.86,7.74,0.47
2023-02-04,nation,ca,11.56,7.18,1.03
2023-01-28,region,territories,6.35,8.6,0.0
2022-09-03,province,on,12.71,0.54,0.11
2023-08-05,province,qc,9.54,0.89,0.33
2023-08-12,region,territories,9.57,1.67,1.67
2023-08-26,territory,nt,,,
2023-07-29,region,territories,2.08,2.9,0.0
2023-08-26,region,atlantic,13.92,0.34,0.0
2022-09-03,region,prairies,16.11,0.65,0.38
2023-08-19,province,qc,13.86,0.72,0.46
2023-08-26,region,territories,9.901,1.667,0.0
2023-08-26,region,prairies,9.759,0.289,0.217
2023-07-29,province,on,8.19,0.27,0.33
2023-08-26,province,sk,7.422,0.216,0.211
2022-09-03,region,atlantic,23.39,1.44,0.22
2023-08-05,province,bc,9.12,0.0,1.52
2023-01-28,region,prairies,8.86,11.31,1.22
2023-08-12,province,qc,11.44,1.13,0.41
2023-08-19,province,on,11.06,0.48,0.53
2023-08-19,province,sk,5.8,0.256,1.008
2023-08-19,territory,nt,,,
2023-08-19,territory,nu,3.03,9.677,0.0
2023-08-19,territory,yk,10.638,0.0,0.0
2023-08-19,province,nl,13.725,1.878,0.0
2023-08-19,province,nb,6.742,0.0,0.315
2023-08-19,province,mb,10.609,0.518,0.13
2023-08-19,province,ab,7.928,0.054,0.153
2023-08-19,province,ns,14.863,0.549,3.022
2023-08-19,province,pe,9.174,0.0,0.0
2023-08-12,territory,nt,11.765,0.0,0.0
2023-08-12,territory,nu,0.0,3.571,0.0
2023-08-12,province,sk,5.263,0.0,0.352
2023-08-12,territory,yk,17.949,0.0,0.0
2023-08-12,province,ab,8.994,0.059,0.666
2023-08-12,province,mb,9.15,0.46,0.0
2023-08-12,province,pe,12.162,0.0,0.0
2023-08-12,province,nb,6.865,0.0,0.0
2023-08-12,province,ns,12.324,0.322,0.0
2023-08-12,province,nl,11.041,1.77,0.0
2023-08-05,province,ab,7.519,0.542,0.468
2023-08-05,province,mb,8.294,0.272,0.136
2023-08-05,province,nb,8.155,0.699,0.0
2023-08-05,territory,yk,4.762,0.0,10.0
2023-08-05,territory,nu,0.0,5.263,0.0
2023-08-05,province,pe,6.667,0.0,0.0
2023-08-05,province,nl,8.333,1.604,0.535
2023-08-05,province,ns,8.884,0.269,0.0
2023-08-05,province,sk,5.38,0.0,0.532
2023-08-05,territory,nt,0.0,0.0,0.0
2023-07-29,territory,nu,0.0,2.703,0.0
2023-07-29,territory,nt,0.0,0.0,0.0
2023-07-29,province,pe,10.526,0.0,0.0
2023-07-29,province,ns,5.821,0.22,0.0
2023-07-29,province,nl,8.361,2.463,0.0
2023-07-29,province,ab,7.439,0.0,0.223
2023-07-29,province,mb,6.028,0.408,0.68
2023-07-29,province,nb,10.073,0.0,0.338
2023-07-29,territory,yk,4.878,0.0,0.0
2023-07-29,province,sk,7.218,0.0,0.436
2023-07-22,province,mb,4.515,0.305,0.457
2023-07-22,province,ns,,1.172,0.0
2023-07-22,province,nl,10.616,1.042,0.521
2023-07-22,province,nb,9.091,0.0,0.722
2023-07-22,province,ab,5.145,0.18,0.174
2023-07-22,province,pe,3.922,0.0,0.0
2023-07-22,province,sk,5.302,0.0,0.0
2023-07-22,territory,yk,3.846,0.0,7.692
2023-07-22,territory,nt,0.0,0.0,0.0
2023-07-22,territory,nu,,,
2023-07-15,province,ab,3.33,0.188,0.484
2023-07-15,province,sk,4.86,0.0,0.718
2023-07-15,province,pe,8.065,0.0,0.0
2023-07-15,province,mb,2.687,0.124,0.619
2023-07-15,province,nb,4.043,0.0,0.0
2023-07-15,province,nl,13.529,0.855,0.427
2023-07-15,province,ns,12.377,0.0,0.0
2023-07-15,territory,nt,0.0,0.0,0.0
2023-07-15,territory,yk,0.0,8.333,8.333
2023-07-15,territory,nu,,,
2023-07-08,province,sk,2.146,0.0,0.221
2023-07-08,province,ab,3.101,0.0,0.818
2023-07-08,province,pe,9.524,0.0,0.0
2023-07-08,province,mb,4.094,0.135,0.677
2023-07-08,province,nb,4.688,1.554,0.513
2023-07-08,province,nl,12.54,1.579,0.526
2023-07-08,province,ns,10.668,0.211,0.0
2023-07-08,territory,yk,9.524,0.0,0.0
2023-07-08,territory,nu,0.0,2.273,2.273
2023-07-08,territory,nt,0.0,0.0,0.0
2023-07-01,province,sk,3.195,0.0,0.883
2023-07-01,territory,yk,0.0,6.667,0.0
2023-07-01,territory,nu,0.0,0.0,0.0
2023-07-01,territory,nt,0.0,0.0,0.0
2023-07-01,province,pe,15.068,0.0,0.0
2023-07-01,province,ab,4.456,0.115,0.663
2023-07-01,province,ns,6.889,0.321,0.16
2023-07-01,province,nl,14.803,2.463,0.493
2023-07-01,province,mb,3.453,0.0,0.41
2023-07-01,province,nb,4.406,0.417,0.207
2023-06-24,territory,nu,3.922,0.0,2.174
2023-06-24,territory,nt,0.0,0.0,0.0
2023-06-24,province,mb,4.612,0.403,0.134
2023-06-24,province,sk,2.968,0.0,1.255
2023-06-24,province,ns,10.354,0.295,0.148
2023-06-24,province,nl,18.883,2.597,0.433
2023-06-24,province,nb,6.552,0.183,0.0
2023-06-24,territory,yk,3.571,0.0,0.0
2023-06-24,province,ab,4.107,0.057,0.554
2023-06-24,province,pe,15.942,0.0,0.0
2023-06-17,territory,yk,3.571,0.0,7.692
2023-06-17,province,pe,10.204,0.0,0.0
2023-06-17,province,ns,13.446,0.573,0.716
2023-06-17,province,nl,12.821,1.322,0.441
2023-06-17,province,nb,10.471,0.181,0.358
2023-06-17,territory,nt,0.0,0.0,0.0
2023-06-17,province,mb,7.111,0.665,0.399
2023-06-17,territory,nu,1.176,0.0,5.263
2023-06-17,province,sk,2.92,0.0,1.292
2023-06-17,province,ab,3.845,0.056,0.713
2023-06-10,province,pe,12.121,0.0,0.0
2023-06-10,province,sk,3.05,0.192,1.582
2023-06-10,province,ab,4.612,0.156,0.912
2023-06-10,province,mb,7.869,0.508,0.508
2023-06-10,province,nb,10.334,0.171,0.169
2023-06-10,province,nl,16.216,3.07,0.439
2023-06-10,province,ns,17.687,0.272,0.136
2023-06-10,territory,nt,3.846,4.545,0.0
2023-06-10,territory,nu,0.0,2.667,2.667
2023-06-10,territory,yk,3.226,0.0,0.0
2023-06-03,province,sk,2.941,0.0,2.187
2023-06-03,province,ab,6.975,0.318,0.962
2023-06-03,province,pe,13.043,0.0,0.0
2023-06-03,province,ns,14.395,0.293,0.0
2023-06-03,province,nl,9.399,5.046,0.0
2023-06-03,province,nb,10.015,0.34,0.169
2023-06-03,province,mb,7.343,0.32,0.959
2023-06-03,territory,yk,0.0,0.0,0.0
2023-06-03,territory,nu,0.0,2.752,7.339
2023-06-03,territory,nt,0.0,13.793,20.69
2023-05-27,province,mb,9.326,0.115,0.461
2023-05-27,province,ns,17.021,0.597,0.149
2023-05-27,province,nb,12.177,0.646,0.159
2023-05-27,province,nl,9.774,2.264,0.755
2023-05-27,province,ab,6.511,0.138,1.87
2023-05-27,territory,nt,20.0,23.077,0.0
2023-05-27,territory,nu,1.653,2.105,9.474
2023-05-27,territory,yk,12.281,0.0,0.0
2023-05-27,province,pe,8.75,0.0,16.667
2023-05-27,province,sk,5.293,0.0,2.083
2023-05-20,province,ab,8.023,0.264,2.083
2023-05-20,province,sk,6.171,0.359,4.405
2023-05-20,territory,nt,7.143,8.333,25.0
2023-05-20,territory,nu,4.878,3.175,12.698
2023-05-20,territory,yk,6.667,0.0,0.0
2023-05-20,province,ns,19.231,0.529,0.265
2023-05-20,province,nl,9.184,3.502,2.724
2023-05-20,province,nb,13.821,0.843,0.668
2023-05-20,province,mb,9.239,0.107,1.393
2023-05-20,province,pe,3.846,0.0,0.0
2023-05-13,territory,nt,0.0,16.667,0.0
2023-05-13,territory,nu,2.206,7.921,11.881
2023-05-13,territory,yk,2.778,0.0,0.0
2023-05-13,province,sk,7.777,0.324,4.769
2023-05-13,province,ab,9.589,0.243,2.909
2023-05-13,province,mb,10.685,0.407,1.22
2023-05-13,province,nb,12.613,0.683,0.318
2023-05-13,province,nl,12.827,4.247,1.158
2023-05-13,province,ns,18.54,0.524,0.393
2023-05-13,province,pe,9.0,7.407,3.704
2023-05-06,territory,nu,1.493,4.545,11.818
2023-05-06,territory,nt,10.526,12.5,0.0
2023-05-06,province,pe,12.925,3.226,0.0
2023-05-06,province,sk,8.534,0.667,3.374
2023-05-06,territory,yk,6.25,0.0,0.0
2023-05-06,province,mb,12.963,0.897,0.897
2023-05-06,province,nb,11.938,0.444,0.588
2023-05-06,province,nl,13.072,7.22,0.0
2023-05-06,province,ab,9.14,0.223,3.338
2023-05-06,province,ns,16.772,1.19,0.529
2023-04-29,province,sk,8.809,0.904,2.311
2023-04-29,province,ns,15.648,1.088,0.544
2023-04-29,province,nl,9.544,7.407,0.309
2023-04-29,province,nb,11.932,0.469,0.458
2023-04-29,province,mb,10.415,1.374,1.282
2023-04-29,province,pe,14.535,1.754,0.0
2023-04-29,province,ab,9.216,0.248,2.863
2023-04-29,territory,nt,0.0,0.0,0.0
2023-04-29,territory,nu,1.786,5.814,15.116
2023-04-29,territory,yk,7.143,5.263,0.0
2023-04-22,province,mb,13.693,0.911,5.92
2023-04-22,province,ab,10.602,0.817,31.865
2023-04-22,province,nb,12.515,1.257,2.991
2023-04-22,province,pe,8.889,2.273,0.0
2023-04-22,province,nl,11.132,6.805,2.959
2023-04-22,province,ns,15.532,2.0,22.625
2023-04-22,territory,nu,1.84,6.993,27.273
2023-04-22,territory,yk,14.286,6.25,6.25
2023-04-22,province,sk,10.46,1.225,5.628
2023-04-22,territory,nt,10.0,15.0,5.0
2023-04-15,territory,nt,7.692,0.0,15.385
2023-04-15,territory,nu,0.0,6.579,30.263
2023-04-15,territory,yk,,,
2023-04-15,province,pe,12.591,6.557,0.82
2023-04-15,province,ns,18.874,0.787,0.337
2023-04-15,province,sk,10.431,1.499,1.337
2023-04-15,province,nb,11.905,0.388,0.638
2023-04-15,province,nl,13.058,7.895,0.0
2023-04-15,province,mb,14.943,0.864,0.864
2023-04-15,province,ab,8.531,0.676,2.128
2023-04-08,province,sk,8.205,1.576,0.928
2023-04-08,territory,yk,12.963,7.692,0.0
2023-04-08,territory,nt,,,
2023-04-08,province,ab,8.983,0.418,2.47
2023-04-08,province,mb,14.429,1.654,0.394
2023-04-08,province,nb,11.499,0.527,0.39
