time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests,hcov_pct_positive,hmpv_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
2020-08-22,province,nl,168.0,0,0,168.0,2,168.0,168.0,0,168.0,0,168.0,6,,0,0,0,,0.0,1.19,0.0,0.0,0.0,3.571,0.0,0.0
2020-02-29,province,bc,1724.0,336,179,1715.0,144,416.0,416.0,3,416.0,33,400.0,43,279.0,24,7,515,8.6,7.9,8.4,1.7,29.9,0.7,10.8,19.5,10.4
2020-04-18,province,bc,3155.0,0,0,3153.0,22,1136.0,1136.0,2,1136.0,9,1126.0,23,206.0,2,6,0,1.0,0.8,0.7,0.5,0.0,0.2,2.0,0.0,0.0
2020-04-18,province,on,2787.0,0,8,2778.0,25,2498.0,2481.0,10,2497.0,32,2475.0,45,1952.0,2,2,8,0.1,1.3,0.9,0.1,0.3,0.4,1.8,0.0,0.3
2020-04-18,province,qc,537.0,0,0,523.0,7,32.0,32.0,1,32.0,0,,0,32.0,0,1,0,0.0,0.0,1.3,3.1,0.0,3.1,,0.0,0.0
2020-04-25,nation,ca,16403.0,0,16,16380.0,49,12254.0,12242.0,49,12244.0,37,12148.0,231,8074.0,40,12,16,0.5,0.3,0.3,0.1,0.1,0.4,1.9,0.0,0.1
2020-04-25,province,bc,4324.0,0,0,4324.0,9,2228.0,2228.0,7,2228.0,4,2217.0,24,267.0,3,4,0,1.1,0.2,0.2,0.2,0.0,0.3,1.1,0.0,0.0
2020-04-25,province,on,2071.0,2,6,2063.0,12,1934.0,1925.0,4,1934.0,8,1900.0,13,1522.0,2,4,8,0.1,0.4,0.6,0.2,0.4,0.2,0.7,0.1,0.3
2020-04-25,province,qc,388.0,1,0,373.0,5,61.0,58.0,0,58.0,0,,0,58.0,0,0,1,0.0,0.0,1.3,0.0,0.3,0.0,,0.3,0.0
2020-05-02,nation,ca,11771.0,0,12,11731.0,35,8756.0,8753.0,61,8746.0,17,8681.0,148,9283.0,37,9,12,0.4,0.2,0.3,0.1,0.1,0.7,1.7,0.0,0.1
