time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests
2015-08-29,province,sk,122.0,0,0,122.0,0,122.0,122.0,3,122.0,0,122.0,26,122.0,0,2,0
2015-02-28,nation,ca,7507.0,829,432,5928.0,926,4049.0,4070.0,78,3735.0,70,2164.0,176,2272.0,171,133,1260
2015-03-07,nation,ca,7005.0,596,528,5396.0,808,3667.0,3687.0,82,3356.0,76,2123.0,170,2168.0,172,143,1124
2015-02-28,province,qc,2614.0,200,260,1730.0,279,612.0,621.0,19,525.0,5,0.0,0,520.0,14,19,460
2014-09-06,nation,ca,1323.0,3,1,1334.0,3,1155.0,1164.0,20,971.0,1,621.0,157,815.0,2,27,4
2015-02-28,province,on,2344.0,358,53,2165.0,195,1890.0,1890.0,31,1871.0,49,734.0,41,496.0,50,49,411
2015-02-28,province,bc,385.0,36,22,385.0,64,101.0,101.0,3,101.0,4,101.0,24,101.0,11,6,58
2015-07-11,province,qc,310.0,0,0,320.0,2,268.0,279.0,10,194.0,3,0.0,0,194.0,0,6,0
2015-02-21,province,qc,2903.0,241,267,1638.0,278,468.0,488.0,19,402.0,5,0.0,0,393.0,21,10,508
2015-01-03,province,on,4601.0,1508,11,3537.0,362,3052.0,3052.0,21,2840.0,8,1087.0,42,566.0,33,58,1519
2014-09-27,nation,ca,2961.0,23,3,2724.0,20,2377.0,2388.0,35,2098.0,1,1297.0,492,1460.0,1,51,26
2015-02-21,province,on,2206.0,426,30,1871.0,153,1616.0,1616.0,30,1578.0,20,714.0,30,421.0,31,27,456
2015-07-18,nation,ca,1358.0,11,2,1327.0,1,1088.0,1087.0,29,995.0,17,652.0,146,721.0,3,45,13
2015-02-21,province,bc,926.0,220,52,926.0,124,180.0,180.0,0,180.0,2,180.0,46,180.0,18,10,272
2015-02-21,nation,ca,8086.0,1062,426,6123.0,935,3766.0,3797.0,74,3453.0,41,2273.0,177,2190.0,183,115,1488
2015-02-14,province,qc,2683.0,337,170,1563.0,223,606.0,617.0,12,536.0,3,0.0,0,525.0,16,8,507
2014-09-20,province,qc,537.0,1,3,615.0,2,464.0,478.0,17,353.0,0,0.0,0,351.0,0,8,4
2015-07-11,province,on,492.0,3,0,497.0,3,332.0,332.0,9,323.0,5,150.0,22,77.0,1,14,3
2015-03-07,province,bc,344.0,25,28,344.0,46,91.0,91.0,4,91.0,8,91.0,19,91.0,9,4,53
2015-03-07,province,on,1959.0,249,56,1864.0,170,1673.0,1673.0,33,1626.0,46,814.0,42,527.0,62,59,305
2015-03-07,province,qc,2762.0,181,310,1636.0,246,571.0,588.0,22,497.0,10,0.0,0,484.0,17,18,491
2015-07-11,province,bc,58.0,0,0,58.0,0,29.0,29.0,1,29.0,2,29.0,9,29.0,0,1,0
2015-03-14,nation,ca,6435.0,434,632,5086.0,616,3489.0,3512.0,61,3217.0,81,1901.0,145,2157.0,136,144,1066
2015-03-14,province,bc,262.0,19,23,262.0,28,104.0,104.0,1,104.0,2,104.0,14,104.0,6,3,42
2015-03-14,province,on,1836.0,205,99,1720.0,119,1540.0,1540.0,22,1515.0,51,664.0,34,516.0,34,47,304
2015-07-11,nation,ca,1385.0,5,1,1344.0,6,1095.0,1108.0,33,969.0,23,626.0,140,696.0,4,35,6
2015-03-14,province,qc,2653.0,98,349,1661.0,192,598.0,621.0,9,531.0,10,0.0,0,522.0,20,29,447
2014-09-20,province,on,938.0,1,1,926.0,3,789.0,789.0,4,659.0,1,370.0,112,236.0,0,22,2
2015-03-21,nation,ca,5976.0,329,689,4811.0,515,3273.0,3287.0,66,3014.0,110,1798.0,244,1919.0,133,134,1018
2015-07-04,province,qc,336.0,1,0,347.0,1,295.0,309.0,9,232.0,3,0.0,0,229.0,2,11,1
2015-03-21,province,bc,232.0,10,38,232.0,20,100.0,100.0,0,100.0,3,100.0,16,100.0,1,4,48
2015-03-21,province,on,1830.0,155,126,1723.0,123,1487.0,1487.0,25,1456.0,66,625.0,94,418.0,67,50,281
2015-03-21,province,qc,2291.0,81,318,1444.0,147,516.0,530.0,17,432.0,17,0.0,0,429.0,13,34,399
2015-02-14,province,on,2750.0,591,43,2343.0,190,2128.0,2128.0,25,1801.0,27,850.0,34,540.0,48,46,634
2015-07-18,province,bc,96.0,6,2,96.0,0,56.0,56.0,2,56.0,2,56.0,9,56.0,1,2,8
2015-02-14,province,bc,985.0,280,18,985.0,134,190.0,190.0,6,190.0,4,190.0,28,190.0,30,4,298
