time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests,hcov_pct_positive,hmpv_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
2016-08-27,province,nl,37.0,0,0,37.0,2,37.0,37.0,1,37.0,0,37.0,5,,0,0,0,,0.0,5.405,0.0,0.0,2.703,13.514,0.0,0.0
2015-10-31,province,on,1203.0,5,1,1202.0,7,1075.0,1064.0,11,930.0,1,467.0,82,299.0,0,45,6,0.0,0.11,0.58,4.19,0.5,1.03,17.56,0.42,0.08
2015-09-12,province,on,445.0,1,0,433.0,3,313.0,296.0,4,293.0,3,160.0,25,85.0,0,5,1,0.0,1.02,0.69,1.6,0.22,1.35,15.63,0.22,0.0
2015-09-12,province,bc,90.0,10,0,90.0,0,36.0,36.0,1,36.0,0,36.0,18,36.0,0,0,10,0.0,0.0,0.0,0.0,11.11,2.78,50.0,11.11,0.0
2015-09-12,nation,ca,1493.0,18,0,1474.0,6,1228.0,1226.0,35,1096.0,9,720.0,221,858.0,1,27,18,0.12,0.82,0.41,2.2,1.21,2.85,30.69,1.21,0.0
2015-09-05,province,qc,360.0,2,1,363.0,6,297.0,320.0,0,220.0,1,0.0,0,216.0,0,7,3,0.0,0.45,1.65,2.36,0.84,0.0,0.0,0.56,0.28
2015-09-05,province,on,529.0,0,1,530.0,1,394.0,381.0,5,370.0,3,213.0,48,137.0,1,9,1,0.73,0.81,0.19,2.28,0.19,1.31,22.54,0.0,0.19
2015-09-05,province,bc,79.0,2,1,79.0,0,39.0,39.0,0,39.0,0,39.0,19,39.0,0,4,3,0.0,0.0,0.0,10.26,3.8,0.0,48.72,2.53,1.27
2015-09-05,nation,ca,1498.0,6,3,1465.0,7,1225.0,1237.0,17,1097.0,12,732.0,199,835.0,4,33,9,0.48,1.09,0.48,2.69,0.6,1.37,27.19,0.4,0.2
2016-05-07,nation,ca,5167.0,146,527,4545.0,221,2915.0,2836.0,52,2514.0,79,1497.0,274,1725.0,69,93,673,4.0,3.14,4.86,3.19,13.03,1.83,18.3,2.83,10.2
2016-05-07,province,bc,272.0,4,12,272.0,10,132.0,132.0,3,132.0,4,132.0,27,132.0,6,4,16,4.55,3.03,3.68,3.03,5.88,2.27,20.45,1.47,4.41
2016-05-07,province,on,1413.0,49,116,1271.0,49,988.0,906.0,3,964.0,18,322.0,44,254.0,25,30,165,9.84,1.87,3.86,3.04,11.68,0.33,13.66,3.47,8.21
2016-05-07,province,qc,1952.0,57,330,1467.0,55,489.0,492.0,14,397.0,23,0.0,0,393.0,10,11,387,2.54,5.79,3.75,2.25,19.83,2.85,0.0,2.92,16.91
2016-05-14,nation,ca,4628.0,121,432,4101.0,189,2618.0,2649.0,49,2293.0,74,1353.0,289,1616.0,60,96,553,3.71,3.23,4.61,3.67,11.94,1.85,21.36,2.61,9.33
2016-05-14,province,bc,238.0,11,7,238.0,8,68.0,68.0,2,68.0,3,68.0,33,68.0,2,2,18,2.94,4.41,3.36,2.94,7.56,2.94,48.53,4.62,2.94
2016-05-14,province,on,1324.0,40,92,1202.0,52,1027.0,1027.0,13,911.0,28,366.0,61,321.0,27,30,132,8.41,3.07,4.33,2.92,9.97,1.27,16.67,3.02,6.95
2016-05-14,province,qc,1813.0,27,253,1423.0,38,522.0,538.0,8,418.0,14,0.0,0,410.0,4,16,280,0.98,3.35,2.67,3.07,15.44,1.49,0.0,1.49,13.95
2016-05-21,nation,ca,3911.0,60,297,3567.0,159,2207.0,2233.0,40,2001.0,51,1183.0,236,1421.0,47,86,357,3.31,2.55,4.46,3.9,9.12,1.79,19.95,1.53,7.59
2016-05-21,province,bc,166.0,4,3,166.0,7,41.0,41.0,1,41.0,2,41.0,17,41.0,2,8,7,4.88,4.88,4.22,19.51,4.22,2.44,41.46,2.41,1.81
2016-05-21,province,on,1163.0,18,91,1099.0,29,769.0,768.0,14,750.0,14,300.0,52,255.0,9,25,109,3.53,1.87,2.64,3.25,9.37,1.82,17.33,1.55,7.82
2016-05-21,province,qc,1480.0,15,148,1225.0,32,492.0,519.0,11,389.0,12,0.0,0,379.0,5,17,163,1.32,3.08,2.61,3.46,11.01,2.12,0.0,1.01,10.0
2016-05-28,nation,ca,3224.0,32,162,2904.0,119,1816.0,1827.0,38,1648.0,53,966.0,187,1177.0,25,109,194,2.12,3.22,4.1,6.0,6.01,2.08,19.36,0.99,5.02
2016-05-28,province,bc,144.0,2,2,144.0,5,26.0,26.0,1,26.0,0,26.0,7,26.0,1,3,4,3.85,0.0,3.47,11.54,2.78,3.85,26.92,1.39,1.39
2016-05-28,province,on,970.0,9,40,861.0,15,611.0,604.0,8,606.0,25,220.0,31,186.0,4,34,49,2.15,4.13,1.74,5.56,5.05,1.32,14.09,0.93,4.12
2016-05-28,province,qc,1221.0,11,86,1026.0,17,401.0,419.0,9,308.0,8,0.0,0,300.0,8,19,97,2.67,2.6,1.66,4.74,7.94,2.15,0.0,0.9,7.04
2015-09-12,province,qc,395.0,2,0,407.0,1,338.0,353.0,15,256.0,4,0.0,0,248.0,1,8,2,0.4,1.56,0.25,2.37,0.51,4.25,0.0,0.51,0.0
2015-09-19,nation,ca,1778.0,14,1,1752.0,8,1488.0,1511.0,26,1379.0,10,897.0,296,1010.0,3,29,15,0.3,0.73,0.46,1.95,0.85,1.72,33.0,0.79,0.06
2015-09-19,province,bc,114.0,12,0,114.0,0,51.0,51.0,0,51.0,0,51.0,19,51.0,0,1,12,0.0,0.0,0.0,1.96,10.53,0.0,37.25,10.53,0.0
2015-10-10,province,on,792.0,23,1,802.0,1,802.0,802.0,10,780.0,1,408.0,149,301.0,5,21,24,1.66,0.13,0.12,2.62,3.03,1.25,36.52,2.9,0.13
2015-10-31,nation,ca,3084.0,21,5,2911.0,16,2430.0,2477.0,52,2137.0,13,1318.0,299,1457.0,4,89,26,0.27,0.61,0.55,3.66,0.84,2.1,22.69,0.68,0.16
