time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests,hcov_pct_positive,hmpv_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
2021-08-28,province,nl,552.0,0,0,552.0,2,552.0,552.0,1,552.0,0,162.0,19,,0,4,0,,0.0,0.362,0.725,0.0,0.181,11.728,0.0,0.0
2021-04-17,province,on,1050.0,0,0,1013.0,0,515.0,515.0,0,515.0,0,515.0,21,301.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0
2021-04-24,nation,ca,29154.0,0,0,10147.0,21,2303.0,2304.0,8,2369.0,1,2116.0,153,1765.0,17,14,0,0.96,0.04,0.21,0.61,0.0,0.35,7.23,0.0,0.0
2021-04-24,province,bc,2532.0,0,0,2517.0,0,418.0,418.0,1,418.0,1,418.0,34,349.0,0,1,0,0.0,0.24,0.0,0.24,0.0,0.24,8.13,0.0,0.0
2021-04-24,province,on,1006.0,0,0,992.0,0,479.0,479.0,0,479.0,0,479.0,11,314.0,1,0,0,0.32,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0
2021-04-24,province,qc,970.0,0,0,631.0,21,187.0,187.0,2,187.0,0,,0,187.0,13,1,0,6.95,0.0,3.33,0.53,0.0,1.07,,0.0,0.0
2021-05-01,nation,ca,22152.0,0,0,10537.0,28,2460.0,2466.0,19,2538.0,0,2328.0,131,2027.0,14,2,0,0.69,0.0,0.27,0.08,0.0,0.77,5.63,0.0,0.0
2021-05-01,province,bc,2334.0,0,0,2307.0,0,440.0,446.0,2,446.0,0,440.0,24,422.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.45,5.45,0.0,0.0
2021-05-01,province,on,998.0,0,0,962.0,0,504.0,504.0,2,504.0,0,504.0,9,320.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,1.79,0.0,0.0
2021-05-01,province,qc,962.0,0,0,594.0,28,132.0,132.0,4,132.0,0,,0,132.0,12,1,0,9.09,0.0,4.71,0.76,0.0,3.03,,0.0,0.0
2021-05-08,nation,ca,12725.0,0,0,9751.0,23,2343.0,2343.0,23,2417.0,1,2175.0,161,1970.0,17,5,0,0.86,0.04,0.24,0.21,0.0,0.98,7.4,0.0,0.0
2021-05-08,province,bc,2162.0,0,0,2142.0,0,431.0,431.0,2,431.0,1,425.0,29,418.0,0,1,0,0.0,0.23,0.0,0.23,0.0,0.46,6.82,0.0,0.0
2021-05-08,province,on,943.0,0,0,917.0,0,430.0,430.0,4,429.0,0,430.0,9,278.0,1,1,0,0.36,0.0,0.0,0.23,0.0,0.93,2.09,0.0,0.0
2021-05-08,province,qc,1229.0,0,0,648.0,23,162.0,162.0,7,162.0,0,,0,162.0,13,2,0,8.02,0.0,3.55,1.23,0.0,4.32,,0.0,0.0
2021-05-15,nation,ca,9738.0,1,1,7826.0,14,2108.0,2109.0,15,2190.0,3,1944.0,158,1726.0,13,1,2,0.75,0.14,0.18,0.05,0.02,0.71,8.13,0.01,0.01
2021-05-15,province,bc,1637.0,0,0,1625.0,0,377.0,377.0,3,377.0,1,373.0,23,368.0,0,0,0,0.0,0.27,0.0,0.0,0.0,0.8,6.17,0.0,0.0
2021-05-15,province,on,813.0,0,0,783.0,0,391.0,391.0,0,391.0,2,391.0,17,272.0,0,0,0,0.0,0.51,0.0,0.0,0.0,0.0,4.35,0.0,0.0
2021-05-15,province,qc,943.0,0,0,648.0,14,160.0,160.0,6,160.0,0,,0,160.0,10,1,0,6.25,0.0,2.16,0.63,0.0,3.75,,0.0,0.0
2021-05-22,nation,ca,7442.0,1,0,5961.0,15,2003.0,2002.0,21,2015.0,2,1886.0,120,1626.0,19,5,1,1.17,0.1,0.25,0.25,0.01,1.05,6.36,0.01,0.0
2021-05-22,province,bc,1103.0,0,0,1102.0,0,412.0,412.0,7,359.0,2,407.0,25,403.0,1,0,0,0.25,0.56,0.0,0.0,0.0,1.7,6.14,0.0,0.0
2021-05-22,province,on,824.0,0,0,809.0,1,416.0,416.0,2,416.0,0,416.0,8,255.0,1,0,0,0.39,0.0,0.12,0.0,0.0,0.48,1.92,0.0,0.0
2021-05-22,province,qc,1040.0,0,0,646.0,14,112.0,112.0,8,112.0,0,,0,112.0,14,3,0,12.5,0.0,2.17,2.68,0.0,7.14,,0.0,0.0
