time_value,geo_type,geo_value,sarscov2_tests,sarscov2_positive_tests,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests,hcov_pct_positive,hmpv_pct_positive,sarscov2_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
2024-06-08,territory,yk,36.0,7.0,21.0,0.0,1.0,21.0,0.0,,,,,,,,,,0.0,1.0,,,19.444444444444446,0.0,,4.761904761904762,,,0.0,4.761904761904762
2023-09-23,province,qc,13455.0,2755.5840000000003,4734.0,14.202,0.0,3652.0,82.9004,1122.0,1134.0,12.0204,1124.0,12.026800000000001,,,1122.0,8.976,31.977,14.202,0.8,1.07,20.48,2.27,2.85,0.3,1.06,,0.3,0.0
2024-01-20,province,bc,4141.0,452.1972,4397.0,426.94870000000003,14.949800000000002,4214.0,284.8664,1003.0,1003.0,28.986700000000003,1003.0,48.0437,968.0,96.9936,968.0,30.976,13.039000000000001,441.8985,3.2,4.79,10.92,6.76,1.3,10.05,2.89,10.02,9.71,0.34
2023-09-30,nation,ca,40587.0,7950.993299999999,21530.0,109.80300000000001,19.377,20217.0,230.47379999999998,8627.0,8614.0,99.06099999999999,8680.0,44.268,7479.0,1385.1108,7026.0,19.672800000000002,113.8764,129.18,0.28,0.51,19.59,1.14,1.32,0.6,1.15,18.52,0.51,0.09
2023-12-09,province,on,11644.0,2173.9348,8466.0,599.3928,17.778599999999997,8465.0,626.4100000000001,6040.0,6041.0,71.2838,6037.0,36.8257,6046.0,272.07,4007.0,22.839899999999997,86.976,617.1714,0.57,0.61,18.67,7.4,1.44,7.289999999999999,1.18,4.5,7.08,0.21
2024-05-18,nation,ca,25259.0,2063.6603,24202.0,159.7332,580.848,21771.0,215.53289999999998,8563.0,8608.0,134.28480000000002,8514.0,302.24699999999996,6999.0,751.6926,7061.0,185.7043,602.8352,740.5812,2.63,3.55,8.17,0.99,7.04,3.06,1.56,10.74,0.66,2.4
2024-03-30,province,on,6962.0,297.97360000000003,6384.0,155.7696,210.03359999999998,6384.0,37.0272,4578.0,4578.0,39.828599999999994,4589.0,217.05970000000002,4589.0,235.8746,3111.0,201.9039,210.13019999999997,365.80319999999995,6.49,4.73,4.28,0.58,4.59,5.729999999999999,0.87,5.14,2.44,3.29
2023-11-11,province,bc,3545.0,510.83450000000005,3460.0,137.016,4.844,3459.0,123.8322,784.0,784.0,10.975999999999999,784.0,6.9776,743.0,159.96790000000001,743.0,6.018300000000001,39.983999999999995,141.85999999999999,0.81,0.89,14.41,3.58,5.1,4.1,1.4,21.53,3.96,0.14
2024-02-10,province,on,8519.0,722.4112,7402.0,535.1646000000001,111.03,7404.0,119.94480000000001,5194.0,5192.0,34.7864,5191.0,82.01780000000001,5191.0,221.1366,3456.0,241.92000000000002,89.8562,646.1946,7.0,1.58,8.48,1.62,1.73,8.73,0.67,4.26,7.23,1.5
2024-01-20,nation,ca,38190.0,4334.565,35213.0,3616.3751,278.1827,30827.0,1889.6951,11423.0,11461.0,127.2171,11426.0,251.372,9564.0,438.9876,9527.0,370.60030000000006,123.36840000000001,3894.5578,3.89,2.2,11.35,6.13,1.08,11.06,1.11,4.59,10.27,0.79
2023-12-09,province,qc,14467.0,3295.5826,8141.0,581.2674,9.7692,5930.0,658.823,1630.0,1652.0,61.949999999999996,1635.0,39.0765,,,1523.0,24.977199999999996,17.930000000000003,591.0365999999999,1.64,2.39,22.78,11.11,1.1,7.259999999999998,3.75,,7.14,0.12
2024-05-11,province,qc,7355.0,364.0725,8466.0,55.029,386.04959999999994,6002.0,133.8446,1654.0,1666.0,37.98479999999999,1652.0,89.0428,,,1530.0,48.04200000000001,87.0004,441.07859999999994,3.14,5.39,4.95,2.23,5.26,5.209999999999999,2.28,,0.65,4.56
2023-09-09,nation,ca,28237.0,4495.3304,15430.0,66.349,9.258,14361.0,101.9631,6321.0,6332.0,96.2464,6354.0,24.780600000000003,5414.0,803.9789999999999,5195.0,21.819,94.1829,75.607,0.42,0.39,15.92,0.71,1.49,0.49,1.52,14.85,0.43,0.06
2024-03-30,province,qc,8537.0,229.6453,9561.0,334.63500000000005,636.7626,6609.0,249.8202,1540.0,1565.0,48.0455,1536.0,105.98400000000001,,,1418.0,83.9456,56.98000000000001,971.3976,5.92,6.9,2.69,3.78,3.7,10.16,3.07,,3.5,6.66
2023-11-11,province,qc,11815.0,2351.185,5970.0,50.147999999999996,4.179,4680.0,372.996,1257.0,1274.0,37.9652,1256.0,27.003999999999998,,,1187.0,6.0537,23.0031,54.327,0.51,2.15,19.9,7.97,1.83,0.91,2.98,,0.84,0.07
2024-03-02,nation,ca,33779.0,2374.6637,32543.0,2186.8896,1311.4829,28626.0,1084.9254,10419.0,10484.0,172.98600000000002,10398.0,407.60159999999996,8601.0,557.3448000000001,8590.0,609.0310000000001,250.056,3498.3725,7.09,3.92,7.03,3.79,2.4,10.75,1.65,6.48,6.72,4.03
2023-10-28,province,on,9276.0,1794.906,6814.0,34.07,4.0884,6814.0,286.8694,5223.0,5223.0,36.0387,5200.0,16.12,5227.0,520.0865,3707.0,11.121,50.1408,38.1584,0.3,0.31,19.35,4.21,0.96,0.5599999999999999,0.69,9.95,0.5,0.06
2024-04-06,nation,ca,29672.0,1400.5184,30169.0,687.8531999999999,2039.4243999999999,26397.0,549.0576,9666.0,9717.0,153.5286,9626.0,494.77639999999997,8012.0,604.1048,7932.0,536.9964,436.90319999999997,2727.2776,6.77,5.14,4.72,2.08,4.52,9.04,1.58,7.54,2.28,6.76
2024-01-13,province,qc,13921.0,2053.3475,12702.0,1945.9464,24.1338,9029.0,554.3806,1882.0,1901.0,43.9131,1887.0,30.003300000000003,,,1719.0,42.975,9.9746,1970.0802,2.5,1.59,14.75,6.14,0.53,15.510000000000002,2.31,,15.32,0.19
2023-12-16,nation,ca,48215.0,8572.627,38612.0,5915.3584,139.0032,34607.0,2512.4682,12631.0,12719.0,254.38,12683.0,166.1473,11005.0,649.2950000000001,10458.0,153.7326,184.4126,6054.3616,1.47,1.31,17.78,7.26,1.46,15.68,2.0,5.9,15.32,0.36
2023-09-23,province,on,8514.0,1564.8732,5652.0,11.8692,2.826,5652.0,80.8236,4366.0,4365.0,27.063,4365.0,6.111000000000001,4365.0,746.8515,2995.0,11.98,75.96839999999999,14.6952,0.4,0.14,18.38,1.43,1.74,0.26,0.62,17.11,0.21,0.05
2023-10-21,province,on,9300.0,1567.98,6834.0,32.1198,4.7838,6834.0,254.22480000000002,5293.0,5292.0,40.2192,5298.0,16.9536,5298.0,573.2436,3707.0,1.8535000000000001,79.9243,36.9036,0.05,0.32,16.86,3.72,1.51,0.5399999999999999,0.76,10.82,0.47,0.07
2024-02-24,nation,ca,34145.0,2557.4605,33294.0,2666.8494,1055.4198,28917.0,1382.2326,10455.0,10525.0,136.82500000000002,10425.0,328.3875,8644.0,536.7924,8546.0,707.6088,192.37199999999999,3722.2691999999997,8.28,3.15,7.49,4.78,1.84,11.18,1.3,6.21,8.01,3.17
2024-04-06,province,bc,3303.0,348.1362,3455.0,78.083,103.99549999999999,3364.0,67.9528,880.0,880.0,36.96,880.0,46.992,852.0,85.0296,852.0,54.016799999999996,46.02400000000001,182.0785,6.34,5.34,10.54,2.02,5.23,5.27,4.2,9.98,2.26,3.01
2023-12-16,province,bc,3746.0,383.965,4496.0,639.7808,7.1936,4347.0,412.96500000000003,1082.0,1082.0,25.968,1082.0,29.9714,1059.0,153.0255,1059.0,18.9561,32.0272,646.9744,1.79,2.77,10.25,9.5,2.96,14.39,2.4,14.45,14.23,0.16
2024-05-11,province,on,6071.0,472.9309,5593.0,30.2022,60.9637,5592.0,19.012800000000002,4051.0,4051.0,29.977400000000003,4053.0,173.8737,4053.0,323.0241,2693.0,84.0216,262.0997,91.16590000000001,3.12,4.29,7.79,0.34,6.47,1.6300000000000001,0.74,7.97,0.54,1.09
2024-05-18,province,bc,2982.0,362.9094,3217.0,56.9409,45.038,3211.0,16.055,818.0,818.0,18.9776,818.0,36.9736,791.0,127.9838,791.0,20.9615,80.982,101.9789,2.65,4.52,12.17,0.5,9.9,3.17,2.32,16.18,1.77,1.4
2023-10-21,province,bc,3737.0,640.1480999999999,3599.0,38.1494,3.9589000000000003,3599.0,44.987500000000004,733.0,733.0,23.9691,733.0,7.9897,695.0,154.012,695.0,0.9730000000000001,15.9794,42.1083,0.14,1.09,17.13,1.25,2.18,1.17,3.27,22.16,1.06,0.11
2024-03-30,province,bc,3450.0,319.125,3681.0,113.0067,115.9515,3555.0,65.0565,927.0,927.0,36.987300000000005,927.0,74.9943,911.0,116.9724,911.0,56.026500000000006,52.00470000000001,228.95819999999998,6.15,8.09,9.25,1.83,5.61,6.219999999999999,3.99,12.84,3.07,3.15
2023-12-09,province,bc,4272.0,440.016,3590.0,471.0079999999999,3.9490000000000003,3475.0,324.9125,746.0,746.0,27.005200000000002,746.0,7.012399999999999,695.0,123.015,695.0,15.985,15.964400000000001,474.95699999999994,2.3,0.94,10.3,9.35,2.14,13.229999999999997,3.62,17.7,13.12,0.11
2023-12-02,province,on,11174.0,2241.5044,8447.0,375.89150000000006,14.359900000000001,8447.0,717.1503,5967.0,5967.0,81.1512,5965.0,28.035499999999995,5970.0,309.843,4241.0,17.812199999999997,82.9413,390.25140000000005,0.42,0.47,20.06,8.49,1.39,4.62,1.36,5.19,4.45,0.17
2023-10-21,nation,ca,39350.0,6996.43,24067.0,175.6891,19.253600000000002,22479.0,535.0002,9281.0,9286.0,132.7898,9321.0,42.876599999999996,8204.0,1076.3647999999998,7697.0,13.084900000000001,147.5679,194.9427,0.17,0.46,17.78,2.38,1.59,0.8099999999999999,1.43,13.12,0.73,0.08
2024-05-25,nation,ca,23789.0,1874.5731999999998,22042.0,110.21000000000001,321.8132,20107.0,164.87739999999997,8378.0,8406.0,130.293,8336.0,200.064,6808.0,780.1968,6960.0,139.20000000000002,592.3246,432.0232,2.0,2.4,7.88,0.82,7.07,1.96,1.55,11.46,0.5,1.46
2023-09-30,province,qc,15431.0,3286.803,4847.0,10.1787,3.8776,3788.0,90.1544,1117.0,1129.0,23.0316,1118.0,9.9502,,,1117.0,5.0265,20.999599999999997,14.0563,0.45,0.89,21.3,2.38,1.88,0.29000000000000004,2.04,,0.21,0.08
2024-03-23,province,bc,3552.0,348.096,3820.0,155.85600000000002,132.172,3707.0,104.1667,924.0,924.0,31.970399999999998,924.0,62.00039999999999,900.0,104.04,900.0,55.98,57.010799999999996,288.028,6.22,6.71,9.8,2.81,6.17,7.540000000000001,3.46,11.56,4.08,3.46
2024-01-20,province,qc,11599.0,1345.484,11099.0,1633.7728,39.9564,7837.0,456.1134,1843.0,1851.0,22.026899999999998,1837.0,42.9858,,,1698.0,70.9764,9.0307,1673.7292,4.18,2.34,11.6,5.82,0.49,15.079999999999998,1.19,,14.72,0.36
2024-03-23,province,on,7772.0,331.0872,6960.0,229.68,235.944,6961.0,34.1089,5076.0,5076.0,59.8968,5085.0,249.16500000000002,5085.0,277.1325,3452.0,256.1384,208.11599999999999,465.624,7.42,4.9,4.26,0.49,4.1,6.69,1.18,5.45,3.3,3.39
2024-05-18,province,qc,7113.0,438.1608,7668.0,26.0712,275.2812,5699.0,102.01209999999999,1540.0,1562.0,44.0484,1539.0,62.9451,,,1437.0,34.056900000000006,74.074,301.3524,2.37,4.09,6.16,1.79,4.81,3.93,2.82,,0.34,3.59
2023-12-02,province,qc,14100.0,3127.38,7199.0,272.1222,10.7985,5533.0,634.0818,1587.0,1613.0,61.93919999999999,1585.0,36.9305,,,1518.0,15.939000000000002,20.9484,282.9207,1.05,2.33,22.18,11.46,1.32,3.93,3.84,,3.78,0.15
2024-02-10,province,bc,3940.0,423.156,4119.0,329.1081,51.0756,3937.0,246.84989999999996,969.0,969.0,56.977199999999996,969.0,68.9928,918.0,114.0156,918.0,57.0078,31.977,380.1837,6.21,7.12,10.74,6.27,3.3,9.229999999999999,5.88,12.42,7.99,1.24
2023-09-30,province,on,9291.0,1659.3726,6186.0,22.8882,6.804600000000001,6186.0,87.8412,4948.0,4923.0,33.9687,4948.0,17.8128,4948.0,778.8152,3325.0,6.9825,65.8084,29.692800000000002,0.21,0.36,17.86,1.42,1.33,0.48000000000000004,0.69,15.74,0.37,0.11
2023-09-02,province,qc,9351.0,1524.213,3339.0,8.013599999999999,5.0085,2540.0,28.955999999999996,847.0,851.0,22.977000000000004,848.0,12.041599999999999,,,847.0,3.980899999999999,33.033,13.022099999999998,0.47,1.42,16.3,1.14,3.9,0.38999999999999996,2.7,,0.24,0.15
2023-11-11,province,on,9607.0,1752.3167999999998,7240.0,88.32799999999999,5.0680000000000005,7241.0,551.7642000000001,5242.0,5242.0,48.2264,5244.0,11.0124,5244.0,455.17920000000004,3607.0,10.0996,58.1862,93.39599999999999,0.28,0.21,18.24,7.62,1.11,1.2899999999999998,0.92,8.68,1.22,0.07
2024-03-23,province,qc,8609.0,193.7025,9578.0,365.8796,530.6211999999999,6480.0,215.78400000000002,1588.0,1614.0,24.0486,1589.0,87.0772,,,1455.0,90.06450000000001,37.0004,896.5007999999999,6.19,5.48,2.25,3.33,2.33,9.36,1.49,,3.82,5.54
2024-01-20,province,on,9942.0,1279.5353999999998,8812.0,762.238,39.654,8808.0,263.35920000000004,6099.0,6091.0,38.9824,6103.0,75.0669,6103.0,192.8548,4360.0,164.808,71.9682,801.892,3.78,1.23,12.87,2.99,1.18,9.100000000000001,0.64,3.16,8.65,0.45
2023-12-09,nation,ca,46876.0,8217.3628,34573.0,5096.0602,100.26169999999999,31232.0,2304.9216,11621.0,11699.0,214.0917,11654.0,139.848,9980.0,598.8,9440.0,105.72800000000001,161.53189999999998,5196.3219,1.12,1.2,17.53,7.38,1.39,15.03,1.83,6.0,14.74,0.29
2024-03-02,province,bc,3972.0,467.1072,4231.0,222.1275,82.9276,4096.0,176.9472,1082.0,1082.0,31.0534,1082.0,78.98599999999999,1041.0,143.0334,1041.0,56.0058,25.968,305.0551,5.38,7.3,11.76,4.32,2.4,7.21,2.87,13.74,5.25,1.96
2023-09-30,province,bc,3895.0,918.8305,3598.0,48.9328,2.1588,3598.0,20.1488,746.0,746.0,14.994599999999997,746.0,9.9964,715.0,180.9665,715.0,1.0010000000000001,7.012399999999999,51.0916,0.14,1.34,23.59,0.56,0.94,1.42,2.01,25.31,1.36,0.06
2024-03-30,nation,ca,29569.0,1434.0964999999999,29850.0,808.935,1970.1000000000001,26067.0,604.7543999999999,9394.0,9442.0,153.9046,9329.0,468.31579999999997,7851.0,577.8336,7797.0,469.3794,424.6088,2779.035,6.02,5.02,4.85,2.32,4.52,9.309999999999999,1.63,7.36,2.71,6.6
2023-12-30,province,on,11522.0,2037.0895999999998,9830.0,1476.466,61.929,9829.0,454.09979999999996,6809.0,4852.0,38.816,6809.0,66.7282,6808.0,224.66400000000002,4422.0,110.10780000000001,87.8361,1538.395,2.49,0.98,17.68,4.62,1.29,15.65,0.8,3.3,15.02,0.63
2024-01-06,province,on,11545.0,1943.0234999999998,9869.0,1151.7123,53.2926,9871.0,397.8013,7059.0,5219.0,39.1425,7012.0,75.0284,7012.0,263.65119999999996,4722.0,159.1314,112.944,1205.0049,3.37,1.07,16.83,4.03,1.6,12.209999999999999,0.75,3.76,11.67,0.54
2024-05-18,province,on,5798.0,510.8038000000001,5264.0,21.056,40.0064,5264.0,14.212800000000001,3898.0,3899.0,35.8708,3899.0,148.162,3899.0,301.0028,2517.0,62.925000000000004,229.98200000000003,61.0624,2.5,3.8,8.81,0.27,5.9,1.16,0.92,7.72,0.4,0.76
2024-04-27,province,qc,7721.0,274.09549999999996,8474.0,66.0972,550.8100000000001,5837.0,151.762,1588.0,1602.0,42.9336,1588.0,97.97959999999999,,,1450.0,70.03500000000001,80.988,616.9072000000001,4.83,6.17,3.55,2.6,5.1,7.280000000000002,2.68,,0.78,6.5
2024-04-06,province,on,7100.0,328.73,6699.0,180.87300000000002,229.77570000000003,6704.0,46.2576,4695.0,4695.0,35.2125,4699.0,263.14399999999995,4699.0,287.1089,3134.0,214.0522,204.2325,410.6487000000001,6.83,5.6,4.63,0.69,4.35,6.130000000000002,0.75,6.11,2.7,3.43
2023-11-11,nation,ca,38722.0,7035.787400000001,26520.0,1307.436,37.12800000000001,24764.0,1267.9168,9826.0,9843.0,142.7235,9825.0,58.95,8530.0,912.71,8119.0,34.099799999999995,162.12900000000002,1344.5639999999999,0.42,0.6,18.17,5.12,1.65,5.069999999999999,1.45,10.7,4.93,0.14
2023-09-23,province,bc,3377.0,762.8643,2928.0,43.041599999999995,0.0,2928.0,14.9328,776.0,776.0,9.0016,776.0,11.0192,747.0,183.9861,747.0,4.0338,11.0192,43.041599999999995,0.54,1.42,22.59,0.51,1.42,1.4699999999999998,1.16,24.63,1.47,0.0
2024-02-24,province,on,8077.0,550.8514,7189.0,457.93930000000006,168.9415,7189.0,81.95459999999999,5114.0,5114.0,40.912,5113.0,133.9606,5113.0,255.1387,3416.0,279.0872,93.07480000000001,626.8808,8.17,2.62,6.82,1.14,1.82,8.72,0.8,4.99,6.37,2.35
2023-11-04,province,on,9060.0,1548.354,6996.0,35.6796,4.1975999999999996,6997.0,405.82599999999996,5215.0,5215.0,54.236,5218.0,8.870600000000001,5218.0,437.7902,3508.0,15.0844,52.15,39.8772,0.43,0.17,17.09,5.8,1.0,0.5700000000000001,1.04,8.39,0.51,0.06
2024-01-13,nation,ca,44189.0,5757.8267,40233.0,4490.0028,225.30480000000003,35286.0,2208.9036,13182.0,12078.0,150.975,13207.0,216.59479999999996,11322.0,501.5646,10891.0,347.42289999999997,154.22939999999997,4715.3076,3.19,1.64,13.03,6.26,1.17,11.72,1.25,4.43,11.16,0.56
