time_value,geo_type,geo_value,sarscov2_tests,sarscov2_positive_tests,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests
2024-05-18,province,mb,1138.0,105,856.0,0,23,856.0,4,83.0,83.0,3,92.0,2,83.0,13,92.0,0,7,23
2024-05-18,territory,nu,166.0,9,140.0,1,6,140.0,14,,,0,,0,,0,,0,0,7
2024-05-18,province,nl,849.0,94,769.0,3,9,769.0,25,769.0,769.0,14,769.0,37,769.0,116,769.0,26,87,12
2024-05-18,province,pe,87.0,4,83.0,0,1,83.0,0,14.0,14.0,0,14.0,2,14.0,6,14.0,0,2,1
2024-05-18,province,ns,1100.0,112,1026.0,15,27,891.0,5,27.0,27.0,1,27.0,3,27.0,2,27.0,2,1,42
2024-05-18,province,sk,1158.0,75,879.0,5,31,774.0,11,351.0,351.0,8,351.0,4,351.0,65,351.0,6,35,36
2024-05-18,territory,yk,44.0,3,32.0,0,4,32.0,1,,,0,,0,,0,,0,0,4
2024-05-18,territory,nt,22.0,0,22.0,0,4,22.0,1,,22.0,0,22.0,0,22.0,5,,0,0,4
2024-05-11,territory,nu,178.0,27,167.0,0,7,167.0,10,,,0,,0,,0,,0,0,7
2024-05-11,territory,nt,10.0,0,10.0,0,1,10.0,0,,10.0,0,10.0,0,10.0,1,,0,0,1
2024-05-11,province,sk,1243.0,52,936.0,6,46,831.0,13,342.0,342.0,5,342.0,9,342.0,41,342.0,16,33,52
2024-05-11,territory,yk,45.0,1,36.0,1,4,36.0,0,,,0,,0,,0,,0,0,5
2024-05-11,province,ab,4140.0,283,3975.0,31,166,3742.0,27,982.0,982.0,6,898.0,2,977.0,100,982.0,48,67,197
2024-05-11,province,pe,142.0,8,127.0,0,1,127.0,1,22.0,22.0,3,22.0,0,22.0,6,22.0,2,9,1
2024-05-11,province,mb,1217.0,121,845.0,1,17,845.0,1,77.0,77.0,1,99.0,2,77.0,3,99.0,0,2,18
2024-05-11,province,ns,1244.0,104,1136.0,29,36,939.0,6,33.0,33.0,1,33.0,3,33.0,4,33.0,1,0,65
2024-05-11,province,nl,633.0,76,525.0,8,7,525.0,14,525.0,525.0,12,525.0,23,525.0,76,525.0,18,51,15
2024-05-11,province,nb,769.0,27,773.0,7,25,773.0,3,106.0,106.0,1,106.0,5,106.0,19,106.0,4,14,32
2024-05-04,province,ab,4199.0,289,4179.0,30,205,3985.0,24,1105.0,1105.0,8,1007.0,0,1096.0,101,1105.0,53,66,235
2024-05-04,province,pe,168.0,7,146.0,0,5,146.0,1,26.0,26.0,3,26.0,5,26.0,8,26.0,1,5,5
2024-05-04,territory,nu,187.0,27,153.0,0,2,153.0,7,,,0,,0,,0,,0,0,2
2024-05-04,territory,nt,18.0,0,18.0,0,2,18.0,1,,18.0,0,18.0,0,18.0,4,,0,0,2
2024-05-04,province,sk,1420.0,76,1047.0,5,71,868.0,14,367.0,367.0,1,367.0,3,367.0,44,367.0,14,40,76
2024-05-04,territory,yk,34.0,6,22.0,0,2,22.0,0,,,0,,0,,0,,0,0,2
2024-05-04,province,nl,685.0,65,541.0,6,12,541.0,15,541.0,541.0,11,541.0,27,541.0,71,541.0,25,49,18
2024-05-04,province,nb,846.0,24,848.0,6,30,848.0,5,113.0,113.0,2,113.0,0,113.0,15,113.0,11,18,36
2024-05-04,province,mb,1147.0,74,913.0,15,50,913.0,9,91.0,91.0,1,87.0,3,91.0,17,87.0,1,7,65
2024-05-04,province,ns,1234.0,79,1198.0,35,37,1096.0,14,31.0,31.0,1,31.0,1,31.0,2,31.0,3,0,72
2024-04-27,province,ab,3714.0,196,4198.0,18,251,3987.0,44,1062.0,1062.0,10,964.0,1,1052.0,108,1062.0,56,81,269
2024-04-27,province,mb,1284.0,70,1014.0,14,81,1014.0,10,100.0,100.0,2,100.0,5,100.0,19,100.0,3,14,95
2024-04-27,province,nb,870.0,35,873.0,11,34,873.0,6,101.0,101.0,3,101.0,10,101.0,24,101.0,2,17,45
2024-04-27,province,nl,617.0,87,515.0,3,8,515.0,14,515.0,515.0,11,515.0,24,515.0,65,515.0,28,36,11
2024-04-27,province,ns,1155.0,84,1143.0,39,47,961.0,7,26.0,26.0,0,26.0,0,26.0,7,26.0,0,4,86
2024-04-27,territory,nt,25.0,2,25.0,0,2,25.0,0,,25.0,0,25.0,1,25.0,3,,0,0,2
2024-04-27,territory,nu,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2024-04-27,territory,yk,29.0,1,22.0,0,1,22.0,1,,,0,,0,,0,,0,0,1
2024-04-27,province,sk,1285.0,59,1064.0,5,69,894.0,21,396.0,396.0,6,396.0,17,396.0,35,396.0,29,26,74
2024-04-27,province,pe,148.0,4,137.0,0,1,137.0,1,16.0,16.0,1,16.0,0,16.0,8,16.0,4,5,1
2024-04-20,province,ab,3497.0,176,4055.0,21,235,3868.0,45,1041.0,1041.0,9,959.0,3,1022.0,94,1041.0,47,50,256
2024-04-20,province,mb,1260.0,94,869.0,12,51,869.0,10,108.0,108.0,3,109.0,6,108.0,14,109.0,6,5,63
2024-04-20,province,nb,955.0,38,950.0,4,59,950.0,11,82.0,82.0,4,82.0,3,82.0,21,82.0,1,8,63
2024-04-20,province,nl,582.0,70,437.0,7,7,437.0,16,437.0,437.0,9,437.0,31,437.0,36,437.0,29,32,14
2024-04-20,province,ns,1325.0,80,1393.0,61,62,985.0,15,35.0,35.0,1,35.0,1,35.0,4,35.0,6,1,123
2024-04-20,province,pe,108.0,5,98.0,0,6,98.0,1,14.0,14.0,0,14.0,0,14.0,5,14.0,0,3,6
2024-04-20,province,sk,1347.0,50,980.0,4,75,816.0,33,335.0,335.0,5,335.0,9,335.0,30,335.0,28,29,79
2024-04-20,territory,nt,29.0,0,28.0,0,4,28.0,0,,28.0,1,28.0,0,28.0,6,,0,0,4
2024-04-20,territory,nu,164.0,13,136.0,0,7,136.0,17,,,0,,0,,0,,0,0,7
2024-04-20,territory,yk,41.0,0,27.0,0,3,27.0,0,,,0,,0,,0,,0,0,3
2024-04-13,province,mb,1355.0,110,1104.0,24,77,1104.0,18,97.0,97.0,1,96.0,4,97.0,15,96.0,3,8,101
2024-04-13,province,ab,4189.0,198,4323.0,36,284,4132.0,65,1149.0,1149.0,8,1064.0,1,1133.0,91,1149.0,52,103,320
2024-04-13,province,nl,593.0,77,467.0,6,13,467.0,14,467.0,467.0,5,467.0,26,467.0,30,467.0,15,26,19
2024-04-13,province,nb,1013.0,37,1023.0,7,76,1023.0,19,105.0,105.0,4,105.0,5,105.0,33,105.0,7,13,83
2024-04-13,province,ns,1464.0,87,1417.0,70,52,1084.0,18,31.0,31.0,1,31.0,0,31.0,4,31.0,2,1,122
2024-04-13,province,sk,1682.0,79,1243.0,16,143,1026.0,38,397.0,397.0,2,397.0,9,397.0,42,397.0,24,24,159
2024-04-13,territory,yk,38.0,1,27.0,3,5,27.0,0,,,0,,0,,0,,0,0,8
2024-04-13,territory,nu,203.0,14,178.0,1,13,178.0,13,,,0,,0,,0,,0,0,14
2024-04-13,territory,nt,29.0,1,29.0,1,3,29.0,1,,29.0,0,29.0,0,29.0,4,,0,0,4
2024-04-13,province,pe,173.0,6,142.0,1,12,142.0,5,23.0,23.0,3,23.0,3,23.0,8,23.0,3,6,13
2024-04-06,province,ab,4267.0,160,4318.0,49,337,4151.0,69,1117.0,1117.0,9,1056.0,0,1099.0,96,1117.0,72,63,386
2024-04-06,province,pe,154.0,5,138.0,0,17,138.0,4,14.0,14.0,3,14.0,3,15.0,7,15.0,1,4,17
2024-04-06,province,ns,1278.0,83,1259.0,59,64,999.0,18,30.0,30.0,1,30.0,2,30.0,4,30.0,2,0,123
2024-04-06,province,nl,557.0,48,436.0,3,19,436.0,22,436.0,436.0,6,436.0,24,436.0,36,436.0,36,18,22
2024-04-06,province,nb,975.0,42,1112.0,12,110,1112.0,30,117.0,117.0,2,117.0,16,117.0,16,117.0,4,6,122
2024-04-06,province,mb,1325.0,86,1062.0,17,70,1062.0,15,96.0,96.0,2,95.0,8,96.0,8,95.0,10,3,87
2024-04-06,province,sk,1613.0,77,1312.0,33,202,1059.0,38,384.0,384.0,3,384.0,14,384.0,28,384.0,30,17,235
2024-04-06,territory,yk,56.0,0,36.0,0,2,36.0,0,,,0,,0,,0,,0,0,2
2024-04-06,territory,nu,181.0,12,150.0,0,29,150.0,13,,,0,,0,,0,,0,0,29
2024-04-06,territory,nt,35.0,1,35.0,1,3,35.0,4,,35.0,1,35.0,1,35.0,5,,0,0,4
2024-03-30,territory,yk,31.0,0,22.0,0,0,22.0,0,,,0,,0,,0,,0,0,0
2024-03-30,territory,nu,216.0,17,183.0,2,48,183.0,23,,,0,,0,,0,,0,0,50
2024-03-30,territory,nt,25.0,3,23.0,0,1,23.0,0,,23.0,0,23.0,0,23.0,2,,0,0,1
2024-03-30,province,sk,1750.0,84,1348.0,35,214,1092.0,41,420.0,420.0,2,420.0,16,420.0,33,420.0,20,20,249
2024-03-30,province,nl,533.0,59,401.0,6,18,401.0,25,401.0,401.0,5,401.0,30,401.0,17,401.0,32,12,24
2024-03-30,province,nb,867.0,39,1092.0,22,109,1092.0,37,139.0,139.0,5,139.0,11,139.0,29,139.0,5,9,131
2024-03-30,province,mb,1280.0,85,1092.0,15,74,1092.0,24,75.0,75.0,1,83.0,8,75.0,7,83.0,7,1,89
2024-03-30,province,ns,1217.0,81,1215.0,80,38,948.0,17,26.0,26.0,1,26.0,2,26.0,2,26.0,1,0,118
2024-03-30,province,ab,4440.0,210,4230.0,39,403,4070.0,70,1028.0,1028.0,10,941.0,1,1012.0,105,1028.0,48,49,442
2024-03-30,province,pe,214.0,15,201.0,3,46,201.0,4,15.0,15.0,1,15.0,0,15.0,2,15.0,0,2,49
2024-03-23,province,pe,304.0,30,295.0,3,44,295.0,9,32.0,32.0,1,32.0,3,32.0,3,32.0,2,3,47
2024-03-23,province,sk,1605.0,80,1231.0,43,175,985.0,52,375.0,375.0,7,375.0,20,375.0,26,375.0,22,17,218
2024-03-23,territory,nt,40.0,2,41.0,0,2,41.0,1,,41.0,1,41.0,0,41.0,3,,0,0,2
2024-03-23,territory,nu,232.0,12,192.0,7,43,192.0,15,,,0,,0,,0,,0,0,50
2024-03-23,territory,yk,33.0,2,27.0,1,1,27.0,0,,,0,,0,,0,,0,0,2
2024-03-23,province,ns,1265.0,108,1250.0,94,29,1097.0,25,52.0,52.0,0,52.0,1,52.0,1,52.0,4,1,123
2024-03-23,province,nl,523.0,49,421.0,14,15,421.0,31,421.0,421.0,4,421.0,25,421.0,27,421.0,25,9,29
2024-03-23,province,nb,1114.0,61,1131.0,41,97,1131.0,39,87.0,87.0,3,87.0,4,87.0,12,87.0,5,6,138
2024-03-23,province,mb,1380.0,123,905.0,11,79,905.0,25,112.0,112.0,2,105.0,5,112.0,8,105.0,14,5,90
2024-03-23,province,ab,4524.0,262,4325.0,39,351,4088.0,100,1047.0,1046.0,4,984.0,1,1038.0,73,1047.0,68,56,390
2024-03-16,province,sk,1727.0,103,1236.0,23,153,1017.0,58,407.0,407.0,7,407.0,22,407.0,21,407.0,27,17,176
2024-03-16,territory,nt,33.0,1,33.0,0,3,33.0,9,,33.0,1,33.0,1,33.0,6,,0,0,3
2024-03-16,territory,nu,214.0,19,158.0,0,16,158.0,31,,,0,,0,,0,,0,0,16
2024-03-16,territory,yk,46.0,2,37.0,1,1,37.0,1,,,0,,0,,0,,0,0,2
2024-03-16,province,pe,275.0,21,265.0,9,43,265.0,20,24.0,24.0,2,24.0,2,24.0,4,24.0,4,0,52
2024-03-16,province,ab,4466.0,281,1543.0,26,101,1504.0,51,323.0,323.0,4,294.0,0,318.0,28,323.0,17,12,127
2024-03-16,province,ns,1306.0,127,1251.0,127,31,1099.0,23,34.0,34.0,0,34.0,2,34.0,5,34.0,2,2,158
2024-03-16,province,nl,565.0,37,452.0,19,7,452.0,36,452.0,452.0,5,452.0,33,452.0,16,452.0,21,7,26
2024-03-16,province,mb,1549.0,187,1115.0,10,38,1115.0,23,94.0,94.0,4,124.0,8,94.0,8,124.0,12,1,48
2024-03-16,province,nb,1200.0,46,1202.0,36,76,1203.0,76,116.0,116.0,2,116.0,11,116.0,16,116.0,4,3,112
2024-03-09,province,pe,223.0,10,198.0,15,21,198.0,21,25.0,25.0,1,25.0,5,25.0,4,25.0,1,1,36
2024-03-09,territory,yk,38.0,3,25.0,4,0,24.0,1,,,0,,0,,0,,0,0,4
2024-03-09,territory,nt,66.0,3,66.0,0,13,66.0,21,,66.0,4,66.0,1,66.0,3,,0,0,13
2024-03-09,province,ns,1167.0,118,1057.0,122,25,932.0,42,37.0,37.0,0,37.0,2,37.0,6,37.0,1,1,147
2024-03-09,province,nl,457.0,29,325.0,15,9,325.0,20,325.0,325.0,6,325.0,12,325.0,14,325.0,9,6,24
2024-03-09,province,nb,1265.0,74,1246.0,46,125,1245.0,93,96.0,96.0,2,96.0,7,96.0,20,96.0,13,5,171
2024-03-09,province,mb,1461.0,182,1050.0,13,31,1050.0,41,94.0,94.0,8,114.0,7,94.0,13,114.0,11,4,44
2024-03-09,territory,nu,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2024-03-09,province,ab,4737.0,316,4215.0,63,245,3990.0,127,1022.0,1022.0,12,967.0,0,1015.0,74,1022.0,47,39,308
2024-03-09,province,sk,1609.0,109,1171.0,7,126,998.0,53,383.0,383.0,7,383.0,21,383.0,26,383.0,21,9,133
2024-03-02,territory,nt,44.0,3,43.0,0,12,43.0,11,,43.0,5,43.0,0,43.0,2,,0,0,12
2024-03-02,territory,nu,119.0,9,84.0,0,8,84.0,18,,,0,,0,,0,,0,0,8
2024-03-02,territory,yk,54.0,2,39.0,4,1,39.0,1,,,0,,0,,0,,0,0,5
2024-03-02,province,ab,4641.0,356,4222.0,79,223,3993.0,143,1043.0,1043.0,10,977.0,3,1026.0,78,1043.0,47,35,302
2024-03-02,province,mb,1462.0,165,969.0,13,23,969.0,46,70.0,70.0,2,85.0,7,70.0,9,85.0,14,1,36
2024-03-02,province,sk,1689.0,137,1167.0,8,112,1001.0,68,413.0,413.0,6,413.0,28,413.0,25,413.0,27,8,120
2024-03-02,province,nl,530.0,40,420.0,29,4,420.0,27,420.0,420.0,17,420.0,12,420.0,19,420.0,20,4,33
2024-03-02,province,pe,220.0,7,214.0,11,19,214.0,28,30.0,30.0,3,30.0,1,30.0,3,30.0,8,1,30
2024-03-02,province,nb,1086.0,75,1152.0,48,81,1152.0,81,105.0,105.0,5,105.0,9,105.0,12,105.0,7,1,129
2024-03-02,province,ns,1156.0,88,1048.0,114,13,926.0,38,32.0,32.0,0,32.0,0,32.0,3,32.0,3,0,127
2024-02-24,province,nb,1128.0,87,1166.0,36,58,1166.0,99,104.0,104.0,3,104.0,6,104.0,19,104.0,10,1,94
2024-02-24,province,nl,584.0,34,481.0,48,8,481.0,41,481.0,481.0,8,481.0,19,481.0,16,481.0,30,2,56
2024-02-24,province,mb,1366.0,159,1028.0,14,22,1028.0,63,93.0,93.0,2,97.0,8,93.0,10,97.0,7,3,36
2024-02-24,province,ab,4180.0,350,4260.0,52,231,4040.0,237,1058.0,1058.0,9,982.0,1,1050.0,72,1058.0,70,18,283
2024-02-24,province,ns,1205.0,115,1097.0,121,11,898.0,32,38.0,38.0,0,38.0,0,38.0,1,38.0,3,0,132
2024-02-24,province,sk,1769.0,164,1363.0,4,100,1205.0,109,462.0,462.0,1,462.0,30,462.0,37,462.0,36,9,104
2024-02-24,province,pe,181.0,19,170.0,11,7,170.0,23,9.0,9.0,2,9.0,0,9.0,1,9.0,3,0,18
2024-02-24,territory,yk,71.0,10,31.0,1,1,30.0,0,,,0,,0,,0,,0,0,2
2024-02-24,territory,nu,153.0,17,99.0,0,5,99.0,18,,,0,,0,,0,,0,0,5
2024-02-24,territory,nt,59.0,2,58.0,0,9,58.0,29,,58.0,0,58.0,0,58.0,7,,0,0,9
2024-02-17,province,pe,193.0,12,180.0,17,5,180.0,31,18.0,18.0,1,18.0,2,18.0,3,18.0,2,0,22
2024-02-17,province,sk,1731.0,147,1298.0,18,65,1054.0,85,424.0,424.0,3,424.0,27,424.0,37,424.0,34,3,83
2024-02-17,territory,nt,36.0,0,36.0,0,7,36.0,18,,36.0,3,36.0,0,36.0,5,,0,0,7
2024-02-17,territory,nu,109.0,7,75.0,2,3,75.0,15,,,0,,0,,0,,0,0,5
2024-02-17,territory,yk,52.0,6,34.0,0,0,34.0,1,,,0,,0,,0,,0,0,0
2024-02-17,province,nl,684.0,63,476.0,57,12,476.0,46,476.0,476.0,5,476.0,15,476.0,17,476.0,34,7,69
2024-02-17,province,ns,1185.0,117,1099.0,132,15,827.0,30,42.0,42.0,0,42.0,0,42.0,3,42.0,1,1,147
2024-02-17,province,ab,4776.0,435,4421.0,75,162,4162.0,183,1151.0,1151.0,16,1119.0,1,1139.0,92,1151.0,62,27,237
2024-02-17,province,mb,1472.0,160,1171.0,17,14,1171.0,102,75.0,75.0,1,102.0,5,75.0,11,102.0,8,3,31
2024-02-17,province,nb,1123.0,92,1127.0,47,47,1127.0,105,83.0,83.0,2,83.0,1,83.0,16,83.0,2,0,94
2024-02-10,province,pe,200.0,5,193.0,15,4,193.0,38,22.0,22.0,0,22.0,1,22.0,7,22.0,1,0,19
2024-02-10,province,mb,1483.0,159,1128.0,14,17,1128.0,103,104.0,104.0,0,124.0,11,104.0,14,124.0,7,0,31
2024-02-10,territory,yk,45.0,4,33.0,0,0,33.0,0,,,0,,0,,0,,0,0,0
2024-02-10,territory,nu,120.0,7,95.0,0,4,95.0,21,,,0,,0,,0,,0,0,4
2024-02-10,territory,nt,31.0,3,31.0,0,0,31.0,9,,31.0,3,31.0,0,31.0,5,,0,0,0
2024-02-10,province,sk,1704.0,175,1282.0,18,61,1131.0,77,405.0,405.0,5,405.0,33,405.0,28,405.0,19,4,79
2024-02-10,province,nb,1174.0,101,1215.0,88,34,1214.0,152,142.0,142.0,16,142.0,9,142.0,44,142.0,14,0,122
2024-02-10,province,nl,757.0,69,588.0,104,4,588.0,72,588.0,588.0,10,588.0,13,588.0,14,588.0,27,6,108
2024-02-10,province,ns,1368.0,133,1234.0,193,22,954.0,35,30.0,30.0,1,30.0,0,30.0,4,30.0,0,0,215
2024-02-10,province,ab,4803.0,479,4472.0,87,142,4231.0,248,1205.0,1203.0,10,1166.0,0,1182.0,85,1205.0,63,21,229
2024-02-03,province,ab,4916.0,520,4435.0,97,109,4197.0,283,1069.0,1069.0,8,1026.0,0,1060.0,77,1069.0,29,24,206
2024-02-03,province,pe,256.0,12,244.0,44,3,244.0,35,20.0,20.0,3,20.0,1,20.0,6,20.0,0,1,47
2024-02-03,territory,yk,60.0,8,44.0,3,0,42.0,1,,,0,,0,,0,,0,0,3
2024-02-03,territory,nu,76.0,1,54.0,0,2,54.0,10,,,0,,0,,0,,0,0,2
2024-02-03,territory,nt,36.0,1,36.0,0,1,36.0,12,,36.0,2,36.0,1,36.0,2,,0,0,1
2024-02-03,province,sk,1814.0,147,1398.0,9,99,1231.0,118,435.0,435.0,15,435.0,44,435.0,28,435.0,19,7,108
2024-02-03,province,ns,1585.0,147,1506.0,259,44,1146.0,72,32.0,32.0,3,32.0,0,32.0,4,32.0,1,0,303
2024-02-03,province,nb,1224.0,107,1219.0,97,21,1206.0,137,103.0,103.0,5,103.0,2,103.0,11,103.0,10,1,118
2024-02-03,province,mb,1481.0,126,1152.0,28,11,1152.0,129,113.0,113.0,3,124.0,5,113.0,19,124.0,10,4,39
2024-02-03,province,nl,843.0,76,623.0,127,5,623.0,61,623.0,623.0,12,623.0,16,623.0,16,623.0,27,8,132
2024-01-27,province,ns,1563.0,187,1393.0,250,36,1009.0,68,30.0,30.0,0,30.0,0,30.0,1,30.0,0,0,286
2024-01-27,province,ab,5039.0,468,4326.0,98,88,4086.0,251,1010.0,1009.0,16,966.0,2,1002.0,60,1010.0,39,16,186
2024-01-27,province,mb,1555.0,120,1248.0,53,6,1248.0,90,87.0,87.0,1,115.0,13,87.0,6,115.0,4,0,59
2024-01-27,province,nb,1131.0,104,1149.0,87,6,1139.0,135,108.0,108.0,11,108.0,1,108.0,17,108.0,9,0,93
2024-01-27,province,nl,832.0,55,671.0,111,2,671.0,70,671.0,671.0,13,671.0,14,671.0,19,671.0,33,5,113
2024-01-27,province,pe,258.0,13,248.0,57,3,248.0,34,25.0,25.0,0,25.0,1,25.0,2,25.0,2,1,60
2024-01-27,territory,nu,95.0,5,86.0,0,0,86.0,25,,,0,,0,,0,,0,0,0
2024-01-27,territory,yk,59.0,1,49.0,3,0,49.0,3,,,0,,0,,0,,0,0,3
2024-01-27,territory,nt,44.0,2,44.0,1,0,44.0,15,,,0,,0,44.0,4,,0,0,1
2024-01-27,province,sk,1723.0,154,1387.0,11,100,1218.0,79,363.0,363.0,7,363.0,46,363.0,19,363.0,14,3,111
2024-01-20,province,ab,5151.0,526,4414.0,166,75,4183.0,333,1002.0,1002.0,13,961.0,2,987.0,58,1002.0,33,12,241
2024-01-20,province,ns,1559.0,202,1424.0,226,29,954.0,83,29.0,29.0,0,29.0,0,29.0,4,29.0,0,0,255
2024-01-20,province,pe,245.0,14,228.0,48,1,228.0,28,22.0,22.0,2,22.0,0,22.0,3,22.0,0,0,49
2024-01-20,province,sk,1837.0,212,1362.0,29,59,1194.0,99,454.0,454.0,7,454.0,55,454.0,37,454.0,19,3,88
2024-01-20,territory,nt,38.0,1,38.0,1,0,38.0,4,,,0,,0,38.0,7,,0,0,1
2024-01-20,territory,nu,85.0,3,75.0,4,0,75.0,17,,,0,,0,,0,,0,0,4
2024-01-20,territory,yk,44.0,3,27.0,2,0,27.0,1,,,0,,0,,0,,0,0,2
2024-01-20,province,mb,1560.0,122,1227.0,88,8,1227.0,100,105.0,105.0,3,128.0,11,105.0,8,128.0,6,1,96
2024-01-20,province,nb,1217.0,106,1226.0,116,2,1210.0,120,109.0,109.0,4,109.0,2,109.0,10,109.0,7,2,118
2024-01-20,province,nl,729.0,77,544.0,97,0,544.0,60,544.0,544.0,5,544.0,9,544.0,13,544.0,29,7,97
2024-01-13,province,ab,5555.0,592,5132.0,279,67,4802.0,376,1229.0,1229.0,16,1167.0,1,1213.0,62,1229.0,47,21,346
2024-01-13,territory,nu,127.0,5,120.0,20,0,120.0,31,,,0,,0,,0,,0,0,20
2024-01-13,province,sk,2079.0,205,1183.0,37,36,1000.0,72,131.0,131.0,2,131.0,28,131.0,11,131.0,1,1,73
2024-01-13,territory,nt,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2024-01-13,territory,yk,51.0,5,40.0,6,1,39.0,1,,,0,,0,,0,,0,0,7
2024-01-13,province,pe,330.0,17,294.0,90,0,294.0,21,22.0,22.0,1,22.0,0,22.0,3,22.0,0,0,90
2024-01-13,province,mb,1805.0,142,1391.0,134,4,1391.0,104,117.0,117.0,4,135.0,12,117.0,7,135.0,5,0,138
2024-01-13,province,nb,1345.0,121,1353.0,222,2,1327.0,108,109.0,109.0,2,109.0,0,109.0,10,109.0,4,0,224
2024-01-13,province,ns,1684.0,235,1465.0,191,10,1010.0,93,41.0,41.0,2,41.0,0,41.0,3,41.0,0,0,201
2024-01-13,province,nl,974.0,146,752.0,107,0,752.0,88,752.0,752.0,9,752.0,13,752.0,23,752.0,24,16,107
2024-01-06,province,pe,372.0,26,320.0,103,0,320.0,18,16.0,16.0,0,16.0,0,16.0,5,16.0,0,0,103
2024-01-06,province,nb,1624.0,162,1635.0,359,4,1603.0,123,114.0,114.0,2,114.0,4,114.0,4,114.0,6,0,363
2024-01-06,province,ns,1732.0,273,1523.0,190,6,1053.0,126,28.0,28.0,3,28.0,1,28.0,6,28.0,0,1,196
2024-01-06,province,sk,2357.0,254,1819.0,124,36,1548.0,84,498.0,498.0,4,498.0,69,498.0,41,498.0,15,9,160
2024-01-06,territory,nt,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2024-01-06,territory,nu,152.0,3,119.0,34,0,119.0,16,,,0,,0,,0,,0,0,34
2024-01-06,territory,yk,64.0,15,52.0,10,0,52.0,6,,,0,,0,,0,,0,0,10
2024-01-06,province,nl,743.0,106,654.0,88,5,654.0,64,654.0,654.0,4,654.0,10,654.0,21,654.0,18,13,93
2024-01-06,province,mb,1943.0,194,1335.0,177,11,1335.0,100,133.0,133.0,4,156.0,6,133.0,13,156.0,4,0,188
2024-01-06,province,ab,6203.0,676,5855.0,638,80,5526.0,437,1317.0,1317.0,17,1277.0,0,1300.0,49,1317.0,36,16,718
2023-12-30,territory,yk,53.0,4,40.0,4,0,39.0,6,,,0,,0,,0,,0,0,4
2023-12-30,territory,nu,141.0,8,101.0,35,0,101.0,19,,,0,,0,,0,,0,0,35
2023-12-30,territory,nt,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2023-12-30,province,sk,1899.0,214,1666.0,201,27,1394.0,84,400.0,400.0,5,400.0,33,400.0,16,400.0,8,1,228
2023-12-30,province,nl,695.0,97,554.0,109,1,554.0,53,554.0,554.0,10,554.0,13,554.0,19,554.0,7,10,110
2023-12-30,province,ns,1672.0,310,1450.0,181,13,1039.0,122,22.0,22.0,2,22.0,0,22.0,3,22.0,0,0,194
2023-12-30,province,ab,6031.0,566,5892.0,931,74,5657.0,529,1295.0,1294.0,16,1267.0,0,1289.0,53,1295.0,28,15,1005
2023-12-30,province,mb,2116.0,221,1554.0,326,15,1554.0,96,144.0,144.0,3,143.0,9,144.0,17,143.0,4,0,341
2023-12-30,province,pe,,0,,0,0,,0,,,0,,0,,0,,0,0,0
2023-12-30,province,nb,1522.0,171,1570.0,465,0,1538.0,114,110.0,110.0,0,110.0,3,110.0,12,110.0,4,0,465
2023-12-16,territory,yk,45.0,5,35.0,1,0,35.0,3,,,0,,0,,0,,0,0,1
2023-12-16,province,mb,2126.0,313,1499.0,274,4,1499.0,47,144.0,144.0,10,155.0,4,144.0,10,155.0,6,1,278
2023-12-16,province,ab,7124.0,733,6704.0,1706,56,6140.0,394,1503.0,1503.0,21,1466.0,0,1486.0,68,1503.0,29,26,1762
2023-12-16,territory,nt,72.0,3,71.0,44,0,71.0,8,,,0,,0,71.0,8,,0,0,44
2023-12-16,province,pe,234.0,30,115.0,11,0,115.0,10,24.0,24.0,1,24.0,0,24.0,5,24.0,0,2,11
2023-12-16,province,ns,1625.0,367,1253.0,61,1,919.0,117,35.0,35.0,2,35.0,0,35.0,4,35.0,0,0,62
2023-12-16,province,nl,718.0,129,562.0,74,1,562.0,30,562.0,562.0,7,562.0,10,562.0,28,562.0,2,11,75
2023-12-16,province,nb,1488.0,230,1433.0,282,1,1408.0,97,109.0,109.0,6,109.0,3,109.0,20,109.0,1,1,283
2023-12-16,territory,nu,221.0,12,179.0,75,0,179.0,16,,,0,,0,,0,,0,0,75
2023-12-16,province,sk,2729.0,296,2298.0,566,12,2009.0,46,443.0,443.0,4,443.0,32,443.0,24,443.0,0,4,578
2023-12-09,province,ns,1442.0,354,983.0,48,1,864.0,90,17.0,17.0,1,17.0,0,17.0,2,17.0,0,0,49
2023-12-09,province,pe,238.0,50,115.0,4,0,115.0,8,19.0,19.0,0,19.0,0,19.0,5,19.0,0,0,4
2023-12-09,province,ab,7459.0,860,5452.0,1458,32,5089.0,288,1133.0,1133.0,15,1114.0,1,1125.0,71,1133.0,20,15,1490
2023-12-09,territory,yk,55.0,4,41.0,6,0,41.0,3,,,0,,0,,0,,0,0,6
2023-12-09,territory,nu,276.0,22,165.0,68,0,165.0,10,,,0,,0,,0,,0,0,68
