time_value,geo_type,geo_value,sarscov2_pct_positive,flu_pct_positive,rsv_pct_positive
2023-11-11,province,nb,14.83,,
2023-11-11,province,nt,8.0,,
2023-11-11,province,ns,23.83,,
2023-11-11,province,nl,21.77,,
2023-11-11,province,pe,14.72,,
2023-11-11,province,mb,24.91,,
2023-11-11,province,ab,15.95,,
2023-11-11,nation,ca,18.17,5.07,5.12
2023-11-11,province,nu,11.11,,
2023-11-11,province,sk,14.79,,
2023-11-11,region,atlantic,20.12,2.17,2.77
2023-11-11,region,bc,14.41,4.1,3.58
2023-11-11,region,on,18.24,1.28,7.62
2023-11-11,region,prairies,16.98,13.13,2.14
2023-11-11,region,qc,19.9,0.9,7.97
2023-11-11,region,territories,10.81,4.0,6.4
2023-11-11,province,yt,11.54,,
2023-11-04,nation,ca,17.74,2.73,4.07
2023-11-04,province,pe,14.86,,
2023-11-04,province,ab,18.0,,
2023-11-04,province,nb,13.29,,
2023-11-04,province,nl,17.1,,
2023-11-04,province,ns,21.84,,
2023-11-04,province,nt,8.33,,
2023-11-04,province,nu,13.51,,
2023-11-04,province,mb,21.71,,
2023-11-04,province,sk,16.29,,
2023-11-04,region,prairies,18.12,6.98,1.79
2023-11-04,province,yt,23.73,,
2023-11-04,region,qc,18.42,0.7,6.88
2023-11-04,region,territories,15.98,2.08,2.78
2023-11-04,region,on,17.09,0.57,5.8
2023-11-04,region,bc,15.98,2.7,2.36
2023-11-04,region,atlantic,17.91,1.31,2.15
2023-10-28,nation,ca,17.89,1.26,3.25
2023-10-28,province,pe,10.98,,
2023-10-28,province,ab,16.35,,
2023-10-28,province,mb,18.62,,
2023-10-28,province,nb,14.41,,
2023-10-28,province,nl,18.66,,
2023-10-28,province,ns,20.36,,
2023-10-28,province,nt,17.65,,
2023-10-28,province,nu,20.71,,
2023-10-28,region,atlantic,17.74,0.96,1.78
2023-10-28,province,sk,17.71,,
2023-10-28,province,yt,6.98,,
2023-10-28,region,bc,14.87,1.55,1.74
2023-10-28,region,on,19.35,0.56,4.21
2023-10-28,region,prairies,17.05,2.5,1.22
2023-10-28,region,qc,18.29,0.75,6.24
2023-10-28,region,territories,17.5,0.88,0.0
2023-10-21,province,nl,18.91,,
2023-10-21,province,nt,16.22,,
2023-10-21,province,ns,22.76,,
2023-10-21,province,pe,14.03,,
2023-10-21,province,nb,16.44,,
2023-10-21,province,mb,16.83,,
2023-10-21,province,ab,17.78,,
2023-10-21,province,nu,18.8,,
2023-10-21,nation,ca,17.78,0.81,2.38
2023-10-21,province,sk,15.96,,
2023-10-21,region,atlantic,19.7,0.74,0.69
2023-10-21,region,bc,17.13,1.17,1.25
2023-10-21,region,on,16.86,0.54,3.72
2023-10-21,region,prairies,17.16,1.26,0.58
2023-10-21,region,qc,18.63,0.39,4.78
2023-10-21,region,territories,17.37,0.0,0.0
2023-10-21,province,yt,13.89,,
2023-10-14,province,pe,14.85,,
2023-10-14,province,ab,17.72,,
2023-10-14,province,mb,15.86,,
2023-10-14,province,nb,16.81,,
2023-10-14,province,nl,21.7,,
2023-10-14,province,ns,23.6,,
2023-10-14,province,nt,22.22,,
2023-10-14,province,nu,12.63,,
2023-10-14,nation,ca,17.55,0.52,1.8
2023-10-14,province,sk,14.87,,
2023-10-14,region,prairies,16.75,0.77,0.63
2023-10-14,region,territories,14.69,0.0,0.0
2023-10-14,region,qc,18.3,0.28,3.7
2023-10-14,province,yt,13.04,,
2023-10-14,region,on,15.27,0.3,2.48
2023-10-14,region,bc,19.13,0.76,1.04
2023-10-14,region,atlantic,20.74,0.57,0.83
2023-10-07,province,pe,12.04,,
2023-10-07,province,ab,16.81,,
2023-10-07,province,mb,17.17,,
2023-10-07,province,nb,17.07,,
2023-10-07,province,nl,20.23,,
2023-10-07,province,ns,30.5,,
2023-10-07,province,nt,8.33,,
2023-10-07,province,nu,14.0,,
2023-10-07,nation,ca,19.81,0.7,1.35
2023-10-07,province,sk,12.75,,
2023-10-07,province,yt,11.11,,
2023-10-07,region,atlantic,24.41,0.34,0.28
2023-10-07,region,bc,20.75,1.65,0.72
2023-10-07,region,on,17.61,0.31,1.95
2023-10-07,region,prairies,15.95,0.9,0.36
2023-10-07,region,qc,22.19,0.41,2.75
2023-10-07,region,territories,12.24,0.0,0.0
2023-09-30,province,pe,12.57,,
2023-09-30,province,ab,15.23,,
2023-09-30,province,mb,19.54,,
2023-09-30,province,nb,12.98,,
2023-09-30,province,nl,17.37,,
2023-09-30,province,ns,30.51,,
2023-09-30,province,nt,17.39,,
2023-09-30,province,nu,16.3,,
2023-09-30,nation,ca,19.59,0.6,1.14
2023-09-30,province,sk,13.21,,
2023-09-30,region,prairies,15.65,0.6,0.43
2023-09-30,region,territories,12.9,0.0,0.0
2023-09-30,region,qc,21.3,0.29,2.38
2023-09-30,province,yt,7.04,,
2023-09-30,region,on,17.86,0.48,1.42
2023-09-30,region,atlantic,22.65,0.21,0.79
2023-09-30,region,bc,23.59,1.42,0.56
2023-09-23,province,sk,9.9,,
2023-09-23,nation,ca,18.6,0.53,1.15
2023-09-23,province,ab,13.69,,
2023-09-23,province,mb,20.26,,
2023-09-23,province,nb,12.74,,
2023-09-23,province,nl,14.19,,
2023-09-23,province,ns,24.7,,
2023-09-23,province,nu,11.63,,
2023-09-23,province,nt,3.45,,
2023-09-23,province,pe,6.85,,
2023-09-23,region,atlantic,18.38,0.07,1.3
2023-09-23,region,bc,22.59,1.47,0.51
2023-09-23,region,on,18.38,0.27,1.43
2023-09-23,region,prairies,14.23,0.64,0.37
2023-09-23,region,qc,20.48,0.3,2.27
2023-09-23,region,territories,10.34,0.0,0.0
2023-09-23,province,yt,11.86,,
2023-09-16,province,nl,13.99,,
2023-09-16,province,nu,9.52,,
2023-09-16,province,nt,22.22,,
2023-09-16,province,ns,24.85,,
2023-09-16,province,pe,5.33,,
2023-09-16,province,nb,15.12,,
2023-09-16,province,mb,14.41,,
2023-09-16,province,ab,12.38,,
2023-09-16,nation,ca,16.48,0.52,0.82
2023-09-16,province,sk,9.02,,
2023-09-16,province,yt,8.93,,
2023-09-16,region,atlantic,18.62,0.08,0.25
2023-09-16,region,bc,20.64,1.33,0.41
2023-09-16,region,on,15.66,0.29,1.01
2023-09-16,region,prairies,12.11,0.45,0.38
2023-09-16,region,qc,18.11,0.48,1.67
2023-09-16,region,territories,10.07,0.0,1.09
2023-09-09,nation,ca,15.92,0.49,0.71
2023-09-09,province,ab,11.65,,
2023-09-09,province,mb,15.81,,
2023-09-09,province,nb,13.42,,
2023-09-09,province,nl,19.57,,
2023-09-09,province,ns,25.16,,
2023-09-09,province,nt,50.0,,
2023-09-09,province,nu,11.59,,
2023-09-09,province,pe,14.2,,
2023-09-09,province,sk,8.37,,
2023-09-09,province,yt,22.41,,
2023-09-09,region,atlantic,20.2,0.0,0.57
2023-09-09,region,bc,16.7,1.56,0.24
2023-09-09,region,on,15.46,0.4,0.88
2023-09-09,region,prairies,11.9,0.42,0.18
2023-09-09,region,qc,17.37,0.22,1.64
2023-09-09,region,territories,17.05,0.0,0.0
2023-09-02,province,sk,6.72,,
2023-09-02,province,mb,13.46,,
2023-09-02,province,nb,14.33,,
2023-09-02,province,nl,16.19,,
2023-09-02,province,ns,19.86,,
2023-09-02,province,nt,,,
2023-09-02,province,nu,3.64,,
2023-09-02,province,pe,11.93,,
2023-09-02,province,ab,10.76,,
2023-09-02,province,yt,17.91,,
2023-09-02,region,atlantic,16.92,0.0,0.0
2023-09-02,region,bc,18.03,2.46,0.32
2023-09-02,region,on,12.39,0.49,0.81
2023-09-02,region,prairies,10.59,0.57,0.2
2023-09-02,region,qc,16.3,0.39,1.14
2023-09-02,region,territories,11.48,2.38,1.19
2023-09-02,nation,ca,14.4,0.76,0.58
