epiweek,time_value,issue,geo_type,geo_value,weekorder,sarscov2_tests,sarscov2_positive_tests,flu_tests,flu_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,hcov_pct_positive,hmpv_pct_positive,sarscov2_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
202535,2025-08-30,2025-10-17 10:57:19,lab,nl,1,229.0,23.0,210.0,1.0,0.0,1.0,210.0,1.0,210.0,210.0,2.0,210.0,2.0,210.0,23.0,210.0,0.0,11.0,0.0,0.9523809523809524,10.04366812227074,0.4761904761904762,5.238095238095238,0.4761904761904762,0.9523809523809524,10.952380952380953,0.0,0.4761904761904762
202535,2025-08-30,2025-10-17 10:57:19,lab,pe,1,33.0,5.0,7.0,0.0,0.0,0.0,7.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,15.151515151515152,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0
202535,2025-08-30,2025-10-17 10:57:19,lab,ns,1,587.0,61.0,592.0,2.0,1.0,1.0,592.0,0.0,23.0,23.0,1.0,23.0,0.0,23.0,3.0,23.0,0.0,0.0,0.0,0.0,10.391822827938672,0.0,0.0,0.3378378378378378,4.3478260869565215,13.043478260869565,0.1689189189189189,0.1689189189189189
202535,2025-08-30,2025-10-17 10:57:19,lab,nb,1,472.0,18.0,330.0,1.0,1.0,0.0,321.0,0.0,70.0,70.0,2.0,70.0,3.0,70.0,9.0,70.0,0.0,0.0,0.0,4.285714285714286,3.8135593220338975,0.0,0.0,0.303030303030303,2.857142857142857,12.857142857142856,0.303030303030303,0.0
202535,2025-08-30,2025-10-17 10:57:19,region,atlantic,1,1321.0,107.0,1139.0,4.0,2.0,2.0,1130.0,1.0,306.0,306.0,5.0,306.0,5.0,306.0,36.0,306.0,0.0,11.0,0.0,1.6339869281045754,8.0999242997729,0.0884955752212389,3.594771241830065,0.3511852502194907,1.6339869281045754,11.76470588235294,0.1755926251097453,0.1755926251097453
202535,2025-08-30,2025-10-17 10:57:19,lab,région nord-est,1,535.0,42.0,347.0,0.0,0.0,0.0,219.0,0.0,21.0,21.0,0.0,21.0,0.0,25.0,2.0,21.0,0.0,1.0,0.0,0.0,7.850467289719626,0.0,4.761904761904762,0.0,0.0,8.0,0.0,0.0
202535,2025-08-30,2025-10-17 10:57:19,lab,québec-chaudière-appalaches,1,975.0,61.0,736.0,2.0,0.0,2.0,736.0,0.0,196.0,207.0,7.0,196.0,0.0,224.0,35.0,196.0,1.0,0.0,0.5102040816326531,0.0,6.256410256410256,0.0,0.0,0.2717391304347826,3.3816425120772946,15.625,0.0,0.2717391304347826
202535,2025-08-30,2025-10-17 10:57:19,lab,centre-du-québec,1,922.0,87.0,567.0,1.0,1.0,0.0,443.0,3.0,42.0,42.0,1.0,42.0,0.0,47.0,13.0,42.0,0.0,3.0,0.0,0.0,9.436008676789587,0.6772009029345373,7.142857142857142,0.1763668430335097,2.380952380952381,27.659574468085108,0.1763668430335097,0.0
202535,2025-08-30,2025-10-17 10:57:19,lab,montréal-laval,1,1655.0,140.0,1227.0,9.0,6.0,3.0,1035.0,3.0,547.0,547.0,7.0,547.0,1.0,585.0,57.0,547.0,0.0,11.0,0.0,0.1828153564899451,8.459214501510575,0.2898550724637681,2.010968921389397,0.7334963325183375,1.279707495429616,9.743589743589745,0.4889975550122249,0.2444987775061124
202535,2025-08-30,2025-10-17 10:57:19,lab,ouest du québec,1,678.0,58.0,525.0,0.0,0.0,0.0,523.0,3.0,17.0,17.0,0.0,17.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,8.55457227138643,0.5736137667304015,0.0,0.0,0.0,10.0,0.0,0.0
