time_value,geo_type,geo_value,rsv_pct_positive,flu_pct_positive
2017-08-26,territory,yk,0.0,100.0
2016-12-31,province,on,15.62,27.42
2017-06-03,region,territories,6.67,26.67
2016-09-17,region,atlantic,2.17,1.16
2016-11-05,region,territories,1.59,19.05
2016-12-31,nation,ca,17.8,23.07
2017-06-03,region,prairies,0.51,5.48
2016-12-31,province,bc,18.73,35.21
2017-06-03,region,atlantic,1.54,10.23
2017-06-03,province,qc,1.27,1.67
2016-12-24,region,territories,9.68,25.81
2016-09-17,region,prairies,1.15,1.28
2016-11-05,region,prairies,5.7,5.89
2017-06-03,province,on,0.7,2.81
2016-12-31,province,qc,14.11,19.77
2017-06-03,province,bc,0.74,8.17
2016-12-31,region,atlantic,10.28,7.59
2017-06-03,nation,ca,0.86,4.14
2017-06-10,nation,ca,0.77,3.6
2016-12-24,region,prairies,18.72,19.07
2016-11-12,province,on,3.23,3.07
2016-11-12,province,bc,1.46,14.28
2016-12-17,region,territories,10.0,25.71
2017-06-10,region,territories,5.0,20.0
2016-12-24,nation,ca,15.23,16.08
2017-06-10,region,prairies,0.41,5.66
2016-09-03,nation,ca,1.34,0.11
2016-12-24,province,bc,16.01,24.7
2016-09-17,province,on,1.19,1.03
2017-06-10,region,atlantic,1.79,8.97
2017-06-10,province,bc,0.46,2.32
2016-12-24,province,on,14.15,16.1
2017-06-10,province,qc,1.15,1.56
2016-12-24,province,qc,12.78,12.47
2017-06-10,province,on,0.67,2.35
2016-09-17,province,qc,1.03,0.42
2016-11-12,nation,ca,4.43,4.55
2016-12-24,region,atlantic,9.66,2.96
2016-12-31,region,prairies,23.43,22.77
2016-09-17,region,territories,19.23,3.85
2017-05-27,region,territories,0.0,35.71
2017-01-14,province,bc,10.83,50.9
2017-01-07,region,territories,31.03,17.24
2017-05-20,province,qc,1.71,6.28
2016-09-24,province,on,1.06,1.59
2017-01-14,nation,ca,14.05,27.09
2017-05-20,province,on,1.97,6.29
2016-11-05,province,bc,2.11,7.53
2017-05-20,province,bc,2.71,5.42
2017-05-20,nation,ca,2.12,6.95
2016-11-05,region,atlantic,0.57,2.32
2017-01-14,province,on,11.21,33.52
2016-09-24,province,qc,1.19,1.21
2017-05-13,region,territories,0.0,29.17
2016-11-05,nation,ca,3.35,3.57
2017-05-13,region,prairies,0.37,10.34
2017-01-14,province,qc,14.58,17.37
2017-05-13,region,atlantic,7.59,15.13
2017-05-20,region,atlantic,6.81,6.67
2017-01-07,region,prairies,20.74,24.4
2017-05-20,region,prairies,1.13,8.97
2016-11-05,province,on,2.79,1.83
2016-12-31,region,territories,25.0,10.0
2017-05-27,region,prairies,1.75,7.04
2017-05-27,region,atlantic,1.18,7.15
2017-01-07,nation,ca,15.62,24.1
2017-05-27,province,qc,1.41,2.79
2017-01-07,province,bc,17.08,40.69
2016-09-24,nation,ca,1.24,1.74
2016-11-05,province,qc,2.4,1.13
2017-05-27,province,on,0.9,6.77
2017-01-07,province,on,13.44,24.58
2017-05-27,province,bc,0.43,7.83
2017-01-07,province,qc,13.39,20.58
2016-09-24,province,bc,0.53,8.95
2017-01-07,region,atlantic,11.11,16.1
2017-05-20,region,territories,0.0,17.39
2017-06-17,nation,ca,0.96,2.23
2016-12-17,region,prairies,16.81,15.99
2017-07-22,nation,ca,0.11,1.49
2017-07-08,nation,ca,0.3,2.83
2017-07-08,province,qc,0.39,1.34
2016-12-03,nation,ca,9.47,6.73
2017-07-08,province,on,0.66,1.31
2016-12-03,province,bc,7.89,5.02
2017-07-08,province,bc,0.0,7.77
2016-12-03,province,on,8.63,4.66
2016-09-10,province,on,1.24,0.83
2017-07-01,region,territories,0.0,18.18
2017-07-08,region,atlantic,0.0,5.15
2016-11-19,province,bc,3.23,8.21
2016-12-03,province,qc,7.2,4.19
2017-07-01,region,prairies,0.0,2.25
2017-07-01,region,atlantic,0.86,3.45
2016-12-03,region,atlantic,6.06,5.56
2016-09-10,province,qc,0.24,0.25
2016-12-03,region,prairies,12.62,10.56
2016-11-19,province,on,4.16,2.35
2016-09-10,province,bc,0.0,6.54
2016-09-17,province,bc,0.7,2.1
2017-07-15,province,on,0.64,0.8
2016-09-03,region,territories,5.88,0.0
2016-11-26,province,on,9.18,3.14
2017-07-15,region,territories,0.0,26.67
2017-07-15,region,prairies,0.18,0.88
2016-11-26,province,qc,7.25,3.37
2017-07-15,region,atlantic,0.0,0.0
2017-07-15,province,qc,0.37,1.1
2016-11-26,region,atlantic,2.6,3.47
2017-07-08,region,prairies,0.0,3.04
2016-09-10,nation,ca,1.09,1.1
2016-11-19,province,qc,3.01,2.93
2017-07-15,province,bc,0.0,2.63
2017-07-15,nation,ca,0.35,1.23
2016-11-26,region,prairies,11.13,7.06
2017-07-08,region,territories,0.0,16.67
2016-11-26,region,territories,5.56,35.19
2017-07-01,province,qc,0.88,1.13
2017-07-01,province,on,0.31,1.38
2016-11-19,nation,ca,5.27,4.37
2017-06-17,region,atlantic,1.99,5.96
2016-12-10,region,territories,0.0,35.29
2017-06-24,nation,ca,0.42,1.86
2017-06-17,region,territories,0.0,17.65
2016-11-12,region,atlantic,2.34,1.17
2016-12-17,nation,ca,13.19,11.41
2017-06-17,region,prairies,0.47,3.28
2016-12-17,province,bc,12.12,14.82
2016-09-17,nation,ca,1.37,1.09
2016-12-03,region,territories,8.82,29.41
2016-12-17,province,on,12.0,10.12
2017-06-17,province,qc,1.94,0.93
2016-11-12,province,qc,3.28,1.94
2016-12-17,province,qc,11.32,7.54
2017-06-17,province,on,0.45,1.58
2016-12-17,region,atlantic,7.39,4.63
2017-06-17,province,bc,1.08,1.62
2016-09-10,region,territories,5.26,5.56
2016-12-10,region,prairies,16.71,14.66
2017-06-24,province,bc,0.0,2.35
2016-12-10,region,atlantic,4.76,4.74
2017-07-01,province,bc,0.0,1.12
2017-07-01,nation,ca,0.36,1.75
2016-12-10,nation,ca,12.26,9.59
2016-09-10,region,atlantic,1.82,0.0
2016-12-10,province,bc,9.54,10.82
2017-06-24,region,territories,0.0,6.25
2016-11-12,region,territories,8.89,4.44
2017-06-24,region,prairies,0.18,2.66
2016-12-10,province,on,12.5,8.45
2017-06-24,region,atlantic,2.1,2.1
2016-12-10,province,qc,8.47,5.17
2016-09-10,region,prairies,1.6,0.88
2017-06-24,province,qc,0.57,1.74
2017-06-24,province,on,0.3,0.91
2016-11-12,region,prairies,7.67,6.37
2017-01-14,region,atlantic,12.32,16.9
2016-09-24,region,atlantic,0.0,0.86
2017-01-14,region,prairies,19.29,20.14
2016-10-22,province,on,1.92,1.67
2017-02-18,province,on,14.72,23.09
2016-10-08,region,prairies,1.8,1.39
2017-04-01,province,on,8.76,14.67
2017-02-18,province,qc,16.48,25.06
2017-04-01,province,bc,5.25,20.79
2016-10-08,region,territories,17.86,0.0
2017-04-01,nation,ca,8.54,14.5
2017-02-18,region,atlantic,26.76,30.77
2017-02-18,province,bc,8.76,43.25
2017-03-25,region,territories,7.55,28.3
2017-02-18,region,prairies,15.66,15.29
2017-03-25,region,prairies,6.11,14.1
2017-02-18,region,territories,34.69,20.41
2017-03-25,region,atlantic,11.51,28.78
2016-10-22,province,bc,1.01,9.12
2017-02-25,nation,ca,13.43,24.03
2017-04-01,province,qc,9.97,10.81
2017-04-01,region,atlantic,15.68,27.51
2017-05-13,province,qc,3.13,7.63
2016-10-08,province,on,1.29,0.39
2017-04-08,region,atlantic,13.42,21.08
2017-02-11,region,atlantic,11.27,25.77
2016-10-08,province,bc,0.41,14.34
2017-04-08,province,qc,7.1,10.07
2017-04-08,province,on,5.63,13.52
2016-10-22,region,atlantic,0.61,0.63
2017-02-11,region,prairies,15.65,16.67
2017-04-08,province,bc,4.51,11.59
2016-10-08,region,atlantic,2.08,0.9
2017-02-11,region,territories,43.28,13.43
2017-04-08,nation,ca,6.31,12.66
2017-02-18,nation,ca,15.53,24.9
2016-10-08,province,qc,0.35,0.35
2017-04-01,region,territories,18.0,30.0
2017-04-01,region,prairies,4.47,13.33
2016-10-22,province,qc,0.89,0.93
2017-03-25,province,qc,9.95,12.76
2017-02-25,province,bc,12.23,40.44
2017-03-25,province,on,8.79,14.88
2016-10-15,region,atlantic,0.0,0.0
2016-10-15,province,bc,1.76,10.57
2017-03-04,province,qc,13.64,18.78
2017-03-18,nation,ca,10.05,16.19
2017-03-04,region,atlantic,13.61,30.32
2017-03-11,region,territories,22.03,16.95
2017-03-04,region,prairies,11.18,14.67
2017-03-11,region,prairies,8.29,11.07
2016-10-15,province,on,0.58,0.19
2017-02-25,province,on,13.2,22.72
2017-03-04,region,territories,29.82,29.82
2017-03-11,region,atlantic,17.5,28.03
2017-03-11,province,qc,13.31,16.73
2017-03-11,nation,ca,11.28,20.45
2017-03-11,province,on,9.79,17.78
2017-03-11,province,bc,6.9,48.83
2016-10-15,province,qc,0.88,0.49
2017-03-18,province,bc,9.45,17.68
2016-10-15,region,prairies,2.46,1.16
2017-03-18,province,on,8.41,17.15
2017-03-04,province,on,12.05,17.89
2017-03-25,province,bc,7.48,12.21
2016-10-22,nation,ca,2.11,2.05
2017-02-25,province,qc,13.97,23.22
2017-03-25,nation,ca,8.8,15.03
2017-02-25,region,atlantic,12.75,34.51
2017-02-25,region,prairies,12.55,15.29
2017-03-18,region,territories,25.81,3.23
2017-02-25,region,territories,37.93,27.12
2017-03-18,region,prairies,7.31,14.36
2016-10-15,region,territories,28.89,6.67
2017-03-18,region,atlantic,13.96,26.47
2017-03-04,nation,ca,12.28,21.73
2016-10-15,nation,ca,1.74,1.46
2017-03-04,province,bc,8.46,48.33
2017-03-18,province,qc,11.53,14.18
2017-04-08,region,prairies,3.53,13.9
