time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests,hcov_pct_positive,hmpv_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
2017-08-26,territory,yk,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,,,0.0,,100.0,,,100.0,0.0
2016-12-31,province,on,2050.0,558.01,4.1,1850.0,288.97,1439.0,1439.0,24.031299999999998,1451.0,52.961499999999994,1408.0,88.9856,1389.0,143.067,49.0699,562.11,10.3,3.65,15.62,3.41,27.42,1.67,6.32,27.22,0.2
2017-06-03,region,territories,15.0,0.0,4.0005,15.0,1.0005,,,,,,,,,,,4.0005,,,6.67,,26.669999999999998,,,0.0,26.67
2016-09-17,region,atlantic,86.0,0.9975999999999999,0.0,92.0,1.9964,59.0,52.0,3.9988000000000006,59.0,0.0,59.0,6.9974,15.0,0.0,2.0000999999999998,0.9975999999999999,0.0,0.0,2.17,3.39,1.16,7.69,11.86,1.16,0.0
2016-11-05,region,territories,63.0,12.0015,0.0,63.0,1.0017,,,,,,,,,,,12.0015,,,1.59,,19.05,,,19.05,0.0
2016-12-31,nation,ca,8461.0,1918.9548,32.9979,7383.0,1314.1740000000002,4389.0,4400.0,87.11999999999999,4226.0,84.94259999999998,3719.0,232.06560000000002,4099.0,275.8627,172.92659999999998,1951.9527,6.73,2.01,17.8,3.94,23.07,1.98,6.24,22.68,0.39
2017-06-03,region,prairies,803.0,10.037500000000001,33.9669,777.0,3.9627000000000003,753.0,753.0,22.9665,711.0,62.9946,753.0,172.9641,711.0,15.002099999999999,35.9934,44.004400000000004,2.11,8.86,0.51,4.78,5.48,3.05,22.97,1.25,4.23
2016-12-31,province,bc,534.0,187.0068,1.0146,534.0,100.0182,168.0,168.0,0.0,168.0,3.9983999999999997,168.0,26.997600000000002,168.0,7.9967999999999995,19.0008,188.0214,4.76,2.38,18.73,11.31,35.21,0.0,16.07,35.02,0.19
2017-06-03,region,atlantic,127.0,2.9972,9.994900000000001,130.0,2.0020000000000002,83.0,83.0,0.996,83.0,4.9966,83.0,12.9978,44.0,0.0,8.0012,12.9921,0.0,6.02,1.54,9.64,10.23,1.2,15.66,2.36,7.87
2017-06-03,province,qc,779.0,0.0,13.0093,709.0,9.004299999999999,388.0,390.0,14.001000000000001,337.0,2.9993,0.0,0.0,336.0,2.016,19.012,13.0093,0.6,0.89,1.27,4.9,1.67,3.59,0.0,0.0,1.67
2016-12-24,region,territories,62.0,16.0022,0.0,62.0,6.0016,,,,,,,,,,,16.0022,,,9.68,,25.81,,,25.81,0.0
2016-09-17,region,prairies,701.0,8.972800000000001,0.0,697.0,8.0155,682.0,682.0,7.979399999999999,645.0,1.032,682.0,253.9768,645.0,5.998500000000001,10.9802,8.972800000000001,0.93,0.16,1.15,1.61,1.2800000000000002,1.17,37.24,1.28,0.0
2016-11-05,region,prairies,1070.0,60.99,2.033,1053.0,60.021,950.0,950.0,11.97,899.0,1.9778000000000002,950.0,195.035,899.0,22.0255,24.985,63.023,2.45,0.22,5.7,2.63,5.89,1.26,20.53,5.7,0.19
2017-06-03,province,on,996.0,8.964,19.0236,993.0,6.951,790.0,769.0,27.991600000000002,771.0,29.991900000000005,769.0,188.0205,735.0,13.965,59.013000000000005,27.9876,1.9,3.89,0.7,7.47,2.81,3.64,24.45,0.9,1.91
2016-12-31,province,qc,3232.0,619.8976,19.0688,2346.0,331.0206,639.0,650.0,33.019999999999996,538.0,10.006800000000002,0.0,0.0,538.0,27.007599999999996,18.0198,638.9664,5.02,1.86,14.11,2.82,19.770000000000003,5.08,0.0,19.18,0.59
2017-06-03,province,bc,269.0,7.9893,13.988000000000001,269.0,1.9906000000000001,163.0,163.0,8.003300000000001,163.0,6.9927,133.0,36.003099999999996,133.0,4.003299999999999,8.9976,21.9773,3.01,4.29,0.74,5.52,8.17,4.91,27.07,2.97,5.2
2016-12-31,region,atlantic,224.0,17.0016,0.0,214.0,21.9992,113.0,113.0,4.994599999999999,113.0,4.0002,113.0,6.994700000000001,48.0,5.0016,10.000499999999999,17.0016,10.42,3.54,10.28,8.85,7.59,4.42,6.19,7.59,0.0
2017-06-03,nation,ca,2989.0,29.89,93.85460000000002,2893.0,24.8798,2190.0,2171.0,74.8995,2078.0,112.0042,1751.0,416.0376,1972.0,34.9044,130.96200000000002,123.74460000000002,1.77,5.39,0.86,5.98,4.140000000000001,3.45,23.76,1.0,3.14
2017-06-10,nation,ca,2696.0,22.1072,74.94879999999999,2581.0,19.8737,2002.0,2001.0,51.025499999999994,1892.0,84.9508,1593.0,359.06219999999996,1779.0,17.0784,102.90279999999998,97.05599999999998,0.96,4.49,0.77,5.14,3.599999999999999,2.55,22.54,0.82,2.78
2016-12-24,region,prairies,2296.0,436.9288000000001,0.9184,2318.0,433.92959999999994,1954.0,1954.0,33.0226,1849.0,12.018500000000001,1954.0,125.056,1849.0,105.94770000000001,67.02220000000001,437.8472000000001,5.73,0.65,18.72,3.43,19.070000000000004,1.69,6.4,19.03,0.04
2016-11-12,province,on,1470.0,43.071000000000005,2.0580000000000003,1455.0,46.996500000000005,1144.0,1144.0,17.0456,1123.0,14.037500000000001,850.0,214.965,824.0,13.019200000000001,44.044,45.129000000000005,1.58,1.25,3.23,3.85,3.0700000000000003,1.49,25.29,2.93,0.14
2016-11-12,province,bc,343.0,46.99099999999999,1.9893999999999998,343.0,5.0078000000000005,170.0,170.0,2.992,170.0,1.003,170.0,59.992999999999995,170.0,6.0009999999999994,3.995,48.98039999999999,3.53,0.59,1.46,2.35,14.279999999999996,1.76,35.29,13.7,0.58
2016-12-17,region,territories,70.0,17.997,0.0,70.0,7.0,,,,,,,,,,,17.997,,,10.0,,25.71,,,25.71,0.0
2017-06-10,region,territories,20.0,1.0,3.0,20.0,1.0,,,,,,,,,,,4.0,,,5.0,,20.0,,,5.0,15.0
2016-12-24,nation,ca,8102.0,1285.7874,17.0142,7386.0,1124.8878,4413.0,4412.0,100.1524,4235.0,69.8775,3820.0,346.856,4100.0,273.88,160.1919,1302.8016,6.68,1.65,15.23,3.63,16.08,2.27,9.08,15.87,0.21
2017-06-10,region,prairies,777.0,5.9829,37.9953,729.0,2.9888999999999997,699.0,699.0,22.0185,652.0,43.032000000000004,699.0,156.99540000000002,652.0,5.0204,29.9871,43.9782,0.77,6.6,0.41,4.29,5.66,3.15,22.46,0.77,4.89
2016-09-03,nation,ca,1862.0,2.0482,0.0,1861.0,24.9374,1616.0,1607.0,26.033400000000004,1468.0,11.01,1025.0,230.01000000000002,1137.0,5.002800000000001,48.9648,2.0482,0.44,0.75,1.34,3.03,0.11,1.62,22.44,0.11,0.0
2016-12-24,province,bc,506.0,121.99659999999999,2.9854,506.0,81.01060000000001,178.0,178.0,0.9968000000000001,178.0,11.9972,178.0,49.0034,178.0,17.9958,16.999,124.98199999999999,10.11,6.74,16.01,9.55,24.699999999999996,0.56,27.53,24.11,0.59
2016-09-17,province,on,680.0,5.032,1.972,674.0,8.0206,520.0,511.0,5.0078,502.0,1.004,227.0,77.9972,201.0,0.0,18.98,7.004,0.0,0.2,1.19,3.65,1.03,0.98,34.36,0.74,0.29
2017-06-10,region,atlantic,145.0,1.0005,12.006,112.0,2.0048,96.0,96.0,0.9984,96.0,3.0048000000000004,96.0,12.9984,40.0,0.0,3.0048000000000004,13.0065,0.0,3.13,1.79,3.13,8.97,1.04,13.54,0.69,8.28
2017-06-10,province,bc,216.0,2.0088000000000004,3.0023999999999997,216.0,0.9936,134.0,134.0,6.0032000000000005,134.0,6.0032000000000005,111.0,33.0003,111.0,2.9970000000000003,11.0014,5.0112000000000005,2.7,4.48,0.46,8.21,2.3200000000000003,4.48,29.73,0.93,1.39
2016-12-24,province,on,2564.0,406.9068,5.8972,2516.0,356.014,1579.0,1560.0,34.944,1568.0,34.025600000000004,1541.0,153.0213,1510.0,120.95100000000001,45.0015,412.804,8.01,2.17,14.15,2.85,16.099999999999998,2.24,9.93,15.87,0.23
