time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests,hcov_pct_positive,hmpv_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
2014-08-23,province,nl,9.0,0,2,9.0,0,9.0,9.0,0,9.0,0,,0,,0,0,2,,0.0,0.0,0.0,22.222,0.0,,0.0,22.222
2013-12-28,province,on,1700.0,407,5,1522.0,147,1328.0,1328.0,12,1314.0,18,402.0,22,241.0,6,28,412,2.49,1.37,9.66,2.11,24.23,0.9,5.47,23.94,0.29
2014-02-01,province,bc,649.0,129,7,649.0,54,62.0,62.0,0,62.0,7,62.0,6,62.0,10,1,136,16.13,11.29,8.32,1.61,20.96,0.0,9.68,19.88,1.08
2014-02-08,nation,ca,9091.0,1534,230,6762.0,754,4802.0,4817.0,76,4372.0,230,2205.0,143,2444.0,150,93,1764,6.14,5.26,11.15,1.94,19.4,1.58,6.49,16.87,2.53
2014-02-08,province,qc,3684.0,621,130,1943.0,285,846.0,861.0,21,644.0,21,0.0,0,622.0,13,11,751,2.09,3.26,14.67,1.3,20.39,2.44,0.0,16.86,3.53
2014-02-08,province,on,2519.0,355,59,2493.0,283,2202.0,2202.0,19,2149.0,52,688.0,19,384.0,31,32,414,8.07,2.42,11.35,1.45,16.43,0.86,2.76,14.09,2.34
2014-02-08,province,bc,547.0,99,9,547.0,40,71.0,71.0,2,71.0,11,71.0,16,71.0,8,1,108,11.27,15.49,7.31,1.41,19.75,2.82,22.53,18.1,1.65
2014-02-15,nation,ca,7786.0,1067,244,5769.0,692,4209.0,4222.0,68,3695.0,255,2203.0,130,2262.0,138,84,1310,6.1,6.9,12.0,2.0,16.83,1.61,5.9,13.7,3.13
2014-02-15,province,qc,3070.0,496,151,1434.0,196,624.0,637.0,18,418.0,18,0.0,0,403.0,9,9,647,2.23,4.31,13.67,1.44,21.08,2.83,0.0,16.16,4.92
2014-02-15,province,on,2108.0,228,54,2021.0,252,1774.0,1774.0,14,1724.0,63,702.0,18,405.0,44,19,282,10.86,3.65,12.47,1.07,13.38,0.79,2.56,10.82,2.56
2014-02-15,province,bc,503.0,69,12,503.0,57,62.0,62.0,0,62.0,13,62.0,7,62.0,3,0,81,4.84,20.97,11.33,0.0,16.11,0.0,11.29,13.72,2.39
2014-02-22,nation,ca,7104.0,704,291,5259.0,692,3770.0,3780.0,45,3311.0,251,1946.0,160,2175.0,135,43,995,6.21,7.58,13.16,1.14,14.01,1.19,8.22,9.91,4.1
2014-02-22,province,qc,2888.0,323,178,1630.0,267,795.0,804.0,13,563.0,22,0.0,0,544.0,14,6,501,2.57,3.91,16.38,0.75,17.34,1.62,0.0,11.18,6.16
2014-02-22,province,on,1797.0,98,79,1666.0,219,1444.0,1444.0,7,1411.0,59,617.0,32,357.0,41,17,177,11.48,4.18,13.15,1.18,9.85,0.48,5.19,5.45,4.4
2014-02-22,province,bc,405.0,50,13,405.0,32,66.0,66.0,0,66.0,8,66.0,10,66.0,11,0,63,16.67,12.12,7.9,0.0,15.56,0.0,15.15,12.35,3.21
2014-03-01,nation,ca,6518.0,527,315,4863.0,644,3564.0,3580.0,68,3242.0,253,1815.0,149,1708.0,130,69,842,7.61,7.8,13.24,1.94,12.92,1.9,8.21,8.09,4.83
2014-03-01,province,qc,2548.0,214,174,1257.0,222,548.0,564.0,21,405.0,24,0.0,0,186.0,23,8,388,12.37,5.93,17.66,1.46,15.23,3.72,0.0,8.4,6.83
2014-02-01,province,on,2814.0,474,24,2542.0,251,2288.0,2288.0,14,2215.0,45,862.0,24,454.0,59,33,498,13.0,2.03,9.87,1.44,17.69,0.61,2.78,16.84,0.85
2014-02-01,province,qc,3694.0,707,139,1872.0,275,651.0,667.0,23,430.0,13,0.0,0,241.0,11,6,846,4.56,3.02,14.69,0.92,22.9,3.45,0.0,19.14,3.76
2014-02-01,nation,ca,10019.0,1957,208,7037.0,714,4880.0,4896.0,70,4408.0,215,2635.0,132,2393.0,201,93,2165,8.4,4.88,10.15,1.91,21.61,1.43,5.01,19.53,2.08
2014-01-11,province,bc,1068.0,417,4,1068.0,45,67.0,67.0,0,67.0,3,67.0,8,67.0,9,1,421,13.43,4.48,4.21,1.49,39.41,0.0,11.94,39.04,0.37
2014-01-04,nation,ca,8421.0,2301,81,6618.0,549,5151.0,5154.0,53,4819.0,165,3328.0,160,3239.0,127,166,2381,3.92,3.42,8.3,3.22,28.28,1.03,4.81,27.32,0.96
2014-01-04,province,qc,2594.0,436,66,1334.0,196,620.0,622.0,14,452.0,9,0.0,0,302.0,6,13,502,1.99,1.99,14.69,2.1,19.35,2.25,0.0,16.81,2.54
2014-01-04,province,on,2460.0,704,9,2174.0,224,1896.0,1896.0,11,1870.0,30,757.0,28,490.0,18,32,713,3.67,1.6,10.3,1.69,28.99,0.58,3.7,28.62,0.37
2014-01-04,province,bc,536.0,214,4,536.0,10,68.0,68.0,2,68.0,11,68.0,6,68.0,4,2,218,5.88,16.18,1.87,2.94,40.68,2.94,8.82,39.93,0.75
2014-01-11,nation,ca,12834.0,3470,144,9686.0,649,7384.0,7397.0,64,6770.0,200,4853.0,188,4531.0,173,199,3614,3.82,2.95,6.7,2.7,28.16,0.87,3.87,27.04,1.12
2014-01-11,province,qc,3536.0,607,91,1717.0,172,774.0,786.0,16,607.0,13,0.0,0,416.0,8,12,698,1.92,2.14,10.02,1.55,19.74,2.04,0.0,17.17,2.57
2014-01-18,nation,ca,11441.0,2966,143,8643.0,590,6359.0,6371.0,49,5834.0,183,3921.0,161,3557.0,195,186,3109,5.48,3.14,6.83,2.92,27.17,0.77,4.11,25.92,1.25
2014-01-25,province,bc,1042.0,165,5,1042.0,44,76.0,76.0,2,76.0,6,76.0,9,76.0,11,1,170,14.47,7.89,4.22,1.32,16.31,2.63,11.84,15.83,0.48
2014-01-18,province,qc,2655.0,548,71,1432.0,174,532.0,544.0,8,431.0,8,0.0,0,399.0,10,8,619,2.51,1.86,12.15,1.5,23.31,1.47,0.0,20.64,2.67
2014-01-18,province,on,3503.0,900,19,3214.0,257,2925.0,2925.0,13,2690.0,42,1153.0,30,532.0,47,47,919,8.83,1.56,8.0,1.61,26.23,0.44,2.6,25.69,0.54
2014-01-18,province,bc,1062.0,306,13,1062.0,48,58.0,58.0,0,58.0,6,58.0,10,58.0,5,3,319,8.62,10.34,4.52,5.17,30.03,0.0,17.24,28.81,1.22
2014-01-25,nation,ca,10933.0,2401,168,7721.0,665,5250.0,5275.0,60,4824.0,197,3135.0,136,2858.0,169,121,2569,5.91,4.08,8.61,2.3,23.5,1.14,4.34,21.96,1.54
