time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests
2020-03-28,province,qc,1295.0,30,3,1197.0,53,69.0,69.0,0,69.0,2,,0,69.0,0,1,32
2020-04-04,nation,ca,22967.0,69,92,22935.0,413,12148.0,12132.0,49,12133.0,328,12027.0,349,5504.0,121,49,161
2020-07-11,province,on,555.0,1,1,555.0,0,524.0,513.0,1,523.0,0,513.0,3,179.0,0,0,2
2019-10-12,province,bc,624.0,19,2,637.0,3,271.0,271.0,0,261.0,16,253.0,94,253.0,0,8,21
2020-04-04,province,bc,7031.0,7,14,7031.0,105,1554.0,1554.0,8,1554.0,33,1512.0,42,223.0,11,11,21
2019-11-30,province,bc,735.0,20,12,638.0,24,232.0,232.0,1,232.0,3,221.0,36,171.0,1,14,32
2019-09-07,province,bc,250.0,3,0,250.0,1,164.0,164.0,2,164.0,8,155.0,24,155.0,1,5,3
2020-04-04,province,on,3683.0,15,18,3680.0,70,2519.0,2504.0,5,2511.0,113,2479.0,74,2149.0,2,5,33
2019-10-12,nation,ca,4339.0,61,4,4259.0,30,2740.0,2724.0,35,2618.0,26,1589.0,454,1965.0,4,55,65
2020-04-04,province,qc,957.0,14,1,918.0,34,38.0,37.0,0,35.0,2,,0,34.0,0,0,15
2020-04-11,nation,ca,16699.0,17,17,16687.0,150,12024.0,12025.0,60,12098.0,169,11910.0,345,6303.0,113,36,33
2020-04-11,province,bc,3337.0,3,3,3337.0,23,1294.0,1294.0,6,1294.0,18,1271.0,31,282.0,7,8,7
2019-10-05,province,qc,1009.0,4,0,1018.0,10,594.0,595.0,25,582.0,0,,0,582.0,0,13,4
2020-03-07,province,qc,5066.0,892,299,4280.0,402,739.0,737.0,10,696.0,40,,0,696.0,11,15,1191
2019-10-19,province,on,945.0,2,1,945.0,10,599.0,584.0,5,589.0,2,108.0,27,91.0,0,15,3
2019-09-07,nation,ca,2208.0,24,2,2191.0,9,1633.0,1622.0,23,1424.0,11,1047.0,244,1257.0,3,23,26
2019-10-26,province,on,1189.0,6,4,1189.0,14,805.0,792.0,5,794.0,5,90.0,17,77.0,0,13,10
2019-11-02,province,bc,681.0,18,0,677.0,10,216.0,216.0,3,216.0,0,177.0,39,177.0,3,6,18
2020-02-08,nation,ca,16121.0,2515,2273,14866.0,1293,5653.0,5556.0,94,5527.0,199,4709.0,292,4331.0,130,85,4788
2020-07-25,province,on,490.0,0,2,488.0,0,439.0,424.0,0,438.0,0,423.0,4,179.0,0,0,2
2020-02-08,province,bc,1957.0,260,229,1928.0,141,371.0,371.0,6,371.0,26,345.0,38,250.0,26,15,489
2019-08-31,province,qc,375.0,8,1,399.0,2,252.0,255.0,6,,0,,0,246.0,2,2,9
2020-02-08,province,on,2492.0,324,150,2399.0,154,1598.0,1500.0,24,1507.0,47,1467.0,84,1457.0,12,6,473
2019-11-02,nation,ca,4966.0,89,15,4819.0,63,2644.0,2633.0,71,2593.0,10,1486.0,318,1824.0,11,87,104
2020-02-08,province,qc,6531.0,1123,1221,5919.0,639,787.0,788.0,23,768.0,24,,0,723.0,8,9,2345
2020-02-15,nation,ca,14443.0,2239,1849,13448.0,1143,4961.0,4940.0,79,4904.0,196,4190.0,277,3858.0,123,60,4087
2019-10-26,province,qc,1338.0,24,3,1345.0,20,533.0,533.0,22,527.0,1,,0,526.0,1,14,27
2020-02-15,province,bc,1661.0,226,173,1656.0,123,202.0,202.0,4,202.0,10,183.0,27,183.0,16,3,399
2020-02-15,province,on,2179.0,244,118,2146.0,129,1383.0,1362.0,20,1379.0,52,1339.0,78,1259.0,0,1,362
2020-02-15,province,qc,5790.0,1054,996,5292.0,556,708.0,708.0,20,673.0,20,,0,671.0,9,3,2050
2020-07-25,province,bc,716.0,0,0,716.0,0,223.0,223.0,0,222.0,1,217.0,28,216.0,0,0,0
2020-02-22,nation,ca,13447.0,2192,1560,12423.0,1056,4483.0,4439.0,84,4403.0,225,3701.0,311,3545.0,149,72,3752
2020-03-07,province,on,2916.0,207,169,2854.0,103,1994.0,1975.0,28,1984.0,107,1951.0,211,1866.0,9,2,376
2020-02-22,province,bc,1512.0,256,141,1498.0,103,184.0,184.0,9,184.0,19,175.0,27,175.0,23,9,396
2020-07-25,nation,ca,5878.0,0,2,5870.0,1,4414.0,4399.0,7,4398.0,3,4318.0,245,3818.0,1,2,2
2020-02-22,province,on,1982.0,194,137,1912.0,94,1216.0,1152.0,17,1148.0,54,1134.0,77,1125.0,7,5,331
2019-10-26,province,bc,737.0,27,0,737.0,5,264.0,264.0,1,264.0,6,248.0,84,248.0,3,17,27
2020-02-22,province,qc,5593.0,1068,699,4959.0,486,703.0,711.0,17,683.0,26,,0,682.0,13,6,1767
2020-02-29,nation,ca,14520.0,2425,1292,13487.0,998,5233.0,5233.0,58,5205.0,276,4503.0,405,4141.0,137,52,3717
2019-10-26,nation,ca,4996.0,80,15,4834.0,44,2809.0,2796.0,56,2723.0,16,1545.0,416,1908.0,8,90,95
2020-07-18,province,qc,111.0,0,0,111.0,0,91.0,91.0,1,89.0,0,,0,88.0,0,1,0
2020-02-29,province,bc,1724.0,336,179,1715.0,144,416.0,416.0,3,416.0,33,400.0,43,279.0,24,7,515
2020-02-29,province,on,2494.0,209,132,2423.0,99,1707.0,1689.0,20,1694.0,64,1670.0,169,1599.0,5,3,342
2020-02-29,province,qc,5513.0,1130,491,4999.0,450,690.0,691.0,9,674.0,30,,0,674.0,15,5,1621
2020-07-18,province,on,609.0,1,3,609.0,0,566.0,555.0,2,565.0,0,555.0,5,261.0,1,0,4
2020-03-07,nation,ca,17681.0,2405,1149,16348.0,1046,6400.0,6379.0,102,6326.0,411,5603.0,572,5058.0,197,70,3554
2020-03-07,province,bc,3592.0,489,223,3585.0,183,471.0,471.0,15,471.0,28,456.0,73,284.0,30,6,711
2020-04-11,province,on,2576.0,10,10,2566.0,38,2077.0,2078.0,6,2154.0,50,2036.0,59,1695.0,2,2,21
2020-04-11,province,qc,439.0,1,0,439.0,10,50.0,50.0,0,49.0,0,,0,48.0,0,0,1
2020-04-18,nation,ca,16783.0,0,17,16758.0,84,12373.0,12356.0,74,12372.0,111,12308.0,308,7845.0,78,25,17
2020-06-06,province,qc,79.0,0,0,85.0,0,51.0,50.0,1,51.0,0,,0,50.0,0,0,0
2020-05-23,province,on,686.0,1,6,686.0,4,492.0,481.0,1,491.0,0,444.0,3,443.0,0,0,7
2020-07-04,nation,ca,5700.0,2,0,5699.0,3,4767.0,4755.0,10,4762.0,9,4671.0,111,3339.0,8,7,2
2020-05-23,province,qc,76.0,0,0,79.0,0,35.0,35.0,0,35.0,0,,0,35.0,0,0,0
2020-05-30,nation,ca,10122.0,5,4,10118.0,5,8316.0,8306.0,37,8300.0,5,8214.0,143,5168.0,12,8,9
2019-09-21,province,on,726.0,3,2,726.0,4,468.0,450.0,2,450.0,4,130.0,40,105.0,0,8,5
2020-05-30,province,bc,2110.0,0,0,2110.0,0,1468.0,1468.0,2,1468.0,0,1461.0,18,76.0,0,0,0
2020-05-30,province,on,542.0,4,4,540.0,1,397.0,387.0,2,397.0,0,387.0,12,392.0,1,0,8
2020-05-30,province,qc,175.0,1,0,174.0,0,85.0,85.0,1,84.0,0,,0,84.0,3,0,1
2019-09-07,province,qc,472.0,4,1,481.0,1,345.0,348.0,6,338.0,1,,0,338.0,1,5,5
2019-09-21,province,bc,325.0,11,0,273.0,0,160.0,160.0,2,160.0,18,78.0,4,159.0,0,12,11
2020-06-06,nation,ca,8834.0,5,2,8838.0,2,7601.0,7600.0,19,7605.0,7,7535.0,143,4355.0,5,6,7
2020-06-06,province,bc,2063.0,2,0,2063.0,1,1476.0,1476.0,2,1476.0,1,1461.0,19,140.0,1,1,2
2019-09-21,nation,ca,3039.0,30,6,2936.0,12,2085.0,2072.0,39,1960.0,27,1207.0,421,1567.0,2,40,36
2020-06-06,province,on,560.0,0,2,558.0,0,404.0,404.0,1,421.0,0,404.0,10,394.0,0,0,2
2020-06-27,province,qc,85.0,0,0,96.0,0,82.0,82.0,2,82.0,1,,0,82.0,0,0,0
2020-05-23,province,bc,2294.0,0,1,2293.0,0,1421.0,1421.0,2,1421.0,2,1409.0,11,96.0,1,2,1
2020-06-13,nation,ca,8248.0,1,2,8295.0,6,7014.0,7138.0,22,7129.0,9,7046.0,160,5156.0,6,6,2
2019-09-14,province,qc,612.0,2,3,643.0,4,453.0,453.0,17,445.0,1,,0,444.0,1,6,5
2020-06-13,province,bc,810.0,0,1,810.0,0,174.0,303.0,2,303.0,2,274.0,10,145.0,1,2,1
2020-06-13,province,on,498.0,0,1,495.0,2,396.0,391.0,0,396.0,0,391.0,13,376.0,0,0,1
2020-06-27,province,on,410.0,0,0,410.0,1,323.0,314.0,0,322.0,0,314.0,17,311.0,2,0,0
2019-09-14,province,on,668.0,1,2,668.0,3,437.0,425.0,1,424.0,0,106.0,34,84.0,0,10,3
2020-06-13,province,qc,94.0,0,0,90.0,0,63.0,63.0,2,62.0,0,,0,62.0,0,0,0
2020-06-20,nation,ca,6291.0,3,1,6291.0,4,5326.0,5320.0,20,5314.0,16,5241.0,110,3791.0,7,4,4
2020-06-20,province,bc,675.0,1,0,678.0,0,300.0,300.0,0,300.0,0,272.0,2,209.0,1,0,1
2019-09-14,province,bc,248.0,16,0,248.0,0,160.0,160.0,0,160.0,4,147.0,27,147.0,1,1,16
2020-06-20,province,on,414.0,0,0,413.0,2,313.0,307.0,3,313.0,0,307.0,11,307.0,0,0,0
2020-06-20,province,qc,66.0,0,0,64.0,0,51.0,51.0,2,51.0,0,,0,51.0,0,0,0
2020-06-27,province,bc,731.0,0,0,731.0,0,161.0,161.0,0,51.0,0,155.0,4,155.0,0,0,0
2019-09-14,nation,ca,2631.0,24,5,2619.0,8,1936.0,1924.0,31,1851.0,6,1139.0,316,1464.0,3,33,29
2019-09-21,province,qc,730.0,3,1,744.0,7,458.0,463.0,20,452.0,3,,0,452.0,0,3,4
2020-05-23,nation,ca,9992.0,2,9,9992.0,10,8053.0,8042.0,41,8044.0,8,7958.0,157,5586.0,6,6,11
2020-07-11,province,bc,698.0,0,0,697.0,0,177.0,177.0,1,177.0,1,171.0,10,171.0,0,0,0
2019-09-28,province,qc,870.0,3,0,882.0,7,566.0,566.0,25,548.0,1,,0,548.0,1,8,3
2019-10-05,province,on,936.0,4,2,936.0,3,653.0,636.0,2,642.0,1,101.0,29,86.0,0,11,6
2020-04-18,province,bc,3155.0,0,0,3153.0,22,1136.0,1136.0,2,1136.0,9,1126.0,23,206.0,2,6,0
2020-04-18,province,on,2787.0,0,8,2778.0,25,2498.0,2481.0,10,2497.0,32,2475.0,45,1952.0,2,2,8
2020-04-18,province,qc,537.0,0,0,523.0,7,32.0,32.0,1,32.0,0,,0,32.0,0,1,0
2020-07-11,nation,ca,5551.0,1,1,5549.0,0,4468.0,4457.0,15,4462.0,3,4402.0,143,3083.0,5,3,2
2019-10-05,province,bc,546.0,25,0,530.0,3,197.0,197.0,0,197.0,5,181.0,64,182.0,1,13,25
2020-04-25,nation,ca,16403.0,0,16,16380.0,49,12254.0,12242.0,49,12244.0,37,12148.0,231,8074.0,40,12,16
2020-04-25,province,bc,4324.0,0,0,4324.0,9,2228.0,2228.0,7,2228.0,4,2217.0,24,267.0,3,4,0
2020-04-25,province,on,2071.0,2,6,2063.0,12,1934.0,1925.0,4,1934.0,8,1900.0,13,1522.0,2,4,8
2019-10-05,nation,ca,4078.0,49,4,3976.0,24,2579.0,2563.0,51,2492.0,10,1417.0,529,1855.0,4,62,53
2020-04-25,province,qc,388.0,1,0,373.0,5,61.0,58.0,0,58.0,0,,0,58.0,0,0,1
2020-07-04,province,qc,89.0,1,0,90.0,2,68.0,68.0,1,68.0,0,,0,68.0,1,1,1
2020-05-02,nation,ca,11771.0,0,12,11731.0,35,8756.0,8753.0,61,8746.0,17,8681.0,148,9283.0,37,9,12
2020-05-02,province,bc,1051.0,1,0,1051.0,2,251.0,251.0,1,251.0,2,251.0,3,251.0,2,0,1
2020-05-02,province,on,994.0,1,4,958.0,7,841.0,838.0,3,841.0,2,806.0,3,806.0,1,0,5
2020-07-04,province,bc,710.0,0,0,709.0,0,182.0,182.0,0,182.0,0,166.0,5,166.0,0,0,0
2019-09-07,province,on,514.0,8,0,512.0,6,339.0,325.0,1,322.0,0,107.0,17,87.0,0,5,8
2020-05-02,province,qc,206.0,0,0,204.0,0,40.0,40.0,0,38.0,0,,0,38.0,1,1,0
2020-05-09,nation,ca,12825.0,0,13,12822.0,38,9668.0,9661.0,48,9638.0,29,9602.0,173,6254.0,19,10,13
2019-09-28,province,on,792.0,3,1,792.0,6,536.0,517.0,4,531.0,0,118.0,45,101.0,0,9,4
2020-05-09,province,bc,3515.0,0,4,3515.0,14,2103.0,2103.0,6,2092.0,15,2092.0,27,236.0,2,2,4
2020-05-09,province,on,764.0,0,4,759.0,2,535.0,528.0,3,535.0,1,527.0,8,495.0,1,0,4
2020-05-09,province,qc,196.0,0,1,198.0,0,46.0,46.0,1,44.0,0,,0,43.0,1,0,1
2020-07-04,province,on,461.0,1,0,459.0,0,408.0,396.0,2,408.0,0,396.0,9,396.0,0,1,1
2019-09-28,province,bc,308.0,13,0,308.0,3,178.0,178.0,2,178.0,2,165.0,71,165.0,1,6,13
2020-05-16,nation,ca,12010.0,12,12,11998.0,12,9429.0,9424.0,47,9418.0,19,9338.0,131,6514.0,13,9,24
2020-05-16,province,bc,2944.0,0,0,2942.0,0,1845.0,1845.0,7,1845.0,4,1826.0,20,243.0,1,6,0
2020-05-16,province,on,756.0,5,6,749.0,2,543.0,538.0,6,543.0,6,521.0,9,521.0,0,0,11
2019-09-28,nation,ca,3356.0,34,3,3307.0,17,2350.0,2331.0,54,2229.0,7,1353.0,515,1736.0,3,40,37
2020-05-16,province,qc,155.0,1,0,153.0,0,50.0,50.0,0,50.0,0,,0,50.0,1,0,1
2020-02-01,province,qc,6591.0,1028,1206,6123.0,631,992.0,992.0,23,947.0,25,,0,946.0,16,9,2234
2019-10-19,province,qc,1251.0,34,1,1263.0,15,575.0,578.0,19,551.0,2,,0,551.0,5,2,35
2020-02-01,province,on,2729.0,418,177,2609.0,162,1663.0,1526.0,14,1655.0,50,1611.0,74,1484.0,6,8,595
2019-08-31,province,on,475.0,6,0,466.0,3,276.0,261.0,3,264.0,1,54.0,8,36.0,0,3,6
2019-12-14,province,on,1562.0,91,36,1543.0,140,985.0,966.0,20,979.0,15,934.0,93,878.0,3,7,127
2019-12-14,province,qc,3251.0,283,263,3079.0,234,697.0,699.0,39,679.0,3,,0,679.0,19,10,546
2019-08-31,province,bc,202.0,7,0,202.0,0,124.0,124.0,0,124.0,0,116.0,24,116.0,0,2,7
2019-11-23,nation,ca,6541.0,203,124,6192.0,223,3466.0,3450.0,69,3460.0,35,2760.0,444,2749.0,16,114,327
2019-12-21,nation,ca,10479.0,1111,1090,9757.0,907,4679.0,4664.0,107,4627.0,143,3847.0,365,3682.0,88,136,2201
2019-12-21,province,bc,1021.0,39,65,1021.0,103,318.0,318.0,7,318.0,30,305.0,56,254.0,8,19,104
2019-11-16,province,qc,1691.0,30,8,1658.0,48,573.0,576.0,21,409.0,0,,0,538.0,5,8,39
2019-12-21,province,on,1781.0,201,59,1747.0,183,1015.0,997.0,16,1004.0,41,983.0,70,915.0,11,8,260
2020-08-15,nation,ca,5183.0,3,3,5180.0,0,3715.0,3694.0,7,3685.0,3,3605.0,294,5293.0,8,1,6
2019-12-21,province,qc,3912.0,473,485,3660.0,351,787.0,790.0,29,765.0,7,,0,764.0,22,13,958
2019-12-28,nation,ca,11305.0,1696,1436,10753.0,1032,4759.0,4740.0,81,4721.0,137,4006.0,320,3580.0,107,124,3131
2019-11-16,province,on,1355.0,19,5,1351.0,39,839.0,817.0,14,830.0,6,804.0,117,725.0,2,8,24
2019-08-31,nation,ca,1979.0,26,2,1948.0,8,1389.0,1377.0,23,1069.0,2,907.0,221,1043.0,5,17,28
2019-12-28,province,bc,1139.0,105,88,1135.0,123,350.0,350.0,3,350.0,28,324.0,61,234.0,5,23,192
2019-12-28,province,on,1897.0,315,82,1860.0,192,1066.0,1046.0,18,1056.0,45,1022.0,71,939.0,11,6,396
2020-08-08,province,on,446.0,0,0,446.0,1,354.0,352.0,2,352.0,0,352.0,9,190.0,0,0,0
2019-11-16,province,bc,763.0,23,5,762.0,22,288.0,288.0,4,288.0,6,279.0,80,238.0,5,30,28
2019-12-28,province,qc,4615.0,771,734,4359.0,414,683.0,684.0,25,667.0,5,,0,665.0,22,12,1504
2020-01-04,nation,ca,14932.0,2359,1538,14163.0,1317,6128.0,6115.0,92,6078.0,201,5215.0,365,4660.0,130,110,3897
2020-08-08,province,bc,700.0,0,0,700.0,0,178.0,178.0,1,178.0,0,168.0,13,168.0,0,0,0
2020-01-04,province,bc,1519.0,134,120,1505.0,157,410.0,410.0,6,410.0,54,404.0,67,281.0,12,20,254
2019-11-16,nation,ca,5589.0,151,78,5390.0,119,2866.0,2847.0,74,2663.0,24,2249.0,414,2530.0,18,118,229
2020-08-08,nation,ca,5458.0,0,0,5458.0,2,4186.0,4184.0,14,4182.0,2,4075.0,258,5731.0,7,3,0
2020-01-04,province,on,2892.0,613,116,2789.0,245,1672.0,1660.0,13,1657.0,55,1615.0,99,1493.0,18,13,729
2020-01-04,province,qc,6016.0,969,764,5701.0,547,850.0,849.0,29,824.0,10,,0,820.0,21,7,1733
2020-01-11,nation,ca,15580.0,2462,1465,14329.0,1232,6235.0,6201.0,105,6186.0,210,5327.0,357,4914.0,118,156,3926
2019-11-09,province,qc,1793.0,20,4,1747.0,38,643.0,643.0,30,622.0,1,,0,622.0,3,17,23
2020-08-01,province,qc,111.0,0,0,113.0,0,93.0,93.0,0,93.0,0,,0,93.0,1,0,0
2020-01-11,province,bc,1458.0,178,121,1424.0,141,283.0,280.0,5,280.0,14,273.0,44,185.0,11,19,299
2020-08-15,province,bc,752.0,0,0,752.0,0,123.0,123.0,2,123.0,0,113.0,6,113.0,1,0,0
2019-11-23,province,bc,741.0,14,5,738.0,26,279.0,279.0,2,279.0,4,268.0,52,221.0,1,20,19
2019-12-14,province,bc,901.0,22,51,899.0,60,317.0,317.0,7,317.0,12,293.0,59,222.0,8,18,73
2020-08-22,province,ns,9.0,0,0,9.0,0,9.0,9.0,0,9.0,0,9.0,0,9.0,0,5,0
2019-11-30,province,on,1446.0,39,16,1446.0,87,827.0,810.0,12,813.0,13,779.0,87,731.0,2,3,55
2019-11-30,nation,ca,7019.0,344,225,6580.0,362,3525.0,3507.0,81,3468.0,42,2757.0,380,2705.0,22,102,569
2019-11-30,province,qc,2347.0,146,47,2258.0,142,709.0,708.0,25,684.0,3,,0,684.0,9,12,192
2019-12-07,nation,ca,8108.0,430,332,7669.0,498,3979.0,3964.0,115,3955.0,59,3182.0,395,3102.0,50,111,762
2019-11-23,province,qc,2128.0,62,30,2004.0,72,657.0,658.0,14,643.0,5,,0,643.0,5,11,92
2020-08-22,territory,nu,68.0,0,0,68.0,0,68.0,68.0,3,68.0,0,68.0,16,1.0,0,0,0
2020-08-22,territory,nt,2.0,0,0,2.0,0,2.0,2.0,0,2.0,0,2.0,0,2.0,0,0,0
2020-08-22,province,sk,36.0,0,0,36.0,0,37.0,37.0,0,37.0,0,37.0,9,37.0,0,0,0
2020-08-22,province,qc,124.0,0,0,134.0,0,104.0,104.0,1,103.0,0,,0,103.0,2,0,0
2020-08-22,province,pe,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0
2020-08-22,province,on,390.0,0,0,387.0,1,277.0,264.0,0,277.0,0,264.0,7,184.0,2,0,0
2020-08-22,province,nl,168.0,0,0,168.0,2,168.0,168.0,0,168.0,0,168.0,6,,0,0,0
2019-12-14,nation,ca,8229.0,634,658,7654.0,520,3567.0,3550.0,117,3532.0,57,2795.0,305,3201.0,54,111,1292
2020-08-22,province,nb,18.0,0,0,18.0,0,10.0,10.0,0,10.0,0,10.0,1,10.0,0,0,0
2020-08-22,province,mb,416.0,0,0,416.0,1,75.0,75.0,0,72.0,0,75.0,16,72.0,0,0,0
2020-08-22,province,bc,806.0,0,0,806.0,0,243.0,243.0,0,243.0,0,231.0,34,231.0,0,0,0
2020-08-22,province,ab,1807.0,0,0,1806.0,0,1806.0,1806.0,2,1806.0,0,1806.0,96,1806.0,0,0,0
2020-08-22,nation,ca,3971.0,0,0,3977.0,4,2799.0,2786.0,6,2795.0,0,2670.0,185,2455.0,4,5,0
2019-12-07,province,bc,860.0,46,15,860.0,39,247.0,247.0,4,247.0,7,229.0,34,171.0,0,12,61
2019-12-07,province,on,1502.0,65,20,1490.0,112,923.0,907.0,23,918.0,14,884.0,108,819.0,4,7,84
2020-08-15,province,qc,111.0,0,0,112.0,0,79.0,79.0,0,79.0,1,,0,79.0,0,0,0
2019-11-23,province,on,1291.0,26,8,1287.0,55,796.0,779.0,12,785.0,8,758.0,126,708.0,0,11,34
2019-12-07,province,qc,2843.0,162,100,2699.0,186,740.0,741.0,32,728.0,0,,0,728.0,21,9,262
2020-08-15,province,on,413.0,2,3,413.0,0,303.0,282.0,0,282.0,0,282.0,5,182.0,0,0,5
2020-01-11,province,on,3230.0,649,113,3128.0,244,1942.0,1912.0,31,1932.0,81,1882.0,98,1739.0,3,10,762
2020-08-08,province,qc,109.0,0,0,112.0,0,99.0,99.0,0,99.0,0,,0,99.0,1,0,0
2020-06-27,nation,ca,6770.0,0,0,6781.0,3,5708.0,5699.0,16,5593.0,16,5611.0,148,4235.0,7,3,0
2019-11-02,province,on,1167.0,5,4,1164.0,19,771.0,751.0,8,757.0,0,130.0,25,113.0,0,20,8
2020-01-25,nation,ca,15414.0,2343,1958,14339.0,1262,5737.0,5727.0,92,5658.0,170,4842.0,237,4412.0,119,103,4301
2020-01-25,province,bc,1678.0,221,200,1662.0,179,453.0,453.0,8,453.0,26,428.0,47,302.0,25,18,421
2020-01-18,province,qc,5139.0,817,714,4598.0,464,761.0,763.0,24,731.0,8,,0,731.0,21,9,1531
2020-08-01,province,bc,1257.0,0,0,1257.0,0,192.0,192.0,1,192.0,0,184.0,21,184.0,0,0,0
2020-08-01,province,on,497.0,0,0,497.0,1,444.0,434.0,3,444.0,1,433.0,5,250.0,0,0,0
2020-01-25,province,on,2464.0,431,128,2340.0,150,1404.0,1389.0,22,1390.0,44,1365.0,55,1257.0,6,10,559
2020-01-18,province,on,2603.0,521,104,2398.0,199,1469.0,1451.0,19,1466.0,53,1427.0,57,1340.0,9,9,625
2019-11-09,province,bc,768.0,7,1,763.0,23,263.0,263.0,5,247.0,20,247.0,69,204.0,2,16,8
2019-11-02,province,qc,1405.0,14,6,1388.0,28,483.0,487.0,23,466.0,1,,0,466.0,2,9,20
2020-08-01,nation,ca,5858.0,0,1,5860.0,1,4112.0,4102.0,15,4107.0,4,4000.0,248,3717.0,1,5,1
2020-01-25,province,qc,6034.0,911,1080,5614.0,595,831.0,836.0,8,788.0,15,,0,788.0,8,8,1991
2020-01-18,province,bc,1258.0,143,107,1248.0,131,234.0,234.0,4,234.0,18,215.0,23,149.0,9,15,250
2020-02-01,nation,ca,16595.0,2655,2274,15462.0,1330,6054.0,5917.0,83,5989.0,180,4983.0,304,4652.0,158,79,4929
2020-01-18,nation,ca,13750.0,2228,1416,12558.0,1080,5226.0,5210.0,83,5181.0,171,4404.0,238,4047.0,134,105,3644
2019-11-09,nation,ca,5912.0,130,41,5680.0,108,3196.0,3182.0,83,3126.0,31,2212.0,440,2679.0,16,105,171
2020-02-01,province,bc,1799.0,272,221,1767.0,166,352.0,352.0,1,352.0,24,325.0,25,225.0,32,7,493
2019-11-09,province,on,1584.0,17,2,1583.0,38,1175.0,1161.0,23,1161.0,8,850.0,143,835.0,2,15,19
2020-01-11,province,qc,5871.0,916,687,5225.0,449,838.0,837.0,18,818.0,6,,0,818.0,28,8,1603
2020-08-15,province,ab,2426.0,1,0,2422.0,0,2422.0,2422.0,2,2422.0,0,2422.0,159,2422.0,2,0,1
2020-08-15,province,mb,485.0,0,0,485.0,0,69.0,69.0,0,60.0,0,69.0,12,60.0,0,0,0
2020-08-15,province,nb,32.0,0,0,32.0,0,17.0,17.0,0,17.0,0,17.0,1,0.0,0,0,0
2020-08-15,province,nl,134.0,0,0,134.0,0,134.0,134.0,1,134.0,0,134.0,1,,0,0,0
2020-08-15,province,ns,10.0,0,0,10.0,0,9.0,9.0,0,9.0,0,9.0,0,9.0,0,0,0
2020-08-15,province,pe,3.0,0,0,3.0,0,3.0,3.0,0,3.0,0,3.0,0,3.0,0,0,0
2020-08-15,province,sk,45.0,0,0,45.0,0,40.0,40.0,0,40.0,0,40.0,9,40.0,0,0,0
2020-08-15,territory,nt,1.0,0,0,1.0,0,1.0,1.0,0,1.0,0,1.0,0,1.0,0,0,0
