time_value,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests,hcov_pct_positive,hmpv_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
2022-08-27,province,nl,221.0,0,0,221.0,7,221.0,221.0,2,221.0,4,221.0,38,221.0,0,3,0,0.0,1.81,3.167,1.357,0.0,0.905,17.195,0.0,0.0
2021-09-04,nation,ca,7061.0,3,0,6453.0,286,2638.0,2630.0,31,2666.0,6,2536.0,557,1993.0,21,158,3,1.05,0.23,4.43,5.99,0.04,1.18,21.96,0.04,0.0
2022-04-23,nation,ca,15435.0,1077,2,13952.0,414,3829.0,3918.0,72,3938.0,86,3573.0,293,3156.0,155,84,1079,4.91,2.18,2.97,2.19,6.99,1.84,8.2,6.98,0.01
2022-04-23,province,bc,4348.0,81,1,4098.0,61,660.0,660.0,17,660.0,13,645.0,80,645.0,51,17,82,7.91,1.97,1.49,2.58,1.88,2.58,12.4,1.86,0.02
2022-04-23,province,on,1859.0,34,0,1864.0,8,1244.0,1244.0,15,1237.0,21,1244.0,77,586.0,35,13,34,5.97,1.7,0.43,1.05,1.83,1.21,6.19,1.83,0.0
2022-04-23,province,qc,3060.0,600,1,2447.0,3,273.0,364.0,18,363.0,8,,0,327.0,22,18,601,6.73,2.2,0.12,6.59,19.64,4.95,,19.61,0.03
2022-04-30,nation,ca,17960.0,1737,2,16143.0,458,5180.0,5402.0,74,5459.0,131,4611.0,357,3789.0,186,92,1739,4.91,2.4,2.84,1.78,9.68,1.37,7.74,9.67,0.01
2022-04-30,province,bc,4427.0,114,0,4223.0,62,769.0,769.0,14,769.0,20,757.0,65,757.0,63,18,114,8.32,2.6,1.47,2.34,2.58,1.82,8.59,2.58,0.0
2022-04-30,province,on,2162.0,89,0,2162.0,31,1499.0,1499.0,12,1496.0,28,1499.0,112,720.0,42,15,89,5.83,1.87,1.43,1.0,4.12,0.8,7.47,4.12,0.0
2022-04-30,province,qc,4691.0,961,1,3738.0,10,630.0,852.0,24,857.0,15,,0,723.0,38,8,962,5.26,1.75,0.27,1.27,20.51,2.82,,20.49,0.02
2022-05-07,nation,ca,18525.0,2090,2,16651.0,390,5951.0,6211.0,82,6241.0,159,5341.0,396,3837.0,184,123,2091,4.8,2.55,2.34,2.07,11.29,1.32,7.41,11.28,0.01
2022-05-07,province,bc,4182.0,91,0,4039.0,55,788.0,788.0,15,788.0,25,780.0,79,780.0,58,12,91,7.44,3.17,1.36,1.52,2.18,1.9,10.13,2.18,0.0
2022-05-07,province,on,2183.0,74,0,2183.0,17,1401.0,1401.0,19,1401.0,48,1401.0,96,664.0,54,10,74,8.13,3.43,0.78,0.71,3.39,1.36,6.85,3.39,0.0
2022-05-07,province,qc,4751.0,1262,2,3807.0,5,708.0,967.0,27,967.0,10,,0,801.0,31,15,1264,3.87,1.03,0.13,2.12,26.6,2.79,,26.56,0.04
