reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2025-02-01,2025-01-25,-1,ca,pct wk flu lab det,quantile,0.025,0
2025-02-01,2025-01-25,-1,ca,pct wk flu lab det,quantile,0.1,0
2025-02-01,2025-01-25,-1,ca,pct wk flu lab det,quantile,0.25,8.509999999999998
2025-02-01,2025-01-25,-1,ca,pct wk flu lab det,quantile,0.5,16.7
2025-02-01,2025-01-25,-1,ca,pct wk flu lab det,quantile,0.75,16.7
2025-02-01,2025-01-25,-1,ca,pct wk flu lab det,quantile,0.9,16.7
2025-02-01,2025-01-25,-1,ca,pct wk flu lab det,quantile,0.975,19.464499999999983
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.025,0
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.1,0
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.25,3.009999999999998
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.5,11.2
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.75,11.2
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.9,12.148999999999997
2025-02-01,2025-01-25,-1,atlantic,pct wk flu lab det,quantile,0.975,16.714499999999983
2025-02-01,2025-01-25,-1,qc,pct wk flu lab det,quantile,0.025,0
2025-02-01,2025-01-25,-1,qc,pct wk flu lab det,quantile,0.1,1.1700000000000017
2025-02-01,2025-01-25,-1,qc,pct wk flu lab det,quantile,0.25,10.41
2025-02-01,2025-01-25,-1,qc,pct wk flu lab det,quantile,0.5,18.6
2025-02-01,2025-01-25,-1,qc,pct wk flu lab det,quantile,0.75,18.6
2025-02-01,2025-01-25,-1,qc,pct wk flu lab det,quantile,0.9,18.6
2025-02-01,2025-01-25,-1,qc,pct wk flu lab det,quantile,0.975,20.414499999999983
2025-02-01,2025-01-25,-1,on,pct wk flu lab det,quantile,0.025,0
2025-02-01,2025-01-25,-1,on,pct wk flu lab det,quantile,0.1,0
2025-02-01,2025-01-25,-1,on,pct wk flu lab det,quantile,0.25,8.309999999999999
2025-02-01,2025-01-25,-1,on,pct wk flu lab det,quantile,0.5,16.5
2025-02-01,2025-01-25,-1,on,pct wk flu lab det,quantile,0.75,16.5
2025-02-01,2025-01-25,-1,on,pct wk flu lab det,quantile,0.9,16.5
2025-02-01,2025-01-25,-1,on,pct wk flu lab det,quantile,0.975,19.364499999999985
2025-02-01,2025-01-25,-1,prairies,pct wk flu lab det,quantile,0.025,0
2025-02-01,2025-01-25,-1,prairies,pct wk flu lab det,quantile,0.1,0
2025-02-01,2025-01-25,-1,prairies,pct wk flu lab det,quantile,0.25,5.709999999999999
2025-02-01,2025-01-25,-1,prairies,pct wk flu lab det,quantile,0.5,13.9
2025-02-01,2025-01-25,-1,prairies,pct wk flu lab det,quantile,0.75,13.9
2025-02-01,2025-01-25,-1,prairies,pct wk flu lab det,quantile,0.9,13.9
2025-02-01,2025-01-25,-1,prairies,pct wk flu lab det,quantile,0.975,18.064499999999985
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.025,0.6325000000000003
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.1,3.1700000000000017
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.25,12.41
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.5,20.6
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.75,20.6
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.9,20.6
2025-02-01,2025-01-25,-1,bc,pct wk flu lab det,quantile,0.975,21.414499999999983
2025-02-01,2025-01-25,-1,territories,pct wk flu lab det,quantile,0.025,7.532499999999999
2025-02-01,2025-01-25,-1,territories,pct wk flu lab det,quantile,0.1,10.07
2025-02-01,2025-01-25,-1,territories,pct wk flu lab det,quantile,0.25,19.31
2025-02-01,2025-01-25,-1,territories,pct wk flu lab det,quantile,0.5,27.5
2025-02-01,2025-01-25,-1,territories,pct wk flu lab det,quantile,0.75,27.5
2025-02-01,2025-01-25,-1,territories,pct wk flu lab det,quantile,0.9,27.5
2025-02-01,2025-01-25,-1,territories,pct wk flu lab det,quantile,0.975,27.5
2025-02-01,2025-02-01,0,ca,pct wk flu lab det,quantile,0.025,1.1285000000000025
2025-02-01,2025-02-01,0,ca,pct wk flu lab det,quantile,0.1,2.9140000000000015
2025-02-01,2025-02-01,0,ca,pct wk flu lab det,quantile,0.25,12.400000000000002
2025-02-01,2025-02-01,0,ca,pct wk flu lab det,quantile,0.5,16.7
2025-02-01,2025-02-01,0,ca,pct wk flu lab det,quantile,0.75,21.37125
2025-02-01,2025-02-01,0,ca,pct wk flu lab det,quantile,0.9,25.680000000000007
2025-02-01,2025-02-01,0,ca,pct wk flu lab det,quantile,0.975,32.51212499999998
2025-02-01,2025-02-01,0,atlantic,pct wk flu lab det,quantile,0.025,1.5385000000000026
2025-02-01,2025-02-01,0,atlantic,pct wk flu lab det,quantile,0.1,3.3240000000000016
2025-02-01,2025-02-01,0,atlantic,pct wk flu lab det,quantile,0.25,11.2
2025-02-01,2025-02-01,0,atlantic,pct wk flu lab det,quantile,0.5,15.682500000000001
2025-02-01,2025-02-01,0,atlantic,pct wk flu lab det,quantile,0.75,21.67875
2025-02-01,2025-02-01,0,atlantic,pct wk flu lab det,quantile,0.9,25.987500000000004
2025-02-01,2025-02-01,0,atlantic,pct wk flu lab det,quantile,0.975,32.81962499999998
2025-02-01,2025-02-01,0,qc,pct wk flu lab det,quantile,0.025,0
