reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2024-12-07,2024-11-30,-1,ca,pct wk flu lab det,quantile,0.025,0
2024-12-07,2024-11-30,-1,ca,pct wk flu lab det,quantile,0.1,0
2024-12-07,2024-11-30,-1,ca,pct wk flu lab det,quantile,0.25,0
2024-12-07,2024-11-30,-1,ca,pct wk flu lab det,quantile,0.5,2
2024-12-07,2024-11-30,-1,ca,pct wk flu lab det,quantile,0.75,5.677499999999999
2024-12-07,2024-11-30,-1,ca,pct wk flu lab det,quantile,0.9,10.513000000000002
2024-12-07,2024-11-30,-1,ca,pct wk flu lab det,quantile,0.975,15.920499999999983
2024-12-07,2024-11-30,-1,atlantic,pct wk flu lab det,quantile,0.025,0
2024-12-07,2024-11-30,-1,atlantic,pct wk flu lab det,quantile,0.1,0
2024-12-07,2024-11-30,-1,atlantic,pct wk flu lab det,quantile,0.25,0
2024-12-07,2024-11-30,-1,atlantic,pct wk flu lab det,quantile,0.5,1.9
2024-12-07,2024-11-30,-1,atlantic,pct wk flu lab det,quantile,0.75,5.6274999999999995
2024-12-07,2024-11-30,-1,atlantic,pct wk flu lab det,quantile,0.9,10.463000000000001
2024-12-07,2024-11-30,-1,atlantic,pct wk flu lab det,quantile,0.975,15.870499999999982
2024-12-07,2024-11-30,-1,qc,pct wk flu lab det,quantile,0.025,0
2024-12-07,2024-11-30,-1,qc,pct wk flu lab det,quantile,0.1,0
2024-12-07,2024-11-30,-1,qc,pct wk flu lab det,quantile,0.25,0
2024-12-07,2024-11-30,-1,qc,pct wk flu lab det,quantile,0.5,1.4
2024-12-07,2024-11-30,-1,qc,pct wk flu lab det,quantile,0.75,5.3774999999999995
2024-12-07,2024-11-30,-1,qc,pct wk flu lab det,quantile,0.9,10.213000000000001
2024-12-07,2024-11-30,-1,qc,pct wk flu lab det,quantile,0.975,15.620499999999982
2024-12-07,2024-11-30,-1,on,pct wk flu lab det,quantile,0.025,0
2024-12-07,2024-11-30,-1,on,pct wk flu lab det,quantile,0.1,0
2024-12-07,2024-11-30,-1,on,pct wk flu lab det,quantile,0.25,0
