epiweek,time_value,issue,geo_type,geo_value,week,date,sarscov2_tests,sarscov2_positive_tests,flu_tests,flu_positive_tests,flu_ah1pdm09_positive_tests,flu_ah3_positive_tests,flu_auns_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,hcov_pct_positive,hmpv_pct_positive,sarscov2_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
202439,2024-09-28,2024-10-03,lab,sk,35,2024-08-31,1091.0,131.0,868.0,32.0,14.0,0.0,17.0,31.0,1.0,776.0,2.0,322.0,322.0,10.0,322.0,1.0,322.0,43.0,322.0,0.0,2.0,0.0,0.3105590062111801,12.007332722273144,0.25773195876288657,0.6211180124223602,3.686635944700461,3.1055900621118013,13.354037267080745,3.571428571428571,0.1152073732718894
202439,2024-09-28,2024-10-03,lab,ab,35,2024-08-31,3141.0,320.0,936.0,8.0,5.0,3.0,0.0,8.0,0.0,849.0,1.0,849.0,849.0,9.0,788.0,1.0,843.0,119.0,849.0,3.0,9.0,0.35335689045936397,0.12690355329949238,10.187838268067495,0.11778563015312131,1.0600706713780919,0.8547008547008548,1.0600706713780919,14.116251482799525,0.8547008547008548,0.0
202439,2024-09-28,2024-10-03,region,prairies,35,2024-08-31,5327.0,639.0,2125.0,40.0,19.0,3.0,17.0,39.0,1.0,1946.0,4.0,1214.0,1214.0,20.0,1193.0,2.0,1208.0,173.0,1254.0,3.0,14.0,0.23923444976076555,0.16764459346186086,11.995494649896752,0.20554984583761562,1.1532125205930808,1.8823529411764703,1.6474464579901154,14.321192052980134,1.835294117647059,0.047058823529411764
202439,2024-09-28,2024-10-03,region,bc,35,2024-08-31,2571.0,484.0,2517.0,35.0,11.0,2.0,2.0,34.0,1.0,2517.0,12.0,621.0,621.0,2.0,621.0,9.0,617.0,55.0,617.0,1.0,9.0,0.1620745542949757,1.4492753623188406,18.82535978218592,0.47675804529201427,1.4492753623188406,1.3905442987683752,0.322061191626409,8.914100486223662,1.3508144616607072,0.03972983710766786
202439,2024-09-28,2024-10-03,lab,yk,35,2024-08-31,46.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,,,,,,,,,,0.0,,,21.73913043478261,0.0,,0.0,,,0.0,0.0
202439,2024-09-28,2024-10-03,lab,nt,35,2024-08-31,26.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,,26.0,0.0,26.0,0.0,26.0,11.0,,,0.0,,0.0,30.76923076923077,0.0,,0.0,0.0,42.30769230769231,0.0,0.0
202439,2024-09-28,2024-10-03,lab,nu,35,2024-08-31,107.0,5.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,,,,,,,,,,0.0,,,4.672897196261682,0.0,,0.0,,,0.0,0.0
202439,2024-09-28,2024-10-03,region,territories,35,2024-08-31,179.0,23.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,,26.0,0.0,26.0,0.0,26.0,11.0,,,0.0,,0.0,12.849162011173185,0.0,,0.0,0.0,42.30769230769231,0.0,0.0
202439,2024-09-28,2024-10-03,nation,ca,35,2024-08-31,26909.0,4806.0,18265.0,106.0,37.0,13.0,33.0,99.0,7.0,17044.0,88.0,7590.0,7633.0,67.0,7611.0,30.0,7697.0,734.0,6253.0,31.0,114.0,0.4957620342235727,0.3941663381947182,17.860195473633354,0.5163107251818821,1.5019762845849802,0.5803449219819327,0.877767588104284,9.536182928413668,0.5420202573227484,0.03832466465918423
202439,2024-09-28,2024-10-03,lab,nl,36,2024-09-07,511.0,74.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,417.0,417.0,4.0,417.0,2.0,417.0,46.0,417.0,1.0,7.0,0.2398081534772182,0.4796163069544364,14.481409001956946,0.0,1.6786570743405276,0.0,0.9592326139088728,11.031175059952037,0.0,0.0
